TF	Target	rank	confidence	stroke	stroke-width	stroke-dasharray
Arnt2	Pck2	-0.44262	-0.1431	rgb(186,198,222)	1.2667	2,2
Arnt2	Plekho1	-0.44262	-0.051166	rgb(206,210,219)	1.2667	2,2
Arntl2	Trim24	0.44262	0.10657	rgb(218,197,197)	1.7167	2,2
Atf2	Inpp1	0.44262	0.26316	rgb(220,167,167)	1.7167	None
Atf5	Adarb1	0.44262	0.080162	rgb(218,202,202)	1.7167	None
Bach1	Mapkbp1	0.44262	0.074205	rgb(218,203,203)	1.7167	None
Bach1	Tsc22d1	0.44262	0.11752	rgb(218,195,195)	1.7167	2,2
Batf	Frmd4b	0.44262	0.23012	rgb(220,173,174)	1.7167	2,2
Batf	Hspa4l	0.44262	0.13956	rgb(219,190,191)	1.7167	2,2
Batf	Slamf6	-0.44262	-0.2028	rgb(173,190,225)	1.2667	2,2
Bbx	Lad1	-0.44262	-0.076935	rgb(200,207,220)	1.2667	None
Bbx	Ptp4a3	-0.44262	-0.098998	rgb(196,204,221)	1.2667	2,2
Bcl11b	Cdk6	-0.44262	-0.11894	rgb(191,201,222)	1.2667	2,2
Bcl11b	Cmah	0.44262	0.090202	rgb(218,200,200)	1.7167	2,2
Bhlha15	Wwp1	0.44262	0.15164	rgb(219,188,188)	1.7167	None
Bhlhe40	Lrrc59	0.44262	0.28448	rgb(220,163,163)	1.7167	None
Cebpb	Kctd12	0.44262	0.088892	rgb(218,200,200)	1.7167	2,2
Cebpb	Samsn1	0.44262	0.12946	rgb(218,192,193)	1.7167	2,2
Cic	Nppc	-0.44262	-0.15374	rgb(184,197,223)	1.2667	2,2
Clock	BC029722	-0.44262	-0.14398	rgb(186,198,222)	1.2667	2,2
Creb3l1	Plac8	0.44262	0.17425	rgb(219,184,184)	1.7167	2,2
Creb5	Hist3h2a	0.44262	0.51254	rgb(223,119,120)	1.7167	None
Crem	Vps37b	0.44262	0.22781	rgb(220,173,174)	1.7167	2,2
Cux1	Plxnc1	0.44262	0.18705	rgb(219,181,182)	1.7167	2,2
Deaf1	Ptpn2	0.44262	0.12987	rgb(218,192,192)	1.7167	None
Dmrt1	Hbs1l	0.44262	0.18188	rgb(219,182,183)	1.7167	None
Dmrt2	Igf2bp3	0.44262	0.1262	rgb(218,193,193)	1.7167	2,2
E2f1	Atp6v1g1	-0.44262	-0.21938	rgb(169,188,225)	1.2667	2,2
E2f1	Chchd7	-0.44262	-0.38536	rgb(133,166,232)	1.2667	2,2
E2f1	Higd1a	-0.44262	-0.44375	rgb(121,158,234)	1.2667	2,2
E2f4	Etv6	0.44262	0.1046	rgb(218,197,197)	1.7167	2,2
E2f4	Hemk1	0.44262	0.11119	rgb(218,196,196)	1.7167	2,2
E4f1	Galm	-0.44262	-0.1269	rgb(189,200,222)	1.2667	2,2
Ebf1	Rnf130	-0.44262	-0.17943	rgb(178,193,224)	1.2667	2,2
Egr1	Decr1	0.44262	0.3878	rgb(221,143,144)	1.7167	2,2
Egr1	Tnfrsf18	0.44262	0.41539	rgb(222,138,138)	1.7167	2,2
Egr2	Gabbr1	0.44262	0.26032	rgb(220,167,168)	1.7167	2,2
Egr4	Cox7a2l	-0.44262	-0.33194	rgb(145,173,230)	1.2667	2,2
Egr4	H2afx	-0.44262	-0.18753	rgb(176,192,224)	1.2667	2,2
Egr4	Ptprcap	-0.44262	-0.20538	rgb(172,190,225)	1.2667	2,2
Egr4	Rreb1	0.44262	0.21051	rgb(219,177,177)	1.7167	2,2
Elf1	Il2rb	-0.44262	-0.51829	rgb(105,149,237)	1.2667	2,2
Elf1	Oasl2	0.44262	0.2409	rgb(220,171,171)	1.7167	2,2
Elf1	Smyd5	-0.44262	-0.25055	rgb(163,184,227)	1.2667	2,2
Esr1	Serpine2	0.44262	0.21228	rgb(219,176,177)	1.7167	2,2
Esr1	Spata6	0.44262	0.33243	rgb(221,154,154)	1.7167	2,2
Esr1	Tpd52	0.44262	0.11584	rgb(218,195,195)	1.7167	2,2
Ets1	Rraga	0.44262	0.14032	rgb(219,190,190)	1.7167	2,2
Ets1	Txndc17	0.44262	0.39304	rgb(221,142,143)	1.7167	2,2
Etv2	Thoc3	0.44262	0.19654	rgb(219,179,180)	1.7167	2,2
Fli1	Arid5a	0.44262	0.19	rgb(219,181,181)	1.7167	2,2
Fli1	Dffb	0.44262	0.24691	rgb(220,170,170)	1.7167	2,2
Fli1	Pde2a	0.44262	0.24561	rgb(220,170,171)	1.7167	2,2
Fli1	Zfp36l2	0.44262	0.29547	rgb(220,161,161)	1.7167	None
Fos	Perp	0.44262	0.17886	rgb(219,183,183)	1.7167	2,2
Fosb	Nfatc1	0.44262	0.19305	rgb(219,180,181)	1.7167	2,2
Fosl2	Ldlrap1	0.44262	0.16628	rgb(219,185,186)	1.7167	None
Fosl2	Ski	0.44262	0.17974	rgb(219,183,183)	1.7167	None
Foxb1	Lgmn	-0.44262	-0.032183	rgb(210,213,218)	1.2667	2,2
Foxf2	Cmah	0.44262	0.06281	rgb(218,205,205)	1.7167	2,2
Foxf2	Dlst	0.44262	0.084962	rgb(218,201,201)	1.7167	2,2
Foxn2	Trat1	0.44262	0.21574	rgb(219,176,176)	1.7167	2,2
Foxo1	Mxi1	0.44262	0.30391	rgb(220,159,160)	1.7167	2,2
Foxo1	Sesn3	0.44262	0.12376	rgb(218,193,194)	1.7167	2,2
Foxo1	Vps37b	0.44262	0.20183	rgb(219,178,179)	1.7167	2,2
Foxo3	Brd3	-0.44262	-0.23062	rgb(167,187,226)	1.2667	2,2
Foxo3	Icam2	-0.44262	-0.08988	rgb(197,205,220)	1.2667	2,2
Foxq1	Traf3	-0.44262	-0.24681	rgb(163,184,226)	1.2667	2,2
Foxs1	Dbt	-0.44262	-0.081862	rgb(199,206,220)	1.2667	2,2
Gabpa	Flt3l	-0.44262	-0.16703	rgb(181,195,223)	1.2667	2,2
Gabpa	Mdn1	0.44262	0.35814	rgb(221,149,149)	1.7167	2,2
Gabpa	Mecr	0.44262	0.43236	rgb(222,134,135)	1.7167	2,2
Gabpa	Ptpn2	-0.44262	-0.13026	rgb(189,200,222)	1.2667	2,2
Gata1	Hmgcl	0.44262	0.12042	rgb(218,194,194)	1.7167	None
Gata1	Kif3a	0.44262	0.12711	rgb(218,193,193)	1.7167	2,2
Gata2	Gemin6	-0.44262	-0.52501	rgb(103,148,237)	1.2667	2,2
Gata2	Tom1	0.44262	0.056064	rgb(218,206,206)	1.7167	2,2
Gata3	Zfp426	0.44262	0.24166	rgb(220,171,171)	1.7167	2,2
Glis1	Sytl3	0.44262	0.22088	rgb(219,175,175)	1.7167	2,2
Glis1	Tmem43	-0.44262	-0.059168	rgb(204,209,219)	1.2667	None
Glis3	Rara	0.44262	0.34795	rgb(221,151,151)	1.7167	None
Gzf1	Uqcrq	0.44262	0.17761	rgb(219,183,183)	1.7167	2,2
Hbp1	Clic4	-0.44262	-0.317	rgb(148,175,229)	1.2667	None
Hbp1	Cxcr6	0.44262	0.073012	rgb(218,203,203)	1.7167	2,2
Hdx	Crip1	-0.44262	-0.24467	rgb(164,185,226)	1.2667	None
Hes1	Sra1	-0.44262	-0.23523	rgb(166,186,226)	1.2667	2,2
Hesx1	Trip10	0.44262	0.090201	rgb(218,200,200)	1.7167	2,2
Hif1a	Parp9	0.44262	0.21612	rgb(219,176,176)	1.7167	None
Hif3a	Creb3l2	0.44262	0.080321	rgb(218,202,202)	1.7167	2,2
Hif3a	Snx9	-0.44262	-0.10396	rgb(194,203,221)	1.2667	None
Hlf	Slc39a8	-0.44262	-0.059065	rgb(204,209,219)	1.2667	2,2
Hlf	Slfn2	0.44262	0.059644	rgb(218,206,206)	1.7167	2,2
Hmg20b	Rgs19	-0.44262	-0.17265	rgb(180,194,224)	1.2667	2,2
Hmg20b	Srgn	-0.44262	-0.22436	rgb(168,187,226)	1.2667	2,2
Hmga2	Mgll	-0.44262	-0.068298	rgb(202,208,220)	1.2667	None
Hmx2	Fap	0.44262	0.26427	rgb(220,167,167)	1.7167	2,2
Hmx3	Cdkn1b	0.44262	0.18134	rgb(219,182,183)	1.7167	2,2
Hmx3	Tspyl4	0.44262	0.075545	rgb(218,203,203)	1.7167	2,2
Homez	Marveld1	-0.44262	-0.18676	rgb(176,192,224)	1.2667	2,2
Hoxb1	Cd84	0.44262	0.088039	rgb(218,200,200)	1.7167	2,2
Hoxd4	Tprkb	-0.44262	-0.064961	rgb(203,208,219)	1.2667	None
Hsf1	Got1	-0.44262	-0.059868	rgb(204,209,219)	1.2667	2,2
Hsf1	Mafg	0.44262	0.18598	rgb(219,181,182)	1.7167	2,2
Hsf1	Stard10	-0.44262	-0.087958	rgb(198,205,220)	1.2667	2,2
Ikzf4	Acad9	0.44262	0.081629	rgb(218,201,202)	1.7167	2,2
Ikzf4	Gusb	0.44262	0.17214	rgb(219,184,184)	1.7167	2,2
Ikzf4	Heatr1	0.44262	0.49374	rgb(222,123,124)	1.7167	2,2
Ikzf5	Cd96	-0.44262	-0.12097	rgb(191,201,222)	1.2667	2,2
Ikzf5	Stard5	0.44262	0.13168	rgb(218,192,192)	1.7167	2,2
Ikzf5	Tmem173	-0.44262	-0.096617	rgb(196,204,221)	1.2667	None
Irf1	Ifnar1	0.44262	0.19218	rgb(219,180,181)	1.7167	2,2
Irf1	Irf7	0.44262	0.17518	rgb(219,184,184)	1.7167	2,2
Irf2	Gbp4	0.44262	0.090608	rgb(218,200,200)	1.7167	None
Irf4	Fam3c	0.44262	0.29955	rgb(220,160,160)	1.7167	2,2
Irf5	Slc4a8	-0.44262	-0.80868	rgb( 42,110,248)	1.2667	2,2
Irf7	Pde7a	0.44262	0.11339	rgb(218,195,196)	1.7167	2,2
Irf9	Tpst1	-0.44262	-0.12119	rgb(191,201,222)	1.2667	None
Isl2	Vav3	0.44262	0.13095	rgb(218,192,192)	1.7167	2,2
Jun	Jak2	0.44262	0.061994	rgb(218,205,205)	1.7167	2,2
Klf12	Nkain1	0.44262	0.16636	rgb(219,185,186)	1.7167	None
Klf13	Ldlrap1	0.44262	0.20401	rgb(219,178,178)	1.7167	None
Klf13	Rras	0.44262	0.13433	rgb(218,191,192)	1.7167	2,2
Klf2	Slc16a6	0.44262	0.064331	rgb(218,205,205)	1.7167	2,2
Klf3	Irf7	0.44262	0.15881	rgb(219,187,187)	1.7167	2,2
Klf4	Chst12	0.44262	0.45207	rgb(222,131,132)	1.7167	2,2
Klf4	Cst3	0.44262	0.29593	rgb(220,160,161)	1.7167	2,2
Klf4	Eci2	0.44262	0.38139	rgb(221,144,145)	1.7167	2,2
Klf4	Nfyb	0.44262	0.2033	rgb(219,178,179)	1.7167	None
Klf4	Pgm1	0.44262	0.068136	rgb(218,204,204)	1.7167	2,2
Klf4	Sla2	0.44262	0.14535	rgb(219,189,190)	1.7167	2,2
Klf5	C2cd2l	0.44262	0.81794	rgb(226, 61, 62)	1.7167	2,2
Klf5	Mapk7	0.44262	0.82183	rgb(226, 60, 62)	1.7167	None
Klf5	Notch1	0.44262	0.27363	rgb(220,165,165)	1.7167	2,2
Klf5	Slc9a3r1	0.44262	0.17414	rgb(219,184,184)	1.7167	2,2
Klf7	Uqcrq	0.44262	0.17474	rgb(219,184,184)	1.7167	2,2
Lef1	Ripk2	0.44262	0.090112	rgb(218,200,200)	1.7167	2,2
Lhx6	Chst15	-0.44262	-0.090305	rgb(197,205,220)	1.2667	2,2
Lyl1_Tal2	Cst3	0.44262	0.27412	rgb(220,165,165)	1.7167	2,2
Maf	Fbxo2	0.44262	0.07603	rgb(218,202,203)	1.7167	2,2
Maf	Foxp1	-0.44262	-0.076546	rgb(200,207,220)	1.2667	2,2
Maf	Gja1	0.44262	0.097691	rgb(218,198,199)	1.7167	2,2
Maf	Got1	0.44262	0.075741	rgb(218,203,203)	1.7167	2,2
Maf	Sema4f	0.44262	0.12357	rgb(218,193,194)	1.7167	2,2
Maf	Tm9sf4	-0.44262	-0.10652	rgb(194,203,221)	1.2667	2,2
Mafb	Il3	-0.44262	-0.1361	rgb(187,199,222)	1.2667	2,2
Mef2d	Foxp1	0.44262	0.078962	rgb(218,202,202)	1.7167	None
Meis1	Snx9	-0.44262	-0.087388	rgb(198,205,220)	1.2667	2,2
Meis2	Ptger4	0.44262	0.10585	rgb(218,197,197)	1.7167	2,2
Mitf	Enpp1	0.44262	0.066294	rgb(218,204,204)	1.7167	2,2
Mitf	Ifnar1	0.44262	0.1841	rgb(219,182,182)	1.7167	2,2
Mxi1	Kifc3	0.44262	0.071754	rgb(218,203,203)	1.7167	None
Mxi1	Nfe2l2	-0.44262	-0.12003	rgb(191,201,222)	1.2667	2,2
Mxi1	Sertad3	-0.44262	-0.26014	rgb(161,183,227)	1.2667	2,2
Mybl1	Agpat3	0.44262	0.24012	rgb(220,171,172)	1.7167	2,2
Mybl1	R3hdm1	0.44262	0.15194	rgb(219,188,188)	1.7167	2,2
Myc	Ccng2	-0.44262	-0.20536	rgb(172,190,225)	1.2667	2,2
Myc	Epsti1	-0.44262	-0.27956	rgb(156,180,228)	1.2667	2,2
Myc	Gpatch4	0.44262	0.27123	rgb(220,165,166)	1.7167	None
Myc	Map4k4	-0.44262	-0.066563	rgb(203,208,220)	1.2667	2,2
Myc	Pgm2	0.44262	0.21408	rgb(219,176,177)	1.7167	2,2
Myc	Ypel5	-0.44262	-0.52089	rgb(104,148,237)	1.2667	2,2
Nfat5	Calcrl	0.44262	0.05748	rgb(218,206,206)	1.7167	2,2
Nfat5	Ddr1	-0.44262	-0.21792	rgb(170,188,225)	1.2667	2,2
Nfatc1	B4galt1	-0.44262	-0.20643	rgb(172,190,225)	1.2667	2,2
Nfatc2	Kdelc1	0.44262	0.20441	rgb(219,178,178)	1.7167	2,2
Nfe2l2	Mapk6	0.44262	0.1828	rgb(219,182,182)	1.7167	2,2
Nfe2l2	Slfn2	-0.44262	-0.060092	rgb(204,209,219)	1.2667	None
Nfia	Pde8a	0.44262	0.15656	rgb(219,187,187)	1.7167	2,2
Nfia	Sec24d	0.44262	0.11561	rgb(218,195,195)	1.7167	2,2
Nfkb2	Cd7	-0.44262	-0.13463	rgb(188,199,222)	1.2667	2,2
Nfkb2	Cd83	0.44262	0.12671	rgb(218,193,193)	1.7167	2,2
Nfkb2	Cox7a2l	-0.44262	-0.24975	rgb(163,184,226)	1.2667	None
Nkx3-1	Ick	0.44262	0.08896	rgb(218,200,200)	1.7167	None
Nkx3-1	Phtf2	0.44262	0.18072	rgb(219,182,183)	1.7167	None
Nkx3-1	Trim2	0.44262	0.11321	rgb(218,195,196)	1.7167	2,2
Npas2	Psmd8	0.44262	0.23072	rgb(220,173,173)	1.7167	2,2
Npas4	Lpcat1	-0.44262	-0.13796	rgb(187,199,222)	1.2667	2,2
Nr1d2	Ikzf4	0.44262	0.2386	rgb(220,171,172)	1.7167	2,2
Nr1i3	Il12rb1	0.44262	0.15571	rgb(219,187,188)	1.7167	None
Nr2f1	Rasgrp2	-0.44262	-0.13865	rgb(187,199,222)	1.2667	2,2
Nr3c1	Cstf2t	0.44262	0.21447	rgb(219,176,176)	1.7167	None
Nr3c1	Egr2	0.44262	0.14976	rgb(219,188,189)	1.7167	2,2
Nr3c1	Rcl1	0.44262	0.13076	rgb(218,192,192)	1.7167	2,2
Nr4a1	Rcl1	0.44262	0.12277	rgb(218,194,194)	1.7167	2,2
Nr4a1	Trim12a	-0.44262	-0.11433	rgb(192,202,221)	1.2667	2,2
Nr4a2	Foxp1	0.44262	0.058387	rgb(218,206,206)	1.7167	None
Nr4a2	Il10rb	0.44262	0.29433	rgb(220,161,161)	1.7167	None
Nr4a2	Itm2a	0.44262	0.22375	rgb(219,174,175)	1.7167	2,2
Pbx2	Dhcr24	-0.44262	-0.12425	rgb(190,201,222)	1.2667	2,2
Pknox1	Cd86	0.44262	0.038027	rgb(217,210,210)	1.7167	None
Pknox1	Smarca2	0.44262	0.12563	rgb(218,193,193)	1.7167	None
Plag1	Cndp2	0.44262	0.11951	rgb(218,194,194)	1.7167	2,2
Plag1	Lactb	-0.44262	-0.25494	rgb(162,183,227)	1.2667	2,2
Plagl2	Eid1	-0.44262	-0.15605	rgb(183,196,223)	1.2667	2,2
Pou2f2	Sf3b3	-0.44262	-0.33242	rgb(145,173,230)	1.2667	2,2
Pou6f1	Ehd4	0.44262	0.18093	rgb(219,182,183)	1.7167	2,2
Pou6f1	Klf2	-0.44262	-0.20844	rgb(172,189,225)	1.2667	2,2
Pou6f1	Klf3	-0.44262	-0.2547	rgb(162,183,227)	1.2667	2,2
Ppara	Cxcr5	-0.44262	-0.19737	rgb(174,191,225)	1.2667	2,2
Ppard	Slc7a3	0.44262	0.05867	rgb(218,206,206)	1.7167	2,2
Prdm1	Dhcr7	-0.44262	-0.15233	rgb(184,197,223)	1.2667	2,2
Rara	Sepw1	-0.44262	-0.18536	rgb(177,193,224)	1.2667	None
Rarg	Glipr1	-0.44262	-0.13106	rgb(189,200,222)	1.2667	2,2
Rela	Dnajc12	0.44262	0.24724	rgb(220,170,170)	1.7167	2,2
Rela	Dusp1	0.44262	0.15952	rgb(219,187,187)	1.7167	2,2
Rest	Galnt3	0.44262	0.14814	rgb(219,189,189)	1.7167	None
Rfx1	Tapbp	-0.44262	-0.12565	rgb(190,200,222)	1.2667	2,2
Rfx2	Fth1	-0.44262	-0.18598	rgb(177,192,224)	1.2667	2,2
Rfx3	Il12rb2	0.44262	0.093832	rgb(218,199,199)	1.7167	2,2
Rfx7	Wwtr1	0.44262	0.041778	rgb(217,209,209)	1.7167	2,2
Rora	Ndst1	0.44262	0.13299	rgb(218,192,192)	1.7167	2,2
Rora	Retsat	-0.44262	-0.10439	rgb(194,203,221)	1.2667	2,2
Rreb1	Adrb2	0.44262	0.14186	rgb(219,190,190)	1.7167	None
Rreb1	Ahr	-0.44262	-0.11664	rgb(192,202,221)	1.2667	2,2
Rreb1	Cd74	0.44262	0.176	rgb(219,183,184)	1.7167	None
Rreb1	Klf4	0.44262	0.074539	rgb(218,203,203)	1.7167	None
Rreb1	Maoa	-0.44262	-0.064002	rgb(203,209,219)	1.2667	2,2
Rreb1	Nsg2	0.44262	0.13234	rgb(218,192,192)	1.7167	2,2
Rreb1	Rabgap1l	-0.44262	-0.13843	rgb(187,199,222)	1.2667	2,2
Runx1	Igf2r	0.44262	0.11251	rgb(218,196,196)	1.7167	2,2
Runx1	Trim2	0.44262	0.13687	rgb(219,191,191)	1.7167	2,2
Runx2	Tnfrsf18	0.44262	0.40635	rgb(221,139,140)	1.7167	2,2
Rxrb	Ccr7	0.44262	0.077486	rgb(218,202,202)	1.7167	2,2
Six5	Gsn	-0.44262	-0.082702	rgb(199,206,220)	1.2667	2,2
Six5	Lmna	-0.44262	-0.089179	rgb(198,205,220)	1.2667	2,2
Six5	Pgrmc1	-0.44262	-0.080961	rgb(199,206,220)	1.2667	2,2
Smad3	Capg	0.44262	0.26385	rgb(220,167,167)	1.7167	2,2
Smad3	Cyp1b1	0.44262	0.18767	rgb(219,181,182)	1.7167	2,2
Smad3	Wipf1	-0.44262	-0.12348	rgb(190,201,222)	1.2667	2,2
Smad4	Pgs1	0.44262	0.21221	rgb(219,176,177)	1.7167	2,2
Snai2	Casp3	0.44262	0.11236	rgb(218,196,196)	1.7167	2,2
Sox13	Anxa3	-0.44262	-0.074663	rgb(201,207,220)	1.2667	2,2
Sox15	Cltb	-0.44262	-0.12798	rgb(189,200,222)	1.2667	2,2
Sox15	Lpin2	0.44262	0.11282	rgb(218,195,196)	1.7167	None
Sox15	Mfge8	-0.44262	-0.10279	rgb(195,203,221)	1.2667	2,2
Sox21	Commd9	-0.44262	-0.15856	rgb(183,196,223)	1.2667	2,2
Sox4	Ick	0.44262	0.073216	rgb(218,203,203)	1.7167	2,2
Sox4	Nr4a3	0.44262	0.19106	rgb(219,181,181)	1.7167	2,2
Sox4	Pdcd1	-0.44262	-0.14019	rgb(187,198,222)	1.2667	None
Sox4	Ptbp2	0.44262	0.12577	rgb(218,193,193)	1.7167	2,2
Sp2	Hspb11	0.44262	0.48099	rgb(222,125,126)	1.7167	None
Sp2	Pccb	0.44262	0.044785	rgb(217,208,209)	1.7167	2,2
Sp2	Son	-0.44262	-0.24814	rgb(163,184,226)	1.2667	2,2
Sp3	Clybl	0.44262	0.42232	rgb(222,136,137)	1.7167	2,2
Sp3	Helb	0.44262	0.29766	rgb(220,160,161)	1.7167	2,2
Sp3	Hmgcl	0.44262	0.1865	rgb(219,181,182)	1.7167	2,2
Sp3	Mapk3	0.44262	0.29248	rgb(220,161,162)	1.7167	2,2
Sp3	Mdn1	-0.44262	-0.39798	rgb(131,164,232)	1.2667	2,2
Sp3	Sash3	0.44262	0.25733	rgb(220,168,168)	1.7167	2,2
Sp4	Eno3	0.44262	0.13486	rgb(218,191,192)	1.7167	2,2
Sp4	Mical1	0.44262	0.18849	rgb(219,181,181)	1.7167	2,2
Sp4	Pter	0.44262	0.1342	rgb(218,191,192)	1.7167	2,2
Sp7_Sp8...	Eid1	0.44262	0.16208	rgb(219,186,186)	1.7167	2,2
Spib	Acsl4	-0.44262	-0.10137	rgb(195,204,221)	1.2667	2,2
Spib	Srpk2	0.44262	0.1335	rgb(218,192,192)	1.7167	2,2
Spib	Tspan13	0.44262	0.14406	rgb(219,189,190)	1.7167	2,2
Srebf1	Max	-0.44262	-0.15668	rgb(183,196,223)	1.2667	2,2
Srebf1	Mxi1	0.44262	0.25542	rgb(220,168,169)	1.7167	2,2
Srebf2	Hspg2	-0.44262	-0.15993	rgb(182,196,223)	1.2667	2,2
Srebf2	Runx1	0.44262	0.12998	rgb(218,192,192)	1.7167	2,2
Stat1	Eci1	-0.44262	-0.19168	rgb(175,192,224)	1.2667	2,2
Stat1	Notch1	0.44262	0.27102	rgb(220,165,166)	1.7167	2,2
Stat1	Stk4	-0.44262	-0.049431	rgb(206,210,219)	1.2667	2,2
Stat2	Acsl4	-0.44262	-0.13977	rgb(187,199,222)	1.2667	2,2
Stat2	Kctd14	-0.44262	-0.32784	rgb(146,174,229)	1.2667	2,2
Stat2	Ncs1	-0.44262	-0.18559	rgb(177,193,224)	1.2667	2,2
Stat3	Adam9	0.44262	0.21505	rgb(219,176,176)	1.7167	2,2
Stat3	Alcam	-0.44262	-0.071232	rgb(202,208,220)	1.2667	None
Stat3	Il21	0.44262	0.83465	rgb(226, 58, 59)	1.7167	2,2
Stat3	Prkcd	-0.44262	-0.23588	rgb(166,186,226)	1.2667	2,2
Stat3	Pter	-0.44262	-0.10527	rgb(194,203,221)	1.2667	2,2
Stat3	Socs3	0.44262	0.6048	rgb(224,101,103)	1.7167	None
Stat4	Flt3l	0.44262	0.18195	rgb(219,182,183)	1.7167	None
Stat4	Igfbp7	-0.44262	-0.090916	rgb(197,205,220)	1.2667	2,2
Stat5b	Bid	-0.44262	-0.082503	rgb(199,206,220)	1.2667	2,2
Tbx21	Ctnna1	0.44262	0.16252	rgb(219,186,186)	1.7167	2,2
Tbx21	Evi2a	-0.44262	-0.14546	rgb(185,198,223)	1.2667	2,2
Tbx21	Tmem19	-0.44262	-0.086993	rgb(198,206,220)	1.2667	2,2
Tcf12	Marveld1	0.44262	0.17713	rgb(219,183,184)	1.7167	2,2
Tcf12	Tspan2	0.44262	0.22173	rgb(219,175,175)	1.7167	2,2
Tcf7l1	Rora	0.44262	0.07631	rgb(218,202,203)	1.7167	2,2
Tcf7l2	Pmepa1	-0.44262	-0.13167	rgb(188,200,222)	1.2667	None
Tcf7l2	Slamf6	0.44262	0.1433	rgb(219,190,190)	1.7167	2,2
Tead1	Gatm	-0.44262	-0.21248	rgb(171,189,225)	1.2667	2,2
Tef	Itga3	0.44262	0.13332	rgb(218,192,192)	1.7167	2,2
Tef	Pycr1	0.44262	0.098984	rgb(218,198,198)	1.7167	2,2
Thrb	Fam83g	-0.44262	-0.0517	rgb(206,210,219)	1.2667	2,2
Trp53	Dynll2	-0.44262	-0.11575	rgb(192,202,221)	1.2667	2,2
Trp53	Srpk1	-0.44262	-0.14182	rgb(186,198,222)	1.2667	None
Twist1	Inpp5b	-0.44262	-0.06113	rgb(204,209,219)	1.2667	2,2
Usf2	Dusp14	-0.44262	-0.085308	rgb(198,206,220)	1.2667	2,2
Usf2	Maff	0.44262	0.087482	rgb(218,200,200)	1.7167	None
Vdr	Sh2b1	0.44262	0.29059	rgb(220,161,162)	1.7167	None
Yy2	Casp3	-0.44262	-0.1094	rgb(193,203,221)	1.2667	2,2
Zbtb33	Parp8	-0.44262	-0.29009	rgb(154,179,228)	1.2667	2,2
Zbtb6	Commd9	0.44262	0.198	rgb(219,179,180)	1.7167	2,2
Zbtb6	Nxn	-0.44262	-0.12054	rgb(191,201,222)	1.2667	2,2
Zbtb7b	Marcks	-0.44262	-0.12292	rgb(190,201,222)	1.2667	2,2
Zbtb7b	Zbed4	0.44262	0.16846	rgb(219,185,185)	1.7167	2,2
Zeb1	Ppp3cc	0.44262	0.23525	rgb(220,172,173)	1.7167	2,2
Zeb1	Tnfaip8	-0.44262	-0.07285	rgb(201,207,220)	1.2667	2,2
Zfhx2	Sorl1	0.44262	0.078972	rgb(218,202,202)	1.7167	2,2
Zfhx3	Cd96	0.44262	0.13156	rgb(218,192,192)	1.7167	2,2
Zfhx3	Lpcat1	0.44262	0.15455	rgb(219,187,188)	1.7167	2,2
Zfhx3	Phlpp1	0.44262	0.088221	rgb(218,200,200)	1.7167	2,2
Zfhx3	Riok3	-0.44262	-0.59393	rgb( 88,139,240)	1.2667	None
Zfp105	Cln6	0.44262	0.15395	rgb(219,188,188)	1.7167	2,2
Zfp182	Foxp1	-0.44262	-0.077705	rgb(200,207,220)	1.2667	2,2
Zfp182	Nfyb	0.44262	0.12487	rgb(218,193,193)	1.7167	None
Zfp182	Sfmbt2	-0.44262	-0.16458	rgb(181,195,223)	1.2667	None
Zfp182	Srxn1	0.44262	0.14055	rgb(219,190,190)	1.7167	2,2
Zfp202	Gpr146	0.44262	0.18106	rgb(219,182,183)	1.7167	None
Zfp202	Retsat	-0.44262	-0.090677	rgb(197,205,220)	1.2667	None
Zfp219	Rps6ka3	0.44262	0.17441	rgb(219,184,184)	1.7167	None
Zfp263	Rras	0.44262	0.13913	rgb(219,190,191)	1.7167	2,2
Zfp281	Cln6	0.44262	0.21162	rgb(219,177,177)	1.7167	2,2
Zfp524	Lbp	0.44262	0.12235	rgb(218,194,194)	1.7167	2,2
Zfp652	Wipf1	0.44262	0.12279	rgb(218,194,194)	1.7167	2,2
Zfp664	Dhrs4	0.44262	0.1034	rgb(218,197,197)	1.7167	2,2
Zfx	Anxa4	-0.44262	-0.36394	rgb(138,169,231)	1.2667	None
Zfx	Serpinf1	-0.44262	-0.21097	rgb(171,189,225)	1.2667	2,2
Zfx	Tsc22d1	0.44262	0.13861	rgb(219,191,191)	1.7167	2,2
Zkscan1	Reps1	0.44262	0.17349	rgb(219,184,184)	1.7167	2,2
Zscan10	Enpp1	-0.44262	-0.073775	rgb(201,207,220)	1.2667	2,2
2810021J22Rik	Tubgcp5	0.44262	0.17933	rgb(219,183,183)	1.7167	2,2
AI987944	Galk1	-0.44262	-0.23821	rgb(165,186,226)	1.2667	2,2
Aebp2	Ccl3	-0.44262	-0.076107	rgb(200,207,220)	1.2667	2,2
Aebp2	Sh3kbp1	-0.44262	-0.089474	rgb(198,205,220)	1.2667	2,2
Casz1	Igf2bp3	-0.44262	-0.073829	rgb(201,207,220)	1.2667	2,2
Casz1	Zeb1	0.44262	0.098158	rgb(218,198,198)	1.7167	2,2
Ccdc17	Gdi1	0.44262	0.2415	rgb(220,171,171)	1.7167	2,2
Cebpz	Lgals3	-0.44262	-0.15129	rgb(184,197,223)	1.2667	2,2
Csrnp1	Gusb	-0.44262	-0.16804	rgb(181,195,223)	1.2667	2,2
