TF	Target	confidence	rank	stroke	stroke-width	stroke-dasharray
Zfp513	Sez6l2	0.17831	0.40469	rgb(221,140,141)	1.5767	2,2
Fli1	Vav2	-0.1783	-0.53007	rgb(102,147,237)	1.3929	2,2
Foxo3	Nckap1	0.17829	0.41182	rgb(222,138,139)	1.5766	2,2
Tcf12	Fam129b	0.17829	0.36391	rgb(221,147,148)	1.5766	2,2
Foxp2	Txlnb	0.17828	0.46279	rgb(222,129,130)	1.5766	2,2
Sox15	Lpp	-0.17828	-0.47299	rgb(114,155,235)	1.3929	2,2
Sp6	Nts	0.17828	0.49337	rgb(222,123,124)	1.5766	2,2
Mycn	Abhd15	-0.17828	-0.32212	rgb(147,174,229)	1.3929	2,2
Satb1	H2-Eb2	-0.17826	-0.61162	rgb( 84,136,240)	1.3929	2,2
Zbtb3	Ccr2	0.17824	0.47299	rgb(222,127,128)	1.5766	2,2
Sp2	Sbno2	-0.17823	-0.24975	rgb(163,184,226)	1.393	2,2
Stat3	Slc39a1	0.17822	0.58308	rgb(223,106,107)	1.5766	2,2
Dpf1	Mgat4b	0.17821	0.47706	rgb(222,126,127)	1.5766	2,2
Ppara	Zhx2	-0.17814	-0.44444	rgb(121,158,234)	1.393	2,2
Irf4	Slc27a4	-0.17814	-0.37513	rgb(136,167,231)	1.393	2,2
Lef1	Amotl2	0.17812	0.65036	rgb(224, 93, 94)	1.5766	None
Sox21	Col5a3	-0.17812	-0.46993	rgb(115,155,235)	1.393	2,2
Yy2	Usp54	0.17812	0.316	rgb(220,157,157)	1.5766	2,2
Stat3	Stap1	-0.17812	-0.54332	rgb( 99,145,238)	1.393	2,2
Meis1	Pgs1	0.17811	0.34557	rgb(221,151,152)	1.5765	2,2
Zfp942	Dusp9	-0.17809	-0.48114	rgb(113,153,235)	1.393	2,2
Fli1	Gtse1	-0.17808	-0.39857	rgb(131,164,232)	1.393	2,2
Rela	Rcsd1	0.17803	0.46483	rgb(222,128,129)	1.5765	2,2
Batf	Fhod3	0.17802	0.28033	rgb(220,163,164)	1.5765	2,2
Gata1	Pdss2	-0.17801	-0.53109	rgb(102,147,237)	1.3931	2,2
Mbnl2	Rell1	0.17799	0.44037	rgb(222,133,134)	1.5765	2,2
Dpf1	Syngr1	0.17796	0.38124	rgb(221,144,145)	1.5765	2,2
Batf	Qser1	-0.17795	-0.44444	rgb(121,158,234)	1.3931	2,2
Nfatc2	Gramd1b	0.17794	0.63812	rgb(224, 95, 96)	1.5765	None
Zfp629	Mpp3	0.17793	0.60143	rgb(224,102,103)	1.5765	2,2
Ash1l	Ubl4	0.17792	0.22426	rgb(219,174,175)	1.5765	2,2
Sp2	Son	-0.17789	-0.36799	rgb(137,168,231)	1.3931	2,2
Ankzf1	Arid3a	0.17788	0.4577	rgb(222,130,130)	1.5764	2,2
Irf4	Tgfbr3	-0.17788	-0.51682	rgb(105,149,237)	1.3931	2,2
Mafb	Cd74	-0.17787	-0.4893	rgb(111,152,236)	1.3931	2,2
Zfhx3	Tgoln1	-0.17787	-0.48114	rgb(113,153,235)	1.3931	2,2
Foxo1	Bcl2	0.17785	0.59939	rgb(224,103,104)	1.5764	2,2
Satb1	Fosl2	0.17785	0.49032	rgb(222,123,124)	1.5764	2,2
Ddit3	Ccr1l1	-0.17784	-0.72171	rgb( 60,122,244)	1.3932	2,2
Maff	Ndufv3	0.17783	0.26606	rgb(220,166,167)	1.5764	2,2
Klf5	Fam189b	0.17782	0.26504	rgb(220,166,167)	1.5764	2,2
Sp2	Tmem37	0.17778	0.3211	rgb(221,156,156)	1.5764	2,2
Sp9	Cyp26b1	0.17778	0.59429	rgb(224,103,105)	1.5764	2,2
Zfp280b	Trib1	0.17774	0.49134	rgb(222,123,124)	1.5764	2,2
Spib	Nr1d1	-0.17774	-0.421	rgb(126,161,233)	1.3932	2,2
Klf5	Glt28d2	-0.17771	-0.45872	rgb(117,156,234)	1.3932	2,2
Zfp960	Apold1	0.17768	0.54128	rgb(223,114,115)	1.5763	2,2
Rela	Pmepa1	-0.17767	-0.45872	rgb(117,156,234)	1.3932	2,2
Rela	Il7r	0.17767	0.47095	rgb(222,127,128)	1.5763	2,2
Sox4	Mex3b	0.17763	0.60347	rgb(224,102,103)	1.5763	2,2
Foxn3	Zfp629	0.17761	0.44648	rgb(222,132,133)	1.5763	2,2
Bcl6	Mta3	0.1776	0.3894	rgb(221,143,143)	1.5763	2,2
Mxd1	Angptl4	-0.17759	-0.50968	rgb(106,150,236)	1.3933	2,2
Bach1	Rab27a	-0.17758	-0.54128	rgb(100,146,238)	1.3933	2,2
Tigd2	Tlr2	0.17758	0.62997	rgb(224, 97, 98)	1.5763	2,2
Gm13251	Speer1-ps1	0.17757	0.52701	rgb(223,116,117)	1.5763	2,2
Zfp219	Kctd12	0.17756	0.46177	rgb(222,129,130)	1.5763	2,2
Lhx2	Cstf2t	0.17752	0.49745	rgb(222,122,123)	1.5762	2,2
Bcl11b	Stap1	0.17751	0.52701	rgb(223,116,117)	1.5762	2,2
Sox5	Dock4	0.1775	0.4791	rgb(222,125,126)	1.5762	2,2
Zfp462	Zbtb7c	0.1775	0.40163	rgb(221,140,141)	1.5762	2,2
Pou2f2	Myo1b	0.1775	0.53721	rgb(223,114,115)	1.5762	2,2
Zfp629	Atf6	0.17749	0.51478	rgb(223,119,120)	1.5762	2,2
Pou2af1	Gm3230	0.17748	0.53619	rgb(223,115,116)	1.5762	2,2
Sp4	Ltbp4	0.17748	0.40571	rgb(221,140,140)	1.5762	2,2
Nfkb2	Rnf125	-0.17746	-0.45872	rgb(117,156,234)	1.3934	2,2
Foxp1	Utf1	0.17746	0.41692	rgb(222,137,138)	1.5762	2,2
Casz1	Myo10	0.17743	0.45464	rgb(222,130,131)	1.5762	2,2
Zfp820	Tnc	0.17741	0.48318	rgb(222,125,126)	1.5762	2,2
Ddit3	Nfyb	-0.17736	-0.56983	rgb( 93,142,239)	1.3934	2,2
Sall4	Grb7	0.17734	0.44546	rgb(222,132,133)	1.5762	2,2
Klf8	S100a4	0.1773	0.33639	rgb(221,153,153)	1.5761	2,2
Tead1	Pde4d	-0.17727	-0.53211	rgb(102,147,237)	1.3935	2,2
Nr4a2	Cd84	0.17727	0.44241	rgb(222,133,133)	1.5761	2,2
Tcf3	Usp54	-0.17725	-0.30581	rgb(151,177,229)	1.3935	2,2
Rorc	B4galnt4	0.17725	0.53007	rgb(223,116,117)	1.5761	2,2
Zfp532	Fermt2	0.17724	0.35576	rgb(221,149,150)	1.5761	2,2
Sp4	Camkk1	0.17719	0.59735	rgb(224,103,104)	1.5761	2,2
Klf4	Bid	-0.17716	-0.46075	rgb(117,156,235)	1.3935	2,2
Sox4	Adarb1	-0.17716	-0.51784	rgb(105,149,237)	1.3935	2,2
Esrra	Zfp827	0.17715	0.59123	rgb(224,104,105)	1.5761	2,2
Egr1	Rnf144b	0.17714	0.5107	rgb(223,119,120)	1.576	2,2
Foxh1	Bsn	0.17712	0.67992	rgb(224, 87, 88)	1.576	2,2
St18	Loxl2	0.17712	0.57696	rgb(223,107,108)	1.576	2,2
Bcl11b	Trat1	0.17712	0.49643	rgb(222,122,123)	1.576	2,2
Hdx	Ss18	-0.17711	-0.57288	rgb( 93,141,239)	1.3935	2,2
Tead1	Mndal	0.17711	0.34149	rgb(221,152,152)	1.576	2,2
Mafb	Antxr2	0.1771	0.76045	rgb(225, 72, 73)	1.576	2,2
Skil	Kdelc2	-0.17708	-0.39959	rgb(130,164,232)	1.3936	2,2
Zfp184	Nlrc3	-0.17707	-0.4842	rgb(112,153,235)	1.3936	2,2
Skil	Siglec15	-0.17706	-0.57187	rgb( 93,142,239)	1.3936	2,2
Bach1	Mapk6	-0.17705	-0.579	rgb( 91,141,239)	1.3936	2,2
Meis2	Sema7a	-0.17702	-0.34149	rgb(143,172,230)	1.3936	2,2
Egr2	Vasn	0.17701	0.35066	rgb(221,150,151)	1.576	2,2
Snai3	Bcas1	-0.17698	-0.38838	rgb(133,166,232)	1.3936	2,2
Zfp35	Tsr2	0.17698	0.30377	rgb(220,159,160)	1.576	2,2
Nfe2l2	Kndc1	-0.17697	-0.56881	rgb( 94,142,239)	1.3936	2,2
Zfp532	Sele	0.17697	0.50968	rgb(223,120,121)	1.576	2,2
Foxp2	Ankk1	0.17696	0.57492	rgb(223,107,108)	1.576	2,2
Zfp105	Cxcr5	0.17692	0.49235	rgb(222,123,124)	1.5759	2,2
Csrnp1	Zfp493	-0.17692	-0.51784	rgb(105,149,237)	1.3936	2,2
Prox2	Zscan29	0.1769	0.48114	rgb(222,125,126)	1.5759	2,2
Skil	Enthd1	-0.17689	-0.57288	rgb( 93,141,239)	1.3936	2,2
Zfp605	Fkrp	-0.17687	-0.26707	rgb(159,182,227)	1.3937	2,2
Zfp869	Pcyox1l	-0.17686	-0.54027	rgb(100,146,238)	1.3937	2,2
Zfp407	Vps54	0.17686	0.34251	rgb(221,152,152)	1.5759	2,2
Nr1d2	Cd5l	0.17683	0.51478	rgb(223,119,120)	1.5759	None
Zbtb7a	Ssbp4	0.17682	0.39042	rgb(221,142,143)	1.5759	2,2
Rest	Itga3	0.17679	0.4261	rgb(222,136,136)	1.5759	2,2
Zfp652	Stk39	0.17678	0.64424	rgb(224, 94, 95)	1.5759	2,2
Ebf1	Pou2f2	0.17677	0.5158	rgb(223,118,120)	1.5759	2,2
Irf1	Trim26	0.17677	0.45056	rgb(222,131,132)	1.5759	2,2
Zfp511	Lrp4	-0.17675	-0.60347	rgb( 86,137,240)	1.3937	2,2
Egr2	Nrgn	0.17674	0.44546	rgb(222,132,133)	1.5758	2,2
Klf10	Myd88	0.17673	0.36901	rgb(221,147,147)	1.5758	2,2
Meis2	Rassf1	-0.1767	-0.46279	rgb(117,156,235)	1.3937	2,2
Klf7	Espn	0.17669	0.21611	rgb(219,176,176)	1.5758	2,2
Bcl6	Slc12a1	0.17669	0.78389	rgb(226, 67, 69)	1.5758	2,2
Zfp354c	Ncdn	-0.17668	-0.35474	rgb(140,170,230)	1.3938	2,2
Hoxd4	Gmfg	0.17666	0.34251	rgb(221,152,152)	1.5758	2,2
Ski	Ccl5	-0.17662	-0.39857	rgb(131,164,232)	1.3938	2,2
Nfatc1	Klf13	-0.17659	-0.42712	rgb(124,161,233)	1.3938	2,2
Cenpt	Grn	0.17659	0.28338	rgb(220,163,163)	1.5758	2,2
Bcl6	Vax2	0.17656	0.57492	rgb(223,107,108)	1.5758	2,2
Smad4	Itpr3	0.17656	0.38022	rgb(221,144,145)	1.5757	2,2
Gata1	Rad52	0.17652	0.52701	rgb(223,116,117)	1.5757	2,2
Zfp219	Zfp36	0.1765	0.43731	rgb(222,133,134)	1.5757	2,2
Meis3	Map4k4	-0.1765	-0.57492	rgb( 92,141,239)	1.3939	2,2
Foxk2_Foxp1...	Tnfrsf25	0.17649	0.31091	rgb(220,158,158)	1.5757	2,2
Zfp53	Dlst	-0.17642	-0.45668	rgb(118,157,234)	1.3939	2,2
Prrx1	Ccl20	0.17642	0.50663	rgb(223,120,121)	1.5757	2,2
Zfp750	Psrc1	0.1764	0.30887	rgb(220,158,159)	1.5757	2,2
Tcf7l2	Tex15	0.17639	0.65443	rgb(224, 92, 93)	1.5757	2,2
Erg	Lime1	0.17638	0.41896	rgb(222,137,138)	1.5757	2,2
Six4	Adam12	0.17637	0.54842	rgb(223,112,113)	1.5757	2,2
Zfp827	H2-Eb2	0.17637	0.58206	rgb(223,106,107)	1.5757	2,2
Ahr	Pmm1	0.17636	0.3945	rgb(221,142,142)	1.5757	2,2
Prdm1	Sh2d3c	-0.17634	-0.42915	rgb(124,160,233)	1.3939	2,2
Esrra	Vav3	0.17632	0.51682	rgb(223,118,119)	1.5756	2,2
Sp2	Rfesd	0.17632	0.47401	rgb(222,126,127)	1.5756	2,2
Junb	Grap	-0.17632	-0.42202	rgb(125,161,233)	1.3939	2,2
Zfp516	Matk	0.17631	0.51478	rgb(223,119,120)	1.5756	2,2
Zfp281	Trim14	0.17631	0.41284	rgb(222,138,139)	1.5756	2,2
Lef1	Gypc	0.17631	0.49439	rgb(222,123,124)	1.5756	2,2
Zfp202	Rhd	0.1763	0.51988	rgb(223,118,119)	1.5756	2,2
Cux1	Sbf2	0.17629	0.50357	rgb(223,121,122)	1.5756	2,2
L3mbtl3	Plekhh1	0.17628	0.4842	rgb(222,125,125)	1.5756	2,2
Pou6f1	Slc1a2	-0.17628	-0.46993	rgb(115,155,235)	1.394	2,2
Elk3	Hist1h1c	0.17628	0.19572	rgb(219,180,180)	1.5756	2,2
Zscan10	Jmjd6	0.17627	0.29664	rgb(220,160,161)	1.5756	2,2
Satb1	Ubash3a	-0.17625	-0.41386	rgb(127,162,233)	1.394	2,2
Gfi1	Rasgrp1	-0.17624	-0.41081	rgb(128,163,233)	1.394	2,2
Fli1	Atad2b	-0.17622	-0.37819	rgb(135,167,231)	1.394	2,2
Prox2	Ccdc126	-0.17622	-0.60449	rgb( 86,137,240)	1.394	2,2
Dpf1	Soat2	0.1762	0.44037	rgb(222,133,134)	1.5756	2,2
Jund	Clec2g	0.17619	0.46687	rgb(222,128,129)	1.5756	2,2
Zfp184	Pdgfrb	0.17618	0.47197	rgb(222,127,128)	1.5756	2,2
Zfp945	Ifit2	0.17617	0.56575	rgb(223,109,110)	1.5755	2,2
Zfp750	Slc19a2	0.17615	0.4261	rgb(222,136,136)	1.5755	2,2
Myc	Rpp14	0.17614	0.33231	rgb(221,154,154)	1.5755	2,2
Esr1	Lin7a	0.17613	0.46891	rgb(222,127,128)	1.5755	2,2
Nkx3-1	Cyp51	0.17611	0.44852	rgb(222,131,132)	1.5755	2,2
Zfp358	Ocrl	0.17608	0.42304	rgb(222,136,137)	1.5755	2,2
Zfp618	Cx3cl1	0.17605	0.54944	rgb(223,112,113)	1.5755	2,2
Mxd1	Ly6c1	0.17604	0.47808	rgb(222,126,127)	1.5755	2,2
Sgsm2	Slc16a6	-0.17604	-0.77166	rgb( 50,115,246)	1.3941	2,2
Zbed4	Dysf	-0.17603	-0.48522	rgb(112,153,235)	1.3941	2,2
Zfp831	Cxcr3	-0.17603	-0.58308	rgb( 90,140,239)	1.3941	2,2
Otx1	Tnf	0.17601	0.59225	rgb(224,104,105)	1.5755	2,2
Zic2	Dnmt3a	0.176	0.33741	rgb(221,153,153)	1.5755	2,2
Zfp146	Osm	-0.17599	-0.44852	rgb(120,158,234)	1.3941	2,2
Zfp458	Zfp947	0.17598	0.45362	rgb(222,130,131)	1.5755	2,2
Hmgb1	Dixdc1	-0.17597	-0.45668	rgb(118,157,234)	1.3941	2,2
Myc	Insig1	0.17596	0.66463	rgb(224, 90, 91)	1.5754	2,2
Stat5b	March3	0.17595	0.55454	rgb(223,111,112)	1.5754	2,2
Foxp3	Vamp4	0.17595	0.29867	rgb(220,160,161)	1.5754	2,2
Zkscan1	Fmnl2	0.17594	0.60958	rgb(224,101,102)	1.5754	2,2
Klf10	Zfp105	-0.17594	-0.48726	rgb(111,153,236)	1.3941	2,2
Sp6	Cd5l	-0.17594	-0.50051	rgb(108,151,236)	1.3941	2,2
Egr1	Thrb	0.17593	0.46075	rgb(222,129,130)	1.5754	2,2
Klf12	Neu3	0.17591	0.44343	rgb(222,132,133)	1.5754	2,2
Insm1	Larp1b	-0.17589	-0.40265	rgb(130,164,232)	1.3942	2,2
Irf4	Cyth4	-0.17589	-0.29766	rgb(152,178,228)	1.3942	2,2
Zbtb7a	Zswim4	0.17586	0.53313	rgb(223,115,116)	1.5754	2,2
Etv5	Lamc3	0.17586	0.43017	rgb(222,135,136)	1.5754	2,2
Arnt2	S100a13	-0.17585	-0.25688	rgb(161,183,227)	1.3942	2,2
Zfp263	Fundc2	0.17584	0.34659	rgb(221,151,151)	1.5754	2,2
Dpf1	Plekhf1	0.17583	0.47401	rgb(222,126,127)	1.5754	2,2
Zfp280b	Adam10	0.17582	0.4791	rgb(222,125,126)	1.5754	2,2
Cic	Ctnna1	0.17582	0.36086	rgb(221,148,149)	1.5754	2,2
Aebp1	Usp54	0.17582	0.34353	rgb(221,151,152)	1.5754	2,2
Zbtb7a	Zhx3	0.1758	0.61366	rgb(224,100,101)	1.5754	2,2
Fosl1	Fam49b	0.1758	0.59225	rgb(224,104,105)	1.5754	2,2
Rreb1	Ttll10	0.1758	0.6422	rgb(224, 94, 96)	1.5754	2,2
St18	Slc26a9	0.17578	0.58308	rgb(223,106,107)	1.5754	2,2
Sp3	Ccng2	0.17577	0.30275	rgb(220,159,160)	1.5753	2,2
Msx2	Ndst1	0.17575	0.55454	rgb(223,111,112)	1.5753	2,2
Bcl11b	Oxct1	0.17571	0.38838	rgb(221,143,144)	1.5753	2,2
Zeb1	Hist2h4	0.17568	0.38736	rgb(221,143,144)	1.5753	2,2
Rela	Asap1	0.17564	0.42406	rgb(222,136,137)	1.5753	2,2
Tcf7l2	C2cd3	0.17562	0.46687	rgb(222,128,129)	1.5753	2,2
Prdm2	Sfrp2	0.17561	0.41182	rgb(222,138,139)	1.5753	2,2
Lhx5	B3gnt5	-0.1756	-0.34149	rgb(143,172,230)	1.3943	2,2
Foxf2	Fzd5	0.1756	0.66871	rgb(224, 89, 91)	1.5753	2,2
Litaf	Fasl	0.17559	0.47706	rgb(222,126,127)	1.5753	2,2
Prrx1	Raph1	0.17556	0.41081	rgb(222,139,139)	1.5752	2,2
Klf7	Pls1	0.17554	0.48318	rgb(222,125,126)	1.5752	2,2
Dmtf1	Dusp9	-0.17553	-0.48114	rgb(113,153,235)	1.3944	2,2
Mafg	Flna	-0.17552	-0.33231	rgb(145,173,230)	1.3944	2,2
Zeb1	Ergic1	0.17552	0.39857	rgb(221,141,142)	1.5752	2,2
Ski	Itm2a	-0.17551	-0.33231	rgb(145,173,230)	1.3944	2,2
Pparg	Sdcbp2	-0.1755	-0.5158	rgb(105,149,237)	1.3944	2,2
Foxn2	Amigo2	0.17541	0.51784	rgb(223,118,119)	1.5752	2,2
Gabpa	Rab4b	-0.17539	-0.44852	rgb(120,158,234)	1.3944	2,2
Zscan29	Qars	-0.17539	-0.45362	rgb(119,157,234)	1.3944	2,2
Hif1a	Stc1	0.17536	0.50663	rgb(223,120,121)	1.5751	2,2
Zfhx3	Zc3h7b	0.17535	0.48114	rgb(222,125,126)	1.5751	2,2
Cebpb	Inhba	0.17533	0.59939	rgb(224,103,104)	1.5751	2,2
Creb3l2	Vdac1	0.17531	0.50459	rgb(223,121,122)	1.5751	2,2
Irf4	Npas2	-0.17528	-0.60652	rgb( 85,137,240)	1.3945	2,2
Atf5	Adrb2	-0.17527	-0.33129	rgb(145,173,230)	1.3945	2,2
Zeb2	Metrnl	0.17526	0.41692	rgb(222,137,138)	1.5751	2,2
Klf5	Hbs1l	-0.17526	-0.65647	rgb( 75,130,242)	1.3945	2,2
Zfp263	Mlf1	0.17525	0.45872	rgb(222,129,130)	1.5751	2,2
Skil	Olfm1	-0.17525	-0.64526	rgb( 77,132,242)	1.3945	2,2
Foxj1	Tnfaip8	0.1752	0.55657	rgb(223,111,112)	1.5751	2,2
Ets1	2810429I04Rik	0.1752	0.53109	rgb(223,116,117)	1.5751	2,2
Sp6	Gria3	0.17519	0.3527	rgb(221,150,150)	1.575	2,2
Trp53	Rpa2	0.17518	0.27421	rgb(220,165,165)	1.575	2,2
Jazf1	Epb4.1l5	0.17518	0.46891	rgb(222,127,128)	1.575	2,2
Zfp827	Il21	-0.17517	-0.43629	rgb(122,159,234)	1.3945	2,2
Zfp277	Notch2	-0.17516	-0.56677	rgb( 94,142,239)	1.3945	2,2
Zfp580	Syce2	0.17516	0.38022	rgb(221,144,145)	1.575	2,2
Zeb2	Ccrl2	0.17516	0.44037	rgb(222,133,134)	1.575	2,2
Zfp219	Cxcr4	0.17507	0.41182	rgb(222,138,139)	1.575	2,2
Nr2f1	Ldlrap1	-0.17502	-0.32314	rgb(147,174,229)	1.3946	2,2
Sp2	Ocln	0.17501	0.50153	rgb(223,121,122)	1.575	2,2
Zfp644	Zfp580	-0.175	-0.39959	rgb(130,164,232)	1.3946	2,2
Hif1a	Dntt	0.175	0.52599	rgb(223,117,118)	1.5749	2,2
Foxj1	Map3k14	-0.17499	-0.5158	rgb(105,149,237)	1.3946	2,2
Spib	Tmem229b	0.17496	0.42813	rgb(222,135,136)	1.5749	2,2
Hey1	Rpl24	-0.17492	-0.40265	rgb(130,164,232)	1.3947	2,2
Hoxd11	Papolg	0.17491	0.41692	rgb(222,137,138)	1.5749	2,2
Zfp146	Ccdc134	0.17491	0.35576	rgb(221,149,150)	1.5749	2,2
Batf	Sox5	0.1749	0.39144	rgb(221,142,143)	1.5749	2,2
Zfp945	Rasgef1a	0.1749	0.36697	rgb(221,147,148)	1.5749	2,2
Epas1	Lst1	-0.1749	-0.41386	rgb(127,162,233)	1.3947	2,2
Snai3	Slc1a2	-0.17488	-0.48012	rgb(113,154,235)	1.3947	2,2
Batf	Wdr47	0.17487	0.51172	rgb(223,119,120)	1.5749	2,2
Zfhx2	Tmem125	0.17486	0.31498	rgb(220,157,157)	1.5749	2,2
Pou6f1	Marveld1	0.17484	0.28848	rgb(220,162,162)	1.5749	2,2
Egr1	Dhcr7	0.17482	0.3945	rgb(221,142,142)	1.5749	2,2
Zfp397	Myadm	-0.17478	-0.61162	rgb( 84,136,240)	1.3947	2,2
Nfkb1	Tprkb	-0.17477	-0.46483	rgb(116,156,235)	1.3947	2,2
Zfhx2	Dlc1	-0.17473	-0.41386	rgb(127,162,233)	1.3948	2,2
Irf1	Ptprf	-0.17471	-0.50255	rgb(108,151,236)	1.3948	2,2
Zbtb1	Ccdc24	-0.17471	-0.56371	rgb( 95,143,238)	1.3948	2,2
Nfat5	Slc13a3	0.17471	0.49134	rgb(222,123,124)	1.5748	2,2
Twist1	Rabggta	0.17471	0.60143	rgb(224,102,103)	1.5748	2,2
Fosl2	Zfp239	-0.17471	-0.43731	rgb(122,159,234)	1.3948	2,2
Foxp3	4930481A15Rik	0.1747	0.4261	rgb(222,136,136)	1.5748	2,2
Ascl4	Aard	0.17468	0.60143	rgb(224,102,103)	1.5748	2,2
Bcl11b	Syde2	-0.17468	-0.52294	rgb(104,148,237)	1.3948	2,2
Runx2	Il10ra	0.17466	0.58206	rgb(223,106,107)	1.5748	2,2
Nkx1-2	Rasgrp4	0.17466	0.57594	rgb(223,107,108)	1.5748	2,2
Stat4	Ccr5	0.17466	0.50561	rgb(223,120,121)	1.5748	2,2
Zfx	Tpd52	-0.17466	-0.38022	rgb(134,167,231)	1.3948	2,2
Sp7_Sp8...	Fbxo2	0.17464	0.55963	rgb(223,110,111)	1.5748	2,2
Trps1	Trove2	0.17458	0.421	rgb(222,137,137)	1.5747	2,2
Fos	Ctsb	0.17457	0.47706	rgb(222,126,127)	1.5747	2,2
Lyl1	Rab19	0.17456	0.37615	rgb(221,145,146)	1.5747	2,2
Zfp184	Cd101	-0.17455	-0.51682	rgb(105,149,237)	1.3949	2,2
Zhx2	Tspan6	-0.17455	-0.48522	rgb(112,153,235)	1.3949	2,2
Egr2	Dzip1	0.17454	0.59837	rgb(224,103,104)	1.5747	2,2
Gata1	Notch2	-0.17452	-0.58206	rgb( 91,140,239)	1.3949	2,2
Zfp281	Stx7	-0.17452	-0.26504	rgb(159,182,227)	1.3949	2,2
Tcf12	Spry1	-0.17452	-0.44852	rgb(120,158,234)	1.3949	2,2
Arid5a	Cep76	0.17451	0.39857	rgb(221,141,142)	1.5747	2,2
Irf2	Ms4a4c	0.17445	0.3262	rgb(221,155,155)	1.5747	2,2
Zfp629	Dlst	-0.17445	-0.51172	rgb(106,149,236)	1.3949	2,2
Plscr1	Proz	-0.17444	-0.40163	rgb(130,164,232)	1.3949	2,2
Sox4	Gpr157	0.17439	0.43833	rgb(222,133,134)	1.5746	2,2
Klf7	Mbtd1	-0.17438	-0.48216	rgb(112,153,235)	1.3949	2,2
Erg	Znhit6	-0.17434	-0.29969	rgb(152,177,228)	1.395	2,2
Ppara	Tnfrsf21	-0.17429	-0.44343	rgb(121,158,234)	1.395	2,2
Foxo3	Prr5l	0.17428	0.59735	rgb(224,103,104)	1.5746	2,2
Zufsp	Slfn4	0.17426	0.50663	rgb(223,120,121)	1.5746	2,2
Batf3	Pak1	0.17422	0.40979	rgb(222,139,140)	1.5745	2,2
Zfp281	Wdr81	0.17419	0.36901	rgb(221,147,147)	1.5745	2,2
Zfp651	Ercc5	0.17418	0.56881	rgb(223,108,109)	1.5745	2,2
Sox5	Frmd4b	-0.17417	-0.48522	rgb(112,153,235)	1.3951	2,2
Gata1	B430306N03Rik	0.17414	0.58206	rgb(223,106,107)	1.5745	2,2
Tef	Pde7a	0.17413	0.55454	rgb(223,111,112)	1.5745	2,2
Fosl2	Rab39	-0.17411	-0.49032	rgb(111,152,236)	1.3951	2,2
Zfhx3	Wnt3	0.17411	0.34964	rgb(221,150,151)	1.5745	2,2
Myc	Pla1a	0.1741	0.53109	rgb(223,116,117)	1.5745	2,2
Ar	Snap25	0.17409	0.45973	rgb(222,129,130)	1.5745	2,2
Batf3	Akr1b8	0.17409	0.32926	rgb(221,154,155)	1.5745	2,2
Nr3c1	Cdadc1	0.17409	0.56779	rgb(223,109,110)	1.5745	2,2
Foxn2	Zfp467	0.17405	0.45464	rgb(222,130,131)	1.5745	2,2
Mafb	Samsn1	-0.17404	-0.49949	rgb(109,151,236)	1.3951	2,2
Sp3	Radil	0.17404	0.5107	rgb(223,119,120)	1.5745	2,2
Zhx2	Max	0.17401	0.37411	rgb(221,146,146)	1.5744	2,2
Elk3	Edem1	0.17398	0.37819	rgb(221,145,146)	1.5744	2,2
Irf8	Gbp7	0.17398	0.38736	rgb(221,143,144)	1.5744	2,2
Tcf3	Arhgef10	0.17397	0.42304	rgb(222,136,137)	1.5744	2,2
Zfp809	Sfmbt1	0.17397	0.32722	rgb(221,155,155)	1.5744	2,2
Nr3c1	Cstf2t	0.17392	0.46483	rgb(222,128,129)	1.5744	2,2
Nr3c2	Rbfox2	0.17392	0.44852	rgb(222,131,132)	1.5744	2,2
Foxc1	Rab19	-0.17392	-0.4475	rgb(120,158,234)	1.3952	2,2
Cebpg	Rora	0.17391	0.44139	rgb(222,133,134)	1.5744	2,2
Klf4	Plekha1	-0.1739	-0.54128	rgb(100,146,238)	1.3952	2,2
Sp4	Phospho1	0.17388	0.45566	rgb(222,130,131)	1.5744	2,2
Irf9	Tapbp	0.17386	0.40163	rgb(221,140,141)	1.5744	2,2
Nfkb1	Tnfrsf25	0.17385	0.27829	rgb(220,164,164)	1.5744	2,2
Hsf4	Jmjd6	0.17385	0.31295	rgb(220,157,158)	1.5744	2,2
Erg	Fxyd7	0.17383	0.41182	rgb(222,138,139)	1.5743	2,2
Elk4	Xpnpep1	-0.17383	-0.54944	rgb( 98,144,238)	1.3952	2,2
Rreb1	Zhx2	0.17381	0.44852	rgb(222,131,132)	1.5743	2,2
Zfp292	Fkbp11	-0.17379	-0.51478	rgb(105,149,237)	1.3952	2,2
Zfx	Prkd3	0.17378	0.5739	rgb(223,107,109)	1.5743	2,2
Stat4	Fam49b	0.17377	0.59021	rgb(223,104,105)	1.5743	2,2
Fosl2	Gramd1b	-0.17377	-0.62691	rgb( 81,134,241)	1.3953	2,2
Nfatc4	Ramp3	0.17376	0.39551	rgb(221,141,142)	1.5743	2,2
Lhx5	Col15a1	0.17375	0.4577	rgb(222,130,130)	1.5743	2,2
Hmg20b	F730043M19Rik	-0.1737	-0.4159	rgb(127,162,233)	1.3953	2,2
Dpf1	Arhgdig	0.17367	0.45668	rgb(222,130,131)	1.5743	2,2
Satb1	Phldb1	-0.17366	-0.4261	rgb(125,161,233)	1.3953	2,2
Tal2	Acsl5	0.17365	0.52396	rgb(223,117,118)	1.5743	2,2
