TF	Target	confidence	rank	stroke	stroke-width	stroke-dasharray
Klf13	Qrich1	-0.30808	-0.58621	rgb( 90,140,239)	1.3331	2,2
Rxra	Nme4	0.30799	0.7069	rgb(225, 82, 83)	1.6472	2,2
Casz1	Adam10	-0.30787	-0.51724	rgb(105,149,237)	1.3332	2,2
Myc	Flt3l	-0.30784	-0.51724	rgb(105,149,237)	1.3332	2,2
Akna	Rnf130	-0.30782	-0.51724	rgb(105,149,237)	1.3332	2,2
Foxp3	Tbxa2r	0.30782	0.63793	rgb(224, 95, 96)	1.6471	2,2
Fos	Perp	0.30782	0.56897	rgb(223,108,109)	1.6471	2,2
Tet3	Gnb5	-0.3077	-0.31034	rgb(150,176,229)	1.3333	2,2
Klf3	Gpr146	0.30764	0.58621	rgb(223,105,106)	1.647	2,2
Hey1	Syce2	-0.30755	-0.53448	rgb(101,146,237)	1.3333	2,2
Zfp281	Ccdc92	0.30741	0.75862	rgb(225, 72, 74)	1.6469	2,2
Jun	Erc1	0.30724	0.63793	rgb(224, 95, 96)	1.6468	2,2
Nhlh1	Sms	-0.30719	-0.58621	rgb( 90,140,239)	1.3335	2,2
Jund	Ddx51	-0.30709	-0.41379	rgb(127,162,233)	1.3336	2,2
Egr2	Sema4f	0.30682	0.56897	rgb(223,108,109)	1.6466	2,2
Glis1	Gabbr1	0.30674	0.37931	rgb(221,145,145)	1.6465	2,2
Eea1	Anapc1	0.30669	0.39655	rgb(221,141,142)	1.6465	2,2
Crem	Wdr82	0.30669	0.77586	rgb(226, 69, 70)	1.6465	2,2
Tal2	Nppc	0.30666	0.55172	rgb(223,112,113)	1.6465	2,2
Skil	Exo1	-0.30663	-0.39655	rgb(131,165,232)	1.3338	2,2
Thap1	Tmem71	-0.30663	-0.60345	rgb( 86,137,240)	1.3338	2,2
Zfp414	BC021614	0.30656	0.68966	rgb(225, 85, 87)	1.6464	2,2
Fosl2	Ldlrap1	0.30655	0.63793	rgb(224, 95, 96)	1.6464	2,2
Tcf7l1	Pim1	-0.30652	-0.56897	rgb( 94,142,239)	1.3339	2,2
Zfp318	Calcrl	-0.3064	-0.84483	rgb( 34,105,249)	1.3339	2,2
Foxc1	Gimap7	-0.30636	-0.63793	rgb( 79,133,241)	1.3339	2,2
Nfia	Il3	0.30607	0.56897	rgb(223,108,109)	1.6462	2,2
Foxj1	Mllt6	-0.30605	-0.60345	rgb( 86,137,240)	1.3341	2,2
Zfp945	Nlgn2	-0.30604	-0.48276	rgb(112,153,235)	1.3341	2,2
Pou6f1	Rnf181	0.30586	0.55172	rgb(223,112,113)	1.6461	2,2
Nfkb1	Rhbdf1	0.30586	0.56897	rgb(223,108,109)	1.6461	2,2
Zfp120	Ormdl1	0.30577	0.60345	rgb(224,102,103)	1.646	2,2
Drap1	Sepw1	0.30575	0.44828	rgb(222,131,132)	1.646	2,2
Foxp3	Vamp4	0.30562	0.48276	rgb(222,125,126)	1.646	2,2
Sall4	Ninj1	0.30537	0.51724	rgb(223,118,119)	1.6458	2,2
Egr2	Dzip1	0.30532	0.7931	rgb(226, 66, 67)	1.6458	2,2
Zfp101	Ptp4a3	-0.30529	-0.60345	rgb( 86,137,240)	1.3345	2,2
Patz1	Ndrg2	-0.30526	-0.24138	rgb(165,185,226)	1.3345	2,2
Stat4	Il24	0.30523	0.46552	rgb(222,128,129)	1.6458	2,2
Cux1	Rdh11	0.3051	0.7069	rgb(225, 82, 83)	1.6457	2,2
Gata1	Snx19	-0.30496	-0.48276	rgb(112,153,235)	1.3347	2,2
Stat3	Ctla4	0.30496	0.53448	rgb(223,115,116)	1.6456	2,2
Nr4a2	Il12rb1	-0.30491	-0.48276	rgb(112,153,235)	1.3347	2,2
Klf13	Tbxa2r	0.30486	0.63793	rgb(224, 95, 96)	1.6456	2,2
Zfp414	Rab4b	0.30479	0.86207	rgb(226, 52, 54)	1.6455	2,2
Ski	Ctsw	0.30477	0.65517	rgb(224, 92, 93)	1.6455	2,2
Zfx	Serpinf1	-0.3047	-0.56897	rgb( 94,142,239)	1.3348	2,2
Zfp276	Clybl	-0.30458	-0.34483	rgb(142,171,230)	1.3348	2,2
Trp53	Wipf1	-0.30453	-0.81034	rgb( 41,110,248)	1.3349	2,2
Foxp4	Smpd4	0.30443	0.44828	rgb(222,131,132)	1.6454	2,2
Zfp202	Sertad3	0.3044	0.5	rgb(223,122,123)	1.6453	2,2
Sp5_Sp6	Sec24d	0.30431	0.58621	rgb(223,105,106)	1.6453	2,2
Rorc	Chic2	-0.30431	-0.7069	rgb( 64,124,244)	1.335	2,2
Hey1	Pknox1	0.30424	0.58621	rgb(223,105,106)	1.6453	2,2
Vdr	Furin	0.30422	0.34483	rgb(221,151,152)	1.6452	2,2
Sall4	Fes	0.30416	0.60345	rgb(224,102,103)	1.6452	2,2
Atmin	Egr2	-0.30414	-0.62069	rgb( 82,135,241)	1.3351	2,2
Rest	Epc1	-0.30409	-0.63793	rgb( 79,133,241)	1.3351	2,2
Gli3	Plscr3	0.30407	0.60345	rgb(224,102,103)	1.6452	2,2
Egr1	Fbxw2	-0.30405	-0.7931	rgb( 45,112,247)	1.3351	2,2
Foxp1	Bzw2	0.30403	0.60345	rgb(224,102,103)	1.6452	2,2
Foxf2	Tmem71	0.30392	0.58621	rgb(223,105,106)	1.6451	2,2
Irf1	Npc2	0.3038	0.48276	rgb(222,125,126)	1.645	2,2
Irf8	Acy1	-0.30369	-0.55172	rgb( 97,144,238)	1.3353	2,2
Zfp629	Ubiad1	-0.30361	-0.7069	rgb( 64,124,244)	1.3353	None
Ncoa3	Itpr3	0.3036	0.34483	rgb(221,151,152)	1.6449	2,2
Foxc1	Anxa2	-0.30341	-0.5	rgb(109,151,236)	1.3354	2,2
Bcl6	Tmem176b	0.30331	0.62069	rgb(224, 98,100)	1.6448	2,2
Trerf1	Kifc3	0.30331	0.7069	rgb(225, 82, 83)	1.6448	2,2
Sp3	Pcbp4	0.30324	0.56897	rgb(223,108,109)	1.6448	2,2
Tef	Pcbp4	0.30319	0.56897	rgb(223,108,109)	1.6447	2,2
Cebpg	Arhgap12	0.30317	0.67241	rgb(224, 89, 90)	1.6447	2,2
Zfp511	Cep68	-0.30312	-0.7069	rgb( 64,124,244)	1.3356	2,2
E2f1	Eef1a1	-0.30312	-0.75862	rgb( 52,117,246)	1.3356	2,2
Zfp467	Ikzf4	0.30306	0.5	rgb(223,122,123)	1.6447	2,2
Meis2	Pkp4	0.30297	0.39655	rgb(221,141,142)	1.6446	2,2
Egr2	Acp5	0.30291	0.67241	rgb(224, 89, 90)	1.6446	2,2
Zbtb7b	Son	0.30288	0.48276	rgb(222,125,126)	1.6446	2,2
Foxn2	Trat1	0.30283	0.7069	rgb(225, 82, 83)	1.6445	2,2
Zfp787	Plekhf2	-0.30282	-0.53448	rgb(101,146,237)	1.3357	2,2
Tet1	Rraga	-0.30253	-0.55172	rgb( 97,144,238)	1.3359	2,2
Zfp653	Ddx51	0.30244	0.43103	rgb(222,135,136)	1.6443	2,2
Stat4	Ddr1	0.30243	0.44828	rgb(222,131,132)	1.6443	2,2
Zfp362	Gem	-0.30239	-0.48276	rgb(112,153,235)	1.336	2,2
Lhx6	Capg	0.30233	0.68966	rgb(225, 85, 87)	1.6443	2,2
Zfp263	Ndrg2	0.30224	0.25862	rgb(220,168,168)	1.6442	2,2
Ets1	Nfat5	0.30214	0.81034	rgb(226, 62, 64)	1.6442	2,2
Fbxl19	Cln5	-0.30201	-0.53448	rgb(101,146,237)	1.3362	2,2
Sox15	Ccdc50	0.30194	0.44828	rgb(222,131,132)	1.6441	2,2
Litaf	Inpp1	0.30184	0.46552	rgb(222,128,129)	1.644	2,2
Etv6	Naca	0.30167	0.63793	rgb(224, 95, 96)	1.6439	2,2
Zfp385a	Gtse1	0.30163	0.55172	rgb(223,112,113)	1.6439	2,2
Plagl2	Cd96	0.30157	0.60345	rgb(224,102,103)	1.6439	2,2
Klf7	Surf4	0.30138	0.44828	rgb(222,131,132)	1.6438	2,2
Zfp827	Tcf12	0.30134	0.63793	rgb(224, 95, 96)	1.6438	2,2
Nfat5	Mmd	0.30121	0.63793	rgb(224, 95, 96)	1.6437	2,2
Zfp263	Kif3a	0.30113	0.48276	rgb(222,125,126)	1.6437	2,2
Hmg20b	Ivd	0.30102	0.7931	rgb(226, 66, 67)	1.6436	2,2
Nfatc2	Stat5b	-0.30097	-0.56897	rgb( 94,142,239)	1.3367	2,2
Dpf1	Arhgdig	0.30094	0.65517	rgb(224, 92, 93)	1.6436	2,2
Zscan22	Mmachc	0.30092	0.55172	rgb(223,112,113)	1.6436	2,2
Foxa1	Ppp3cc	0.30087	0.65517	rgb(224, 92, 93)	1.6435	2,2
Sp7_Sp8...	Cnn2	-0.30086	-0.56897	rgb( 94,142,239)	1.3367	2,2
Isl2	Fbxo18	0.30084	0.37931	rgb(221,145,145)	1.6435	2,2
Zfhx3	Ptpn2	-0.30074	-0.72414	rgb( 60,121,245)	1.3368	2,2
Sp6	Nsf	-0.30074	-0.39655	rgb(131,165,232)	1.3368	2,2
Zfp385a	Ccng1	0.30069	0.34483	rgb(221,151,152)	1.6435	2,2
Etv5	Ndst1	0.30057	0.74138	rgb(225, 75, 77)	1.6434	2,2
Batf	Klf2	-0.30052	-0.62069	rgb( 82,135,241)	1.3369	2,2
Runx3	Trim12a	0.30046	0.53448	rgb(223,115,116)	1.6433	2,2
Six4	Ramp3	-0.30045	-0.56897	rgb( 94,142,239)	1.3369	2,2
Tcf4	Fam83g	0.3004	0.62069	rgb(224, 98,100)	1.6433	2,2
Nkx3-1	Ccl20	0.30037	0.74138	rgb(225, 75, 77)	1.6433	2,2
Etv2	Txndc17	0.30027	0.2931	rgb(220,161,162)	1.6432	2,2
Foxc1	Ifi27l2a	-0.30022	-0.39655	rgb(131,165,232)	1.3371	2,2
Ascl2	Vamp4	-0.30017	-0.56897	rgb( 94,142,239)	1.3371	2,2
Zfp148	Itgb1	-0.30003	-0.7069	rgb( 64,124,244)	1.3372	2,2
Sox21	Serpinb6b	-0.3	-0.60345	rgb( 86,137,240)	1.3372	2,2
Rela	Gypc	0.29999	0.65517	rgb(224, 92, 93)	1.6431	2,2
Zfp280b	Myo18a	0.29995	0.60345	rgb(224,102,103)	1.6431	2,2
Sox12	Pkp3	0.29981	0.44828	rgb(222,131,132)	1.643	2,2
Tbx21	Gem	0.29981	0.48276	rgb(222,125,126)	1.643	2,2
Zfp148	Parp6	0.29977	0.58621	rgb(223,105,106)	1.643	2,2
Ncoa2	Rnf181	-0.29975	-0.53448	rgb(101,146,237)	1.3373	2,2
Ets1	Rab4b	-0.29972	-0.87931	rgb( 26,101,250)	1.3373	2,2
Irf7	Clic4	0.29967	0.51724	rgb(223,118,119)	1.6429	2,2
Jdp2	St7	0.29967	0.55172	rgb(223,112,113)	1.6429	2,2
Esrra	Satb1	-0.29964	-0.87931	rgb( 26,101,250)	1.3374	2,2
Zfp407	Mpdu1	-0.29962	-0.56897	rgb( 94,142,239)	1.3374	2,2
Ebf1	Adam9	-0.29958	-0.46552	rgb(116,156,235)	1.3374	2,2
Ikzf5	Ncs1	0.29957	0.65517	rgb(224, 92, 93)	1.6429	2,2
Esr1	Mgst3	0.29952	0.39655	rgb(221,141,142)	1.6429	2,2
Nfat5	Pde7a	0.2995	0.56897	rgb(223,108,109)	1.6428	2,2
Zfp827	Gne	0.29937	0.55172	rgb(223,112,113)	1.6428	2,2
Zbtb33	Lrrfip1	0.29926	0.55172	rgb(223,112,113)	1.6427	2,2
Pou2f2	Ms4a6c	0.29924	0.62069	rgb(224, 98,100)	1.6427	2,2
Zfp516	Kctd14	-0.29911	-0.56897	rgb( 94,142,239)	1.3376	2,2
Bcl6	Enah	0.29909	0.5	rgb(223,122,123)	1.6426	2,2
Srebf1	Stx7	0.29904	0.56897	rgb(223,108,109)	1.6426	2,2
Rreb1	Exosc8	-0.29896	-0.53448	rgb(101,146,237)	1.3377	2,2
Nr3c1	Sema4a	-0.29888	-0.56897	rgb( 94,142,239)	1.3378	2,2
E2f1	Atad2b	0.29887	0.58621	rgb(223,105,106)	1.6425	2,2
Phf1	F2rl1	0.29878	0.56897	rgb(223,108,109)	1.6425	2,2
Nr3c1	Acss1	-0.29876	-0.53448	rgb(101,146,237)	1.3378	2,2
Phf20	Ttbk2	0.29873	0.43103	rgb(222,135,136)	1.6424	2,2
Zfp426	Ikzf4	-0.29871	-0.48276	rgb(112,153,235)	1.3378	2,2
Irf4	Rel	0.2987	0.46552	rgb(222,128,129)	1.6424	2,2
Stat1	Lsp1	-0.29868	-0.60345	rgb( 86,137,240)	1.3379	2,2
Fosl2	Cxcr6	0.29861	0.72414	rgb(225, 79, 80)	1.6424	2,2
Crem	Vps37b	0.2986	0.48276	rgb(222,125,126)	1.6424	2,2
Trp53	Acad8	0.29846	0.58621	rgb(223,105,106)	1.6423	2,2
Nfatc2	Rxra	0.29843	0.62069	rgb(224, 98,100)	1.6423	None
Ahr	Cln5	0.29835	0.51724	rgb(223,118,119)	1.6423	2,2
Zic2	Gmfg	-0.29821	-0.56897	rgb( 94,142,239)	1.3381	2,2
Sp5_Sp6	Qars	0.29821	0.74138	rgb(225, 75, 77)	1.6422	2,2
Zkscan1	Tnfrsf12a	-0.29813	-0.74138	rgb( 56,119,245)	1.3381	2,2
Ncoa1	Lrba	0.29808	0.55172	rgb(223,112,113)	1.6421	2,2
Nr4a2	Rassf3	0.29804	0.58621	rgb(223,105,106)	1.6421	2,2
Klf9	Pknox1	0.29802	0.56897	rgb(223,108,109)	1.6421	2,2
Rreb1	Etv6	-0.29801	-0.60345	rgb( 86,137,240)	1.3382	2,2
Klf5	Usp22	0.29797	0.51724	rgb(223,118,119)	1.6421	2,2
Vdr	Rara	0.29792	0.44828	rgb(222,131,132)	1.642	2,2
Rreb1	Isg20	0.29791	0.58621	rgb(223,105,106)	1.642	2,2
Sp2	Ivd	0.29786	0.7931	rgb(226, 66, 67)	1.642	2,2
Zfx	Anxa4	-0.29782	-0.56897	rgb( 94,142,239)	1.3383	2,2
Sp7_Sp8...	Ulk2	-0.2978	-0.46552	rgb(116,156,235)	1.3383	2,2
Sox4	Ptbp2	0.29778	0.58621	rgb(223,105,106)	1.642	2,2
Fosl2	Znrf1	0.29772	0.51724	rgb(223,118,119)	1.6419	2,2
Stat4	Tcf12	-0.29763	-0.60345	rgb( 86,137,240)	1.3384	2,2
Fosl1	Lsp1	-0.2976	-0.51724	rgb(105,149,237)	1.3384	2,2
Ikzf3	Stk39	-0.29757	-0.74138	rgb( 56,119,245)	1.3384	2,2
Sox5	Sec14l1	-0.29756	-0.48276	rgb(112,153,235)	1.3384	2,2
Zfp318	Lime1	-0.29755	-0.65517	rgb( 75,131,242)	1.3384	2,2
Tcf7l2	Cmah	0.29753	0.72414	rgb(225, 79, 80)	1.6418	2,2
Zfp956	Ikbke	0.29743	0.65517	rgb(224, 92, 93)	1.6418	2,2
Hic1	Ttbk2	-0.29729	-0.43103	rgb(123,160,233)	1.3386	2,2
Tcf7l2	Anapc1	0.29717	0.41379	rgb(222,138,139)	1.6417	2,2
Nfkb2	Lif	0.29714	0.75862	rgb(225, 72, 74)	1.6416	2,2
Klf7	Stat2	0.2971	0.43103	rgb(222,135,136)	1.6416	2,2
Zfp704	Trp53i13	-0.29705	-0.5	rgb(109,151,236)	1.3387	2,2
Vax2	Perp	0.29703	0.62069	rgb(224, 98,100)	1.6416	2,2
Mxi1	Ypel5	-0.29696	-0.41379	rgb(127,162,233)	1.3387	2,2
Sox4	Jak3	-0.29688	-0.51724	rgb(105,149,237)	1.3388	2,2
Zfp296	Ecd	0.29682	0.37931	rgb(221,145,145)	1.6415	2,2
Nr1d1	Il1r1	0.29665	0.43103	rgb(222,135,136)	1.6414	2,2
Sp5_Sp6	Rpn1	0.29663	0.65517	rgb(224, 92, 93)	1.6414	2,2
Ahr	Eef1a1	0.29659	0.74138	rgb(225, 75, 77)	1.6414	2,2
Plscr1	Arhgdig	0.29654	0.60345	rgb(224,102,103)	1.6413	2,2
Ncoa1	Cmtm7	-0.29653	-0.7069	rgb( 64,124,244)	1.3389	2,2
Rreb1	Tnfsf8	0.29653	0.39655	rgb(221,141,142)	1.6413	2,2
Nr1d1	Xrcc5	-0.29638	-0.60345	rgb( 86,137,240)	1.339	2,2
Klf7	Hook2	0.2963	0.48276	rgb(222,125,126)	1.6412	2,2
Irf7	Cog6	0.29622	0.68966	rgb(225, 85, 87)	1.6412	2,2
Foxo3	Utf1	-0.29618	-0.60345	rgb( 86,137,240)	1.3391	2,2
Zfp609	Sema4a	-0.29615	-0.55172	rgb( 97,144,238)	1.3391	2,2
Zbtb7b	Nfkbia	-0.29613	-0.65517	rgb( 75,131,242)	1.3392	2,2
Klf7	Tulp3	0.29611	0.5	rgb(223,122,123)	1.6411	2,2
Ebf1	Txndc17	-0.29599	-0.27586	rgb(157,181,227)	1.3392	2,2
Zfp467	Egr3	0.29595	0.67241	rgb(224, 89, 90)	1.641	2,2
Meis3	Srpk1	-0.29592	-0.51724	rgb(105,149,237)	1.3393	2,2
Foxn2	Slc39a1	-0.29582	-0.72414	rgb( 60,121,245)	1.3393	2,2
Creb1	Nek6	-0.29582	-0.5	rgb(109,151,236)	1.3393	2,2
Zfp580	Rpl36al	0.2958	0.53448	rgb(223,115,116)	1.641	2,2
Jdp2	Hif1a	-0.29574	-0.46552	rgb(116,156,235)	1.3394	2,2
Atf2	Tspyl4	0.29558	0.53448	rgb(223,115,116)	1.6408	2,2
Fli1	Zfp445	-0.29555	-0.41379	rgb(127,162,233)	1.3395	2,2
Zeb2	Zscan21	-0.29536	-0.43103	rgb(123,160,233)	1.3395	2,2
Csrnp1	Abca1	0.29536	0.84483	rgb(226, 56, 57)	1.6407	2,2
Rfx2	Fth1	-0.29526	-0.5	rgb(109,151,236)	1.3396	2,2
Rest	S100a6	0.29524	0.55172	rgb(223,112,113)	1.6407	2,2
Zfp362	Rreb1	0.29514	0.48276	rgb(222,125,126)	1.6406	2,2
Zfp281	Helb	0.29514	0.62069	rgb(224, 98,100)	1.6406	2,2
Zfp277	Cox17	0.29504	0.53448	rgb(223,115,116)	1.6406	2,2
Zfp148	Ifngr2	0.29502	0.87931	rgb(227, 49, 51)	1.6406	2,2
Stat3	Riok3	0.29498	0.44828	rgb(222,131,132)	1.6405	2,2
Elf1	Erc1	-0.29489	-0.46552	rgb(116,156,235)	1.3398	2,2
Nfe2	Opn3	-0.29486	-0.7069	rgb( 64,124,244)	1.3398	2,2
Skil	Kcnb1	-0.29472	-0.72414	rgb( 60,121,245)	1.3399	2,2
E2f1	Pigc	-0.29471	-0.58621	rgb( 90,140,239)	1.3399	2,2
Gabpa	Clk3	-0.29458	-0.75862	rgb( 52,117,246)	1.3399	2,2
Trps1	Myo6	-0.29456	-0.7931	rgb( 45,112,247)	1.34	2,2
Bhlhe40	Osbpl2	0.29447	0.60345	rgb(224,102,103)	1.6403	2,2
Zfp148	Arhgap17	0.29426	0.56897	rgb(223,108,109)	1.6402	2,2
Zfp827	Rhbdf1	0.29404	0.63793	rgb(224, 95, 96)	1.6401	2,2
Zfp148	Inpp5a	0.294	0.60345	rgb(224,102,103)	1.64	2,2
Tbx21	Rasgrp1	-0.29398	-0.48276	rgb(112,153,235)	1.3402	2,2
Gata1	Cd96	-0.29389	-0.62069	rgb( 82,135,241)	1.3403	2,2
Srf	Dclre1a	-0.29388	-0.5	rgb(109,151,236)	1.3403	2,2
Msx2	Furin	0.29365	0.37931	rgb(221,145,145)	1.6399	2,2
Myc	Wee1	0.29363	0.43103	rgb(222,135,136)	1.6399	2,2
Prox2	Dclre1a	0.29363	0.44828	rgb(222,131,132)	1.6398	2,2
Zbtb32	Ss18	-0.29361	-0.5	rgb(109,151,236)	1.3404	2,2
Erg	Tnip2	0.29361	0.31034	rgb(220,158,158)	1.6398	2,2
Nr4a3	Rasgrp2	-0.2936	-0.65517	rgb( 75,131,242)	1.3404	2,2
Zbtb33	Eif4e3	-0.29348	-0.62069	rgb( 82,135,241)	1.3405	2,2
Bcl6	Tle1	0.29345	0.7069	rgb(225, 82, 83)	1.6398	2,2
Nkx3-1	Slamf7	-0.29342	-0.89655	rgb( 22, 99,251)	1.3405	2,2
Eea1	Slc29a3	0.29336	0.5	rgb(223,122,123)	1.6397	2,2
Aebp2	Rora	0.29328	0.7069	rgb(225, 82, 83)	1.6397	2,2
Foxp3	Vamp2	0.29318	0.53448	rgb(223,115,116)	1.6396	2,2
Foxq1	Wdr81	-0.29309	-0.48276	rgb(112,153,235)	1.3407	2,2
Mxd1	Igfbp4	0.29308	0.41379	rgb(222,138,139)	1.6396	2,2
Fli1	Hmgcr	-0.29305	-0.53448	rgb(101,146,237)	1.3407	2,2
L3mbtl3	Akr1c12	0.29303	0.7931	rgb(226, 66, 67)	1.6395	2,2
Stat4	Pmepa1	0.29303	0.5	rgb(223,122,123)	1.6395	2,2
Rela	Cd81	0.29298	0.53448	rgb(223,115,116)	1.6395	2,2
Rbpj	Tox	0.29295	0.81034	rgb(226, 62, 64)	1.6395	2,2
Rag1	Tgfbr1	0.2927	0.41379	rgb(222,138,139)	1.6394	2,2
Prdm2	Slc35d1	0.29265	0.75862	rgb(225, 72, 74)	1.6393	2,2
Runx3	Sytl2	0.29254	0.53448	rgb(223,115,116)	1.6393	2,2
Fos	Ehd4	0.29252	0.67241	rgb(224, 89, 90)	1.6393	2,2
Hmg20b	Ubiad1	0.29249	0.7069	rgb(225, 82, 83)	1.6393	2,2
Ash1l	Snx10	-0.29247	-0.58621	rgb( 90,140,239)	1.341	2,2
Zbtb7b	Klf13	0.29239	0.65517	rgb(224, 92, 93)	1.6392	2,2
Lhx5	Prkch	-0.29239	-0.7069	rgb( 64,124,244)	1.3411	2,2
Klf7	Dctn4	0.29237	0.53448	rgb(223,115,116)	1.6392	2,2
Nhlh1	Tsc22d3	0.29214	0.37931	rgb(221,145,145)	1.6391	2,2
Zfp420	Ptbp2	0.29211	0.51724	rgb(223,118,119)	1.6391	2,2
Klf7	Acox1	0.29209	0.51724	rgb(223,118,119)	1.6391	None
Srebf1	Ppp3cc	0.29209	0.58621	rgb(223,105,106)	1.6391	2,2
Hif3a	Hmgcr	-0.29194	-0.56897	rgb( 94,142,239)	1.3413	2,2
Fosl1	Rnh1	0.29185	0.74138	rgb(225, 75, 77)	1.6389	2,2
Zeb1	App	0.29184	0.7931	rgb(226, 66, 67)	1.6389	2,2
Rreb1	Kctd12	0.2918	0.5	rgb(223,122,123)	1.6389	2,2
Zfp280b	Lpxn	-0.29178	-0.44828	rgb(120,158,234)	1.3414	2,2
Mxi1	Crem	-0.2917	-0.55172	rgb( 97,144,238)	1.3414	2,2
Dach2	Serpinf1	0.29167	0.46552	rgb(222,128,129)	1.6389	2,2
Klf13	Sertad3	0.29152	0.48276	rgb(222,125,126)	1.6388	2,2
Zscan10	Acox1	-0.29149	-0.48276	rgb(112,153,235)	1.3415	2,2
Hmg20b	Snx9	0.29138	0.62069	rgb(224, 98,100)	1.6387	None
Zfp536	Ppp1cc	-0.29131	-0.75862	rgb( 52,117,246)	1.3416	2,2
Zfp202	Gpr146	0.29121	0.51724	rgb(223,118,119)	1.6386	2,2
E2f4	Lrrc59	0.29115	0.48276	rgb(222,125,126)	1.6386	2,2
Zfp59	Rexo4	0.29109	0.51724	rgb(223,118,119)	1.6386	2,2
Egr4	Cox7a2l	-0.29104	-0.5	rgb(109,151,236)	1.3417	2,2
Stat3	Sla2	-0.29103	-0.74138	rgb( 56,119,245)	1.3418	2,2
Zic2	Rel	0.29098	0.46552	rgb(222,128,129)	1.6385	2,2
Dr1	Rnf181	-0.29097	-0.43103	rgb(123,160,233)	1.3418	2,2
Zfp148	Acin1	0.29095	0.5	rgb(223,122,123)	1.6385	2,2
Rfx2	Hmgcr	0.29092	0.56897	rgb(223,108,109)	1.6385	2,2
Irf9	Cyth1	0.29087	0.72414	rgb(225, 79, 80)	1.6384	2,2
Esrra	Tnfrsf21	0.2907	0.5	rgb(223,122,123)	1.6384	2,2
Zfp219	Emp3	-0.2907	-0.75862	rgb( 52,117,246)	1.3419	2,2
Tcf7l2	Qser1	0.29069	0.65517	rgb(224, 92, 93)	1.6384	2,2
Nfatc2	Acsl6	0.29067	0.53448	rgb(223,115,116)	1.6383	2,2
Stat1	Flot2	0.29049	0.37931	rgb(221,145,145)	1.6382	2,2
Tmf1	Pik3ca	0.29049	0.48276	rgb(222,125,126)	1.6382	2,2
Prox2	Tgoln1	-0.29045	-0.68966	rgb( 67,126,243)	1.342	2,2
Zic2	Nfatc1	0.29036	0.48276	rgb(222,125,126)	1.6382	2,2
Cebpg	Hspa4l	0.29035	0.84483	rgb(226, 56, 57)	1.6382	2,2
Atf2	Vgll4	0.29033	0.86207	rgb(226, 52, 54)	1.6382	2,2
Gabpa	Cyfip2	-0.29021	-0.32759	rgb(146,174,229)	1.3422	2,2
Zfp263	Aen	-0.29021	-0.46552	rgb(116,156,235)	1.3422	2,2
Zfp715	Vdac1	-0.29016	-0.44828	rgb(120,158,234)	1.3422	2,2
Fos	Lgals1	0.28997	0.31034	rgb(220,158,158)	1.638	2,2
Klf10	Wisp1	-0.28994	-0.43103	rgb(123,160,233)	1.3423	None
Rela	Ifih1	0.28988	0.37931	rgb(221,145,145)	1.6379	2,2
Zbtb7b	Adck1	-0.28971	-0.31034	rgb(150,176,229)	1.3424	2,2
Stat4	Pim1	0.28966	0.55172	rgb(223,112,113)	1.6378	2,2
Klf10	Bcl11b	0.28957	0.46552	rgb(222,128,129)	1.6378	2,2
Atf3	Cdkn2c	-0.28943	-0.63793	rgb( 79,133,241)	1.3426	2,2
Ets1	Hlcs	-0.28931	-0.63793	rgb( 79,133,241)	1.3426	2,2
Zscan10	Itpk1	-0.28929	-0.37931	rgb(135,167,231)	1.3426	2,2
Gabpa	Tprkb	0.28905	0.77586	rgb(226, 69, 70)	1.6375	2,2
Zfp426	Abhd4	0.2888	0.46552	rgb(222,128,129)	1.6374	2,2
Irf5	Ing2	0.28879	0.60345	rgb(224,102,103)	1.6374	2,2
Nfat5	Lrrfip1	-0.28874	-0.56897	rgb( 94,142,239)	1.3429	2,2
Atf3	Cd81	-0.28873	-0.53448	rgb(101,146,237)	1.3429	2,2
Maff	Cdkn2d	0.28871	0.37931	rgb(221,145,145)	1.6373	2,2
Zeb1	Tmed3	0.28869	0.34483	rgb(221,151,152)	1.6373	2,2
Ppara	Rora	0.28855	0.67241	rgb(224, 89, 90)	1.6373	2,2
Klf4	Rassf1	0.28854	0.67241	rgb(224, 89, 90)	1.6373	2,2
Rxrb	Gzmb	0.28832	0.51724	rgb(223,118,119)	1.6371	2,2
Egr1	Decr1	0.28831	0.2931	rgb(220,161,162)	1.6371	2,2
Sp3	Ddit4	0.28825	0.51724	rgb(223,118,119)	1.6371	2,2
Deaf1	Sh3kbp1	0.28821	0.53448	rgb(223,115,116)	1.6371	2,2
Rela	Dusp1	0.28817	0.43103	rgb(222,135,136)	1.6371	2,2
Dach2	Grina	0.28801	0.53448	rgb(223,115,116)	1.637	2,2
Hes5	Hlcs	0.28773	0.67241	rgb(224, 89, 90)	1.6368	2,2
Zbtb7a	Arid5a	0.28771	0.53448	rgb(223,115,116)	1.6368	2,2
Egr1	Pter	0.28766	0.72414	rgb(225, 79, 80)	1.6368	2,2
Klf7	Npc2	0.28765	0.5	rgb(223,122,123)	1.6368	2,2
Zbtb5	Il18r1	0.28759	0.60345	rgb(224,102,103)	1.6368	2,2
Pou5f2	Crebbp	0.28751	0.5	rgb(223,122,123)	1.6367	2,2
Nr3c1	Surf4	-0.28751	-0.48276	rgb(112,153,235)	1.3436	2,2
Msx2	Tspan2	0.28741	0.43103	rgb(222,135,136)	1.6367	2,2
