TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Zfp536	Tlcd1	-0.90442	50.65	-6.5E-01	rgb( 76,131,242)	1.9948	2,2
Zfp668	Crtc1	0.90442	50.65	0.651	rgb(224, 93, 94)	1.9948	2,2
Zfp768	Cltb	-0.90442	50.65	-6.5E-01	rgb( 77,132,242)	1.9948	2,2
Zfp787	Ocrl	-0.90442	50.65	-6.5E-01	rgb( 76,131,242)	1.9948	2,2
Hmga1	Mina	0.90442	50.65	0.63	rgb(224, 97, 98)	1.9948	None
Sp9	Sh3gl3	0.90442	50.65	0.63	rgb(224, 97, 98)	1.9948	2,2
Arnt2	Dock9	0.90026	50.64	0.641	rgb(224, 95, 96)	1.9946	2,2
Batf	Tab2	0.90026	50.64	0.637	rgb(224, 95, 97)	1.9946	None
Bcl6	Drosha	-0.90026	50.64	-6.4E-01	rgb( 78,132,241)	1.9946	None
Bhlhe41	Spin4	0.90026	50.64	0.64	rgb(224, 95, 96)	1.9946	2,2
Egr1	Cd81	0.90026	50.64	0.639	rgb(224, 95, 96)	1.9946	None
Ets1	Kif13b	-0.90026	50.64	-6.4E-01	rgb( 78,133,241)	1.9946	None
Gabpa	Mtss1	-0.90026	50.64	-6.4E-01	rgb( 78,133,241)	1.9946	None
Hif1a	Bcar1	0.90026	50.64	0.643	rgb(224, 94, 95)	1.9946	2,2
Hif1a	Rassf1	0.90026	50.64	0.64	rgb(224, 95, 96)	1.9946	2,2
Irf4	Ccdc146	0.90026	50.64	0.639	rgb(224, 95, 96)	1.9946	None
Klf5	Slc27a4	0.90026	50.64	0.645	rgb(224, 94, 95)	1.9946	None
Nfe2	Dclre1a	-0.90026	50.64	-6.4E-01	rgb( 78,132,241)	1.9946	2,2
Nr2f1	Ncs1	0.90026	50.64	0.639	rgb(224, 95, 96)	1.9946	None
Nr4a3	Ctsb	0.90026	50.64	0.638	rgb(224, 95, 96)	1.9946	None
Relb	Il7r	0.90026	50.64	0.641	rgb(224, 95, 96)	1.9946	2,2
Rest	6430531B16Rik	0.90026	50.64	0.641	rgb(224, 95, 96)	1.9946	None
Runx2	F13a1	0.90026	50.64	0.638	rgb(224, 95, 96)	1.9946	None
Sall4	Foxp3	0.90026	50.64	0.642	rgb(224, 94, 96)	1.9946	None
Sox4	Utrn	0.90026	50.64	0.642	rgb(224, 94, 96)	1.9946	None
Sox6	Xdh	0.90026	50.64	0.639	rgb(224, 95, 96)	1.9946	None
Srf	Lime1	0.90026	50.64	0.642	rgb(224, 94, 96)	1.9946	None
Stat4	Gbp7	0.90026	50.64	0.636	rgb(224, 96, 97)	1.9946	None
Zbtb4	Hebp2	-0.90026	50.64	-6.4E-01	rgb( 79,133,241)	1.9946	2,2
Zeb1	Stat5b	0.90026	50.64	0.635	rgb(224, 96, 97)	1.9946	None
AW146154	A730017L22Rik	0.90026	50.64	0.639	rgb(224, 95, 96)	1.9946	2,2
Akna	Proz	0.90026	50.64	0.637	rgb(224, 95, 97)	1.9946	2,2
Csrnp1	Osm	0.90026	50.64	0.644	rgb(224, 94, 95)	1.9946	2,2
Tal2	Batf	-0.90026	50.64	-6.4E-01	rgb( 78,132,241)	1.9946	2,2
Tbx6	Vasn	0.90026	50.64	0.643	rgb(224, 94, 96)	1.9946	2,2
Tet3	Cnnm3	0.90026	50.64	0.639	rgb(224, 95, 96)	1.9946	2,2
Zfp120	Asnsd1	0.90026	50.64	0.637	rgb(224, 95, 97)	1.9946	2,2
Zfp280b	Slc7a8	0.90026	50.64	0.637	rgb(224, 95, 97)	1.9946	2,2
Zfp296	Helb	-0.90026	50.64	-6.4E-01	rgb( 78,132,241)	1.9946	2,2
Zfp367	Apitd1	0.90026	50.64	0.642	rgb(224, 94, 96)	1.9946	2,2
Zfp536	Rcn3	0.90026	50.64	0.639	rgb(224, 95, 96)	1.9946	2,2
Zfp629	Lrp12	0.90026	50.64	0.636	rgb(224, 96, 97)	1.9946	2,2
Ybx2	Hist1h1b	0.90026	50.64	0.63	rgb(224, 97, 98)	1.9946	None
Ybx2	Hist3h2a	0.90026	50.64	0.63	rgb(224, 97, 98)	1.9946	None
Arid3a	Cpd	0.89611	50.63	0.629	rgb(224, 97, 98)	1.9944	None
Arid3b	Fam114a1	0.89611	50.63	0.632	rgb(224, 96, 98)	1.9944	None
Atf2	Loxl2	-0.89611	50.63	-6.3E-01	rgb( 80,134,241)	1.9944	2,2
Bcl6	Lrba	0.89611	50.63	0.628	rgb(224, 97, 98)	1.9944	None
Bcl6b	Psmd8	0.89611	50.63	0.634	rgb(224, 96, 97)	1.9944	None
Cebpb	Myd88	-0.89611	50.63	-6.3E-01	rgb( 80,133,241)	1.9944	None
Dbp	Faim3	-0.89611	50.63	-6.3E-01	rgb( 80,134,241)	1.9944	2,2
Erg	Sash3	0.89611	50.63	0.627	rgb(224, 97, 99)	1.9944	None
Foxf2	Dst	-0.89611	50.63	-6.3E-01	rgb( 80,134,241)	1.9944	2,2
Foxo3	Pxmp2	0.89611	50.63	0.627	rgb(224, 97, 98)	1.9944	None
Glis1	Fibcd1	-0.89611	50.63	-6.3E-01	rgb( 79,133,241)	1.9944	2,2
Hif1a	1190002N15Rik	0.89611	50.63	0.63	rgb(224, 97, 98)	1.9944	None
Irf4	Lipe	-0.89611	50.63	-6.3E-01	rgb( 81,134,241)	1.9944	None
Klf4	1700034H15Rik	-0.89611	50.63	-6.3E-01	rgb( 80,133,241)	1.9944	None
Klf5	Mapkapk2	0.89611	50.63	0.635	rgb(224, 96, 97)	1.9944	None
Klf7	Sars	0.89611	50.63	0.63	rgb(224, 97, 98)	1.9944	None
Lhx6	Capg	0.89611	50.63	0.627	rgb(224, 97, 99)	1.9944	None
Maf	Il33	0.89611	50.63	0.628	rgb(224, 97, 98)	1.9944	None
Mypop	Tbkbp1	0.89611	50.63	0.629	rgb(224, 97, 98)	1.9944	None
Rora	Adam8	0.89611	50.63	0.625	rgb(224, 98, 99)	1.9944	None
Rxra	Dennd2a	0.89611	50.63	0.626	rgb(224, 97, 99)	1.9944	None
Smad3	Adam19	0.89611	50.63	0.635	rgb(224, 96, 97)	1.9944	None
Smad3	Apol9b	0.89611	50.63	0.63	rgb(224, 97, 98)	1.9944	2,2
Sox15	Prkca	0.89611	50.63	0.628	rgb(224, 97, 98)	1.9944	None
Sp3	Rab26	0.89611	50.63	0.634	rgb(224, 96, 97)	1.9944	None
Srf	Ryr1	-0.89611	50.63	-6.3E-01	rgb( 80,134,241)	1.9944	None
Stat2	Oas1b	0.89611	50.63	0.625	rgb(224, 98, 99)	1.9944	None
Tcf12	Tmem163	0.89611	50.63	0.633	rgb(224, 96, 97)	1.9944	None
Tcf3	Lst1	0.89611	50.63	0.629	rgb(224, 97, 98)	1.9944	None
Tef	Furin	0.89611	50.63	0.632	rgb(224, 96, 98)	1.9944	None
Thap1	Clybl	-0.89611	50.63	-6.3E-01	rgb( 81,134,241)	1.9944	None
Trp53	Ppm1d	0.89611	50.63	0.626	rgb(224, 97, 99)	1.9944	None
Zfhx3	Rab11fip1	0.89611	50.63	0.635	rgb(224, 96, 97)	1.9944	None
Zfhx3	Tspan2	-0.89611	50.63	-6.3E-01	rgb( 80,134,241)	1.9944	None
Dr1	Tmem183a	0.89611	50.63	0.629	rgb(224, 97, 98)	1.9944	2,2
Gm13157	Megf8	-0.89611	50.63	-6.3E-01	rgb( 80,134,241)	1.9944	2,2
Mxd1	Ptpn1	0.89611	50.63	0.626	rgb(224, 97, 99)	1.9944	2,2
Mxd3	9530077C05Rik	0.89611	50.63	0.633	rgb(224, 96, 97)	1.9944	2,2
Ovol2	Serpinb5	0.89611	50.63	0.628	rgb(224, 97, 98)	1.9944	2,2
Plscr1	Asns	0.89611	50.63	0.63	rgb(224, 97, 98)	1.9944	2,2
Plscr1	Ubash3a	-0.89611	50.63	-6.3E-01	rgb( 80,134,241)	1.9944	2,2
Sgsm2	Rgs16	-0.89611	50.63	-6.3E-01	rgb( 80,134,241)	1.9944	2,2
Ski	Ifitm2	-0.89611	50.63	-6.3E-01	rgb( 81,134,241)	1.9944	2,2
Skil	Chst3	-0.89611	50.63	-6.3E-01	rgb( 80,134,241)	1.9944	2,2
Tal2	Tmem19	0.89611	50.63	0.633	rgb(224, 96, 97)	1.9944	2,2
Thap3	Dpm3	0.89611	50.63	0.631	rgb(224, 96, 98)	1.9944	2,2
Trps1	Fam198a	-0.89611	50.63	-6.3E-01	rgb( 80,134,241)	1.9944	2,2
Zeb2	Oaf	0.89611	50.63	0.635	rgb(224, 96, 97)	1.9944	2,2
Zfp280b	Mpp2	0.89611	50.63	0.63	rgb(224, 97, 98)	1.9944	2,2
Zfp362	Foxp4	0.89611	50.63	0.626	rgb(224, 97, 99)	1.9944	2,2
Zfp385a	Ptp4a3	0.89611	50.63	0.633	rgb(224, 96, 97)	1.9944	2,2
Zfp532	F9	0.89611	50.63	0.626	rgb(224, 97, 99)	1.9944	2,2
Zfp750	Robo3	0.89611	50.63	0.627	rgb(224, 97, 99)	1.9944	2,2
Zfp827	Susd3	-0.89611	50.63	-6.3E-01	rgb( 80,134,241)	1.9944	2,2
Zfp831	Inpp4a	0.89611	50.63	0.632	rgb(224, 96, 97)	1.9944	2,2
Zfp831	Lax1	0.89611	50.63	0.635	rgb(224, 96, 97)	1.9944	2,2
Zfp90	Tle2	0.89611	50.63	0.633	rgb(224, 96, 97)	1.9944	2,2
Zhx2	Ppp3cc	-0.89611	50.63	-6.3E-01	rgb( 80,134,241)	1.9944	2,2
Sp9	Rab8b	0.89611	50.63	0.63	rgb(224, 97, 98)	1.9944	None
Cebpg	Dbt	-0.89195	50.62	-6.2E-01	rgb( 83,135,240)	1.9942	None
E2f1	Iqgap2	0.89195	50.62	0.619	rgb(224, 99,100)	1.9942	None
Egr2	Arrb1	0.89195	50.62	0.617	rgb(224, 99,100)	1.9942	None
Eomes	Itga2	0.89195	50.62	0.623	rgb(224, 98, 99)	1.9942	None
Erg	Apbb1	0.89195	50.62	0.623	rgb(224, 98, 99)	1.9942	None
Fosl1	Nhsl2	0.89195	50.62	0.622	rgb(224, 98, 99)	1.9942	None
Foxp3	Susd1	0.89195	50.62	0.617	rgb(224, 99,100)	1.9942	None
Hif1a	Fam114a2	0.89195	50.62	0.623	rgb(224, 98, 99)	1.9942	2,2
Hif1a	Plod2	0.89195	50.62	0.616	rgb(224, 99,101)	1.9942	2,2
Irf4	Fyn	0.89195	50.62	0.623	rgb(224, 98, 99)	1.9942	None
Klf7	Yif1b	0.89195	50.62	0.619	rgb(224, 99,100)	1.9942	None
Klf8	1500009L16Rik	0.89195	50.62	0.622	rgb(224, 98,100)	1.9942	None
Klf8	Ehbp1l1	0.89195	50.62	0.62	rgb(224, 99,100)	1.9942	None
Klf8	Sco1	0.89195	50.62	0.615	rgb(224, 99,101)	1.9942	None
Meis1	Cables1	-0.89195	50.62	-6.2E-01	rgb( 82,135,241)	1.9942	2,2
Myt1l	Cnot1	0.89195	50.62	0.616	rgb(224, 99,101)	1.9942	None
Nfe2	Tes	0.89195	50.62	0.62	rgb(224, 99,100)	1.9942	None
Nfic	Fbln1	0.89195	50.62	0.618	rgb(224, 99,100)	1.9942	2,2
Nr1d1	Il23r	0.89195	50.62	0.624	rgb(224, 98, 99)	1.9942	None
Plagl2	Marveld1	0.89195	50.62	0.623	rgb(224, 98, 99)	1.9942	2,2
Rest	Ppp2r5b	0.89195	50.62	0.619	rgb(224, 99,100)	1.9942	None
Runx3	Mgat5	0.89195	50.62	0.625	rgb(224, 98, 99)	1.9942	None
Rxra	Hmx3	0.89195	50.62	0.622	rgb(224, 98, 99)	1.9942	None
Six1	Map3k14	-0.89195	50.62	-6.2E-01	rgb( 83,136,240)	1.9942	2,2
Smad3	Olfm2	0.89195	50.62	0.619	rgb(224, 99,100)	1.9942	None
Sox15	Bid	0.89195	50.62	0.617	rgb(224, 99,100)	1.9942	2,2
Sox5	Armcx2	0.89195	50.62	0.618	rgb(224, 99,100)	1.9942	2,2
Srebf1	Dnajc16	0.89195	50.62	0.617	rgb(224, 99,100)	1.9942	None
Stat3	Klhl6	0.89195	50.62	0.618	rgb(224, 99,100)	1.9942	None
Stat4	Bcl2	0.89195	50.62	0.616	rgb(224, 99,100)	1.9942	None
Tcf4	B3gnt3	0.89195	50.62	0.621	rgb(224, 98,100)	1.9942	2,2
Tcf7l2	Dgkk	0.89195	50.62	0.623	rgb(224, 98, 99)	1.9942	2,2
Trp53	Lrrc28	0.89195	50.62	0.617	rgb(224, 99,100)	1.9942	2,2
Yy2	Kdelr3	-0.89195	50.62	-6.2E-01	rgb( 83,135,241)	1.9942	2,2
Zbtb7c	Fbxo4	-0.89195	50.62	-6.2E-01	rgb( 83,136,240)	1.9942	None
Zfp652	Cmah	0.89195	50.62	0.615	rgb(224,100,101)	1.9942	None
Lyl1	Tst	0.89195	50.62	0.622	rgb(224, 98, 99)	1.9942	2,2
Mxd1	Sema7a	0.89195	50.62	0.616	rgb(224, 99,101)	1.9942	2,2
Ncoa3	Map3k14	0.89195	50.62	0.622	rgb(224, 98, 99)	1.9942	2,2
Zbed3	Lclat1	0.89195	50.62	0.623	rgb(224, 98, 99)	1.9942	2,2
Zbtb38	5330426P16Rik	0.89195	50.62	0.623	rgb(224, 98, 99)	1.9942	2,2
Zfp146	Polr3b	0.89195	50.62	0.616	rgb(224, 99,101)	1.9942	2,2
Zfp280b	Sytl3	-0.89195	50.62	-6.2E-01	rgb( 83,135,241)	1.9942	2,2
Zfp318	Tbc1d30	0.89195	50.62	0.624	rgb(224, 98, 99)	1.9942	2,2
Zfp385a	Rnf169	0.89195	50.62	0.624	rgb(224, 98, 99)	1.9942	2,2
Zfp386	Atp6v1d	0.89195	50.62	0.623	rgb(224, 98, 99)	1.9942	2,2
Zfp429	Snhg6	0.89195	50.62	0.624	rgb(224, 98, 99)	1.9942	2,2
Zfp595	Zbed4	0.89195	50.62	0.617	rgb(224, 99,100)	1.9942	2,2
Zfp668	Riok3	-0.89195	50.62	-6.2E-01	rgb( 82,135,241)	1.9942	2,2
Zfp820	Zkscan17	-0.89195	50.62	-6.2E-01	rgb( 83,136,240)	1.9942	2,2
Nr1h2	Rftn1	0.89195	50.62	0.63	rgb(224, 97, 98)	1.9942	None
Atf2	Cpd	-0.88779	50.61	-6.1E-01	rgb( 86,137,240)	1.994	2,2
Bcl6	Bcl2l11	-0.88779	50.61	-6.1E-01	rgb( 86,137,240)	1.994	None
Bcl6	Psd	-0.88779	50.61	-6.1E-01	rgb( 86,137,240)	1.994	None
Bcl6b	Wrnip1	-0.88779	50.61	-6.1E-01	rgb( 86,137,240)	1.994	None
Cebpb	Ypel2	0.88779	50.61	0.614	rgb(224,100,101)	1.994	None
Creb1	Gnptab	-0.88779	50.61	-6.1E-01	rgb( 84,136,240)	1.994	None
Crem	Atcay	-0.88779	50.61	-6.1E-01	rgb( 84,136,240)	1.994	None
E2f4	Zranb3	0.88779	50.61	0.615	rgb(224,100,101)	1.994	2,2
Egr1	Pank1	0.88779	50.61	0.608	rgb(224,101,102)	1.994	None
Egr2	Fam20b	-0.88779	50.61	-6.1E-01	rgb( 84,136,240)	1.994	None
Etv5	Ccdc63	0.88779	50.61	0.614	rgb(224,100,101)	1.994	None
Fos	Narf	0.88779	50.61	0.614	rgb(224,100,101)	1.994	None
Fosl1	Pstpip1	0.88779	50.61	0.611	rgb(224,100,101)	1.994	None
Fosl2	Ptpre	0.88779	50.61	0.608	rgb(224,101,102)	1.994	None
Foxq1	Arhgef3	0.88779	50.61	0.605	rgb(224,101,103)	1.994	None
Gata1	Pfas	-0.88779	50.61	-6.1E-01	rgb( 84,136,240)	1.994	None
Hif1a	Galk1	0.88779	50.61	0.606	rgb(224,101,102)	1.994	2,2
Hif1a	Rnf113a1	0.88779	50.61	0.607	rgb(224,101,102)	1.994	2,2
Hif3a	Zfp608	-0.88779	50.61	-6.1E-01	rgb( 84,136,240)	1.994	2,2
Jund	Areg	0.88779	50.61	0.611	rgb(224,100,101)	1.994	None
Klf12	Fbxo44	0.88779	50.61	0.613	rgb(224,100,101)	1.994	None
Klf7	Psme1	0.88779	50.61	0.612	rgb(224,100,101)	1.994	None
Msx2	Slc13a3	-0.88779	50.61	-6.1E-01	rgb( 84,136,240)	1.994	2,2
Nfatc1	Tbc1d14	-0.88779	50.61	-6.1E-01	rgb( 84,136,240)	1.994	None
Nr1d2	Fbxo30	0.88779	50.61	0.606	rgb(224,101,102)	1.994	None
Nr4a2	Samsn1	0.88779	50.61	0.608	rgb(224,101,102)	1.994	None
Ovol1	Grb7	0.88779	50.61	0.607	rgb(224,101,102)	1.994	2,2
Ppara	Bcl2l14	0.88779	50.61	0.612	rgb(224,100,101)	1.994	None
Ppara	Flot1	0.88779	50.61	0.613	rgb(224,100,101)	1.994	None
Prdm1	Anapc1	-0.88779	50.61	-6.1E-01	rgb( 84,136,240)	1.994	None
Rela	Arhgap17	0.88779	50.61	0.609	rgb(224,101,102)	1.994	None
Rela	Zfp395	0.88779	50.61	0.613	rgb(224,100,101)	1.994	None
Relb	Ifngr2	0.88779	50.61	0.612	rgb(224,100,101)	1.994	None
Rora	Nkd2	-0.88779	50.61	-6.1E-01	rgb( 84,136,240)	1.994	2,2
Sall3	Casp6	-0.88779	50.61	-6.1E-01	rgb( 85,136,240)	1.994	2,2
Smad3	Frmd4b	0.88779	50.61	0.607	rgb(224,101,102)	1.994	None
Smad3	Nt5e	0.88779	50.61	0.61	rgb(224,101,102)	1.994	None
Sp3	Mapre3	0.88779	50.61	0.612	rgb(224,100,101)	1.994	None
Tbx21	Arid3a	0.88779	50.61	0.61	rgb(224,101,102)	1.994	2,2
Tet1	Mir1894	0.88779	50.61	0.608	rgb(224,101,102)	1.994	None
Trp73	Psrc1	0.88779	50.61	0.613	rgb(224,100,101)	1.994	2,2
Zbtb7b	Decr1	-0.88779	50.61	-6.1E-01	rgb( 84,136,240)	1.994	None
Zfhx3	Tnfsf10	0.88779	50.61	0.609	rgb(224,101,102)	1.994	None
Zfp263	Fam114a1	0.88779	50.61	0.607	rgb(224,101,102)	1.994	None
Zfp281	Akirin1	-0.88779	50.61	-6.1E-01	rgb( 84,136,240)	1.994	None
Zfp281	Pogz	0.88779	50.61	0.612	rgb(224,100,101)	1.994	None
Zfp664	Cyr61	0.88779	50.61	0.606	rgb(224,101,102)	1.994	None
Dr1	Gpr174	0.88779	50.61	0.608	rgb(224,101,102)	1.994	2,2
L3mbtl3	Spin4	-0.88779	50.61	-6.1E-01	rgb( 85,137,240)	1.994	2,2
L3mbtl3	Thrb	0.88779	50.61	0.614	rgb(224,100,101)	1.994	2,2
Lyl1	Rab19	0.88779	50.61	0.611	rgb(224,100,101)	1.994	2,2
Satb1	Rgmb	-0.88779	50.61	-6.1E-01	rgb( 84,136,240)	1.994	2,2
Satb1	Tgfbr1	-0.88779	50.61	-6.1E-01	rgb( 85,137,240)	1.994	2,2
Zbtb17	P2ry2	0.88779	50.61	0.615	rgb(224,100,101)	1.994	2,2
Zbtb46	Cd83	0.88779	50.61	0.606	rgb(224,101,102)	1.994	2,2
Zfp367	Fam111a	0.88779	50.61	0.613	rgb(224,100,101)	1.994	2,2
Zfp385a	Zfp365	0.88779	50.61	0.615	rgb(224,100,101)	1.994	2,2
Zfp81	2310033P09Rik	-0.88779	50.61	-6.1E-01	rgb( 84,136,240)	1.994	2,2
Zfp870	4632434I11Rik	0.88779	50.61	0.611	rgb(224,100,102)	1.994	2,2
Zfp9	Abcc9	0.88779	50.61	0.607	rgb(224,101,102)	1.994	2,2
Zfp90	Pla2g4c	-0.88779	50.61	-6.1E-01	rgb( 85,137,240)	1.994	2,2
Zkscan17	Sh2b1	0.88779	50.61	0.605	rgb(224,101,103)	1.994	2,2
Zscan29	Syngr1	-0.88779	50.61	-6.1E-01	rgb( 85,137,240)	1.994	2,2
Batf	A830010M20Rik	0.88364	50.6	0.6	rgb(224,102,104)	1.9938	None
Batf	Acsl4	0.88364	50.6	0.601	rgb(224,102,103)	1.9938	None
Bcl6	Enah	0.88364	50.6	0.603	rgb(224,102,103)	1.9938	2,2
Bcl6	Tmem176a	0.88364	50.6	0.604	rgb(224,102,103)	1.9938	None
Bcl6b	Runx1	-0.88364	50.6	-6.0E-01	rgb( 88,138,240)	1.9938	None
E2f1	Guca1a	-0.88364	50.6	-6.0E-01	rgb( 87,138,240)	1.9938	2,2
Egr1	Trpm6	0.88364	50.6	0.605	rgb(224,102,103)	1.9938	None
Egr4	Slc29a3	0.88364	50.6	0.598	rgb(224,103,104)	1.9938	None
Ets1	Pde6d	0.88364	50.6	0.596	rgb(224,103,104)	1.9938	None
Ets1	Thap2	0.88364	50.6	0.598	rgb(224,103,104)	1.9938	None
Fli1	Flt3l	0.88364	50.6	0.597	rgb(224,103,104)	1.9938	None
Fos	Dars2	0.88364	50.6	0.6	rgb(224,102,104)	1.9938	None
Foxf2	Phlpp1	0.88364	50.6	0.599	rgb(224,103,104)	1.9938	None
Foxo3	Sytl1	0.88364	50.6	0.599	rgb(224,103,104)	1.9938	None
Hesx1	Cs	0.88364	50.6	0.604	rgb(224,102,103)	1.9938	2,2
Hif1a	Kremen2	0.88364	50.6	0.596	rgb(224,103,104)	1.9938	2,2
Hif1a	Plekha2	0.88364	50.6	0.597	rgb(224,103,104)	1.9938	2,2
Hif3a	Sdcbp2	0.88364	50.6	0.599	rgb(224,103,104)	1.9938	None
Hmg20b	Gngt2	-0.88364	50.6	-6.0E-01	rgb( 88,138,240)	1.9938	2,2
Hmga2	Rnf144b	-0.88364	50.6	-6.0E-01	rgb( 87,138,240)	1.9938	2,2
Irf8	Nav2	-0.88364	50.6	-6.0E-01	rgb( 87,138,240)	1.9938	None
Irf9	Trim14	0.88364	50.6	0.599	rgb(224,103,104)	1.9938	None
Jdp2	Sirt2	-0.88364	50.6	-6.0E-01	rgb( 88,138,240)	1.9938	None
Jund	Hormad2	0.88364	50.6	0.597	rgb(224,103,104)	1.9938	None
Klf3	Ptprf	-0.88364	50.6	-6.0E-01	rgb( 86,137,240)	1.9938	2,2
Klf4	Slc1a4	0.88364	50.6	0.603	rgb(224,102,103)	1.9938	None
Maff	Angptl6	0.88364	50.6	0.596	rgb(224,103,104)	1.9938	None
Myt1l	Abhd6	0.88364	50.6	0.603	rgb(224,102,103)	1.9938	None
Nfia	Cyp39a1	0.88364	50.6	0.603	rgb(224,102,103)	1.9938	2,2
Nr1d1	Apbb1ip	-0.88364	50.6	-6.0E-01	rgb( 87,138,240)	1.9938	None
Nr3c1	Gemin6	0.88364	50.6	0.597	rgb(224,103,104)	1.9938	None
Pknox1	Zadh2	0.88364	50.6	0.6	rgb(224,102,104)	1.9938	None
Plagl2	4632428N05Rik	-0.88364	50.6	-6.0E-01	rgb( 87,138,240)	1.9938	2,2
Pou2af1	Dusp5	0.88364	50.6	0.598	rgb(224,103,104)	1.9938	None
Pou2f2	Grin3b	-0.88364	50.6	-6.0E-01	rgb( 86,137,240)	1.9938	None
Pou2f2	Mx1	0.88364	50.6	0.597	rgb(224,103,104)	1.9938	None
Pou2f2	Sf3b3	-0.88364	50.6	-6.0E-01	rgb( 87,138,240)	1.9938	None
Pou6f1	Emb	0.88364	50.6	0.597	rgb(224,103,104)	1.9938	None
Ppard	Smek2	-0.88364	50.6	-6.0E-01	rgb( 87,138,240)	1.9938	2,2
Rel	Ifngr2	-0.88364	50.6	-6.0E-01	rgb( 86,137,240)	1.9938	None
Rela	Ppcdc	0.88364	50.6	0.604	rgb(224,102,103)	1.9938	None
Rela	Stambp	0.88364	50.6	0.596	rgb(224,103,104)	1.9938	None
Rest	S100a3	0.88364	50.6	0.603	rgb(224,102,103)	1.9938	None
Rorc	Kcnmb4	0.88364	50.6	0.603	rgb(224,102,103)	1.9938	None
Runx2	Tmem229b	0.88364	50.6	0.598	rgb(224,103,104)	1.9938	None
Smad3	Dnajc6	0.88364	50.6	0.596	rgb(224,103,104)	1.9938	None
Sox6	Gimap4	0.88364	50.6	0.599	rgb(224,103,104)	1.9938	None
Sp3	Acvrl1	0.88364	50.6	0.599	rgb(224,103,104)	1.9938	None
Stat3	Cmtm7	-0.88364	50.6	-6.0E-01	rgb( 87,138,240)	1.9938	2,2
Vdr	Rdh11	-0.88364	50.6	-6.0E-01	rgb( 88,138,240)	1.9938	2,2
Zfp523	Arntl2	-0.88364	50.6	-6.0E-01	rgb( 86,137,240)	1.9938	None
Atmin	Asns	0.88364	50.6	0.596	rgb(224,103,104)	1.9938	2,2
Foxp1	Dgat1	-0.88364	50.6	-6.0E-01	rgb( 87,138,240)	1.9938	2,2
Hmgb1	AI506816	0.88364	50.6	0.6	rgb(224,102,104)	1.9938	2,2
Jazf1	Vax2	0.88364	50.6	0.603	rgb(224,102,103)	1.9938	2,2
Mxd1	Tns4	0.88364	50.6	0.597	rgb(224,103,104)	1.9938	2,2
Ncoa3	Tmem38b	-0.88364	50.6	-6.0E-01	rgb( 86,137,240)	1.9938	2,2
Ovol2	Syt5	0.88364	50.6	0.596	rgb(224,103,104)	1.9938	2,2
Phf20	Bank1	-0.88364	50.6	-6.0E-01	rgb( 86,138,240)	1.9938	2,2
Plscr1	Bcl2l2	0.88364	50.6	0.604	rgb(224,102,103)	1.9938	2,2
Purb	Nucks1	0.88364	50.6	0.596	rgb(224,103,104)	1.9938	2,2
Satb1	Pigr	-0.88364	50.6	-6.0E-01	rgb( 86,137,240)	1.9938	2,2
Skil	Pcyox1l	-0.88364	50.6	-6.0E-01	rgb( 86,137,240)	1.9938	2,2
Tal2	Acsl5	0.88364	50.6	0.604	rgb(224,102,103)	1.9938	2,2
Trps1	Vsig2	-0.88364	50.6	-6.0E-01	rgb( 87,138,240)	1.9938	2,2
Zfp280c	Rfx7	0.88364	50.6	0.601	rgb(224,102,103)	1.9938	2,2
Zfp35	Apitd1	0.88364	50.6	0.603	rgb(224,102,103)	1.9938	2,2
Zfp358	Sh3pxd2b	0.88364	50.6	0.596	rgb(224,103,104)	1.9938	2,2
Zfp365	Tnfrsf10b	0.88364	50.6	0.595	rgb(224,103,104)	1.9938	2,2
Zfp668	Dcakd	0.88364	50.6	0.596	rgb(224,103,104)	1.9938	2,2
Zfp827	Gne	0.88364	50.6	0.595	rgb(224,103,104)	1.9938	2,2
Zfp958	Ccng1	0.88364	50.6	0.602	rgb(224,102,103)	1.9938	2,2
Hmga1	Spef2	0.88364	50.6	0.63	rgb(224, 97, 98)	1.9938	None
Sp6	Itgb8	0.88364	50.6	0.63	rgb(224, 97, 98)	1.9938	None
Sp6	Sap30	0.88364	50.6	0.63	rgb(224, 97, 98)	1.9938	None
Atf2	H2-Ob	0.87948	50.59	0.588	rgb(223,105,106)	1.9936	2,2
Bbx	Mbp	-0.87948	50.59	-5.9E-01	rgb( 89,139,239)	1.9936	2,2
Bbx	Pak1	0.87948	50.59	0.59	rgb(223,104,106)	1.9936	2,2
Bcl6	Foxp1	-0.87948	50.59	-5.9E-01	rgb( 89,139,239)	1.9936	None
Bcl6	Vash1	0.87948	50.59	0.588	rgb(223,105,106)	1.9936	None
Bhlhe40	Slc9a3r1	0.87948	50.59	0.587	rgb(223,105,106)	1.9936	None
Cdc5l	Lpin2	0.87948	50.59	0.593	rgb(224,104,105)	1.9936	None
Cic	Itpk1	0.87948	50.59	0.589	rgb(223,105,106)	1.9936	None
E2f4	E2f7	0.87948	50.59	0.587	rgb(223,105,106)	1.9936	2,2
Egr1	Mt2	0.87948	50.59	0.593	rgb(224,104,105)	1.9936	None
Egr3	Cdk16	0.87948	50.59	0.589	rgb(223,104,106)	1.9936	None
Elf1	Parp8	0.87948	50.59	0.586	rgb(223,105,106)	1.9936	None
