TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Hif1a	Egln1	1	50.91	0.908	rgb(227, 44, 45)	2	None
Gm14420	Gm2011	0.99584	50.89	0.893	rgb(227, 46, 48)	1.9996	2,2
Hif1a	Bnip3	0.99169	50.86	0.855	rgb(226, 54, 55)	1.999	None
Irf9	Parp9	0.99169	50.86	0.856	rgb(226, 54, 55)	1.999	None
Zfp536	Tekt2	0.99169	50.86	0.856	rgb(226, 53, 55)	1.999	2,2
Hif1a	Slc2a3	0.98753	50.85	0.852	rgb(226, 54, 56)	1.9988	2,2
Csrnp1	Mxd1	0.98338	50.84	0.84	rgb(226, 57, 58)	1.9986	2,2
Tal2	Marcksl1	0.98338	50.84	0.835	rgb(226, 57, 59)	1.9986	2,2
Fosl1	Mt1	0.97922	50.83	0.829	rgb(226, 59, 60)	1.9984	None
Zfp276	Amigo3	0.97922	50.83	0.832	rgb(226, 58, 60)	1.9984	2,2
Hif1a	Jmjd6	0.97507	50.82	0.817	rgb(226, 61, 63)	1.9982	None
Hif1a	Ero1l	0.97091	50.81	0.807	rgb(226, 63, 65)	1.998	None
Hif1a	Pgm2	0.97091	50.81	0.813	rgb(226, 62, 63)	1.998	None
Elf1	Ppp1r13l	-0.96675	50.8	-8.0E-01	rgb( 44,112,247)	1.9978	None
Foxj1	Mfge8	0.9626	50.79	0.79	rgb(226, 66, 68)	1.9976	2,2
Hif1a	Sap30	0.9626	50.79	0.791	rgb(226, 66, 68)	1.9976	None
Hif1a	Slc2a1	0.9626	50.79	0.787	rgb(226, 67, 68)	1.9976	2,2
Sp2	Gatm	0.9626	50.79	0.79	rgb(226, 66, 68)	1.9976	None
Mxd1	Csrnp1	0.9626	50.79	0.786	rgb(226, 67, 69)	1.9976	2,2
Sgsm2	Tert	0.9626	50.79	0.793	rgb(226, 66, 67)	1.9976	2,2
Zfp318	Adora2b	-0.9626	50.79	-7.9E-01	rgb( 45,113,247)	1.9976	2,2
Hif1a	Aldoa	0.95844	50.78	0.783	rgb(226, 67, 69)	1.9974	2,2
Hif1a	Arrb1	0.95844	50.78	0.776	rgb(226, 69, 70)	1.9974	None
Hif1a	Fzd7	0.95844	50.78	0.775	rgb(226, 69, 70)	1.9974	2,2
Hif1a	Mboat2	0.95844	50.78	0.777	rgb(226, 69, 70)	1.9974	2,2
Zfp609	Chic2	-0.95844	50.78	-7.8E-01	rgb( 48,114,247)	1.9974	2,2
Hif1a	Smtnl2	0.95429	50.77	0.774	rgb(226, 69, 71)	1.9972	2,2
Stat3	Chmp4b	0.95429	50.77	0.772	rgb(225, 70, 71)	1.9972	None
Prdm2	Dock4	0.95429	50.77	0.772	rgb(225, 70, 71)	1.9972	2,2
Zfp35	Zscan21	0.95429	50.77	0.77	rgb(225, 70, 71)	1.9972	2,2
Hif1a	Ppme1	0.95013	50.76	0.76	rgb(225, 72, 73)	1.997	None
Nr4a2	Itga4	0.95013	50.76	0.758	rgb(225, 72, 74)	1.997	None
Smad3	Tmeff1	0.95013	50.76	0.763	rgb(225, 71, 73)	1.997	None
Stat2	Gbp9	0.95013	50.76	0.757	rgb(225, 72, 74)	1.997	2,2
Tet1	Hist1h1b	0.95013	50.76	0.762	rgb(225, 71, 73)	1.997	None
Zfp536	Itsn1	0.95013	50.76	0.758	rgb(225, 72, 74)	1.997	2,2
E2f1	Slfn3	0.94597	50.75	0.747	rgb(225, 74, 76)	1.9968	None
Hif1a	Rab39	0.94597	50.75	0.754	rgb(225, 73, 74)	1.9968	None
Stat3	Tnip2	0.94597	50.75	0.747	rgb(225, 74, 76)	1.9968	None
Tet1	Zfp9	0.94597	50.75	0.753	rgb(225, 73, 75)	1.9968	None
C030039L03Rik	Ankzf1	0.94597	50.75	0.746	rgb(225, 74, 76)	1.9968	2,2
Zfp266	Rab8b	0.94597	50.75	0.747	rgb(225, 74, 76)	1.9968	2,2
Zfp629	Ttbk2	0.94597	50.75	0.749	rgb(225, 74, 75)	1.9968	2,2
Foxp1	Acp5	0.94597	50.75	0.63	rgb(224, 97, 98)	1.9968	2,2
Foxp2	Acp5	0.94597	50.75	0.63	rgb(224, 97, 98)	1.9968	2,2
Foxp4	Acp5	0.94597	50.75	0.63	rgb(224, 97, 98)	1.9968	2,2
Cic	Il9	0.94182	50.74	0.741	rgb(225, 76, 77)	1.9966	None
E2f4	Mxd3	0.94182	50.74	0.738	rgb(225, 76, 77)	1.9966	None
Irf9	Sqstm1	0.94182	50.74	0.738	rgb(225, 76, 77)	1.9966	None
Pou6f1	Chn1	0.94182	50.74	0.743	rgb(225, 75, 77)	1.9966	2,2
Ppard	Smad3	0.94182	50.74	0.742	rgb(225, 75, 77)	1.9966	None
Rela	Qars	-0.94182	50.74	-7.4E-01	rgb( 57,120,245)	1.9966	None
Mbd6	Crtc1	0.94182	50.74	0.745	rgb(225, 75, 76)	1.9966	2,2
Bcl6	Ccdc63	0.93766	50.73	0.725	rgb(225, 78, 80)	1.9964	None
Hif1a	Hk1	0.93766	50.73	0.726	rgb(225, 78, 80)	1.9964	None
Hif1a	Narf	0.93766	50.73	0.735	rgb(225, 77, 78)	1.9964	None
Mycn	Ptp4a3	0.93766	50.73	0.732	rgb(225, 77, 79)	1.9964	None
Npas4	Cisd3	0.93766	50.73	0.726	rgb(225, 78, 80)	1.9964	2,2
Rela	Ptpn1	-0.93766	50.73	-7.3E-01	rgb( 60,121,245)	1.9964	None
Vdr	Cdk16	0.93766	50.73	0.728	rgb(225, 78, 79)	1.9964	None
Aebp2	Zdhhc15	-0.93766	50.73	-7.3E-01	rgb( 59,121,245)	1.9964	2,2
Cxxc5	Nod1	0.93766	50.73	0.73	rgb(225, 78, 79)	1.9964	2,2
Ski	Slc43a2	0.93766	50.73	0.73	rgb(225, 78, 79)	1.9964	2,2
Zbtb46	Penk	0.93766	50.73	0.728	rgb(225, 78, 79)	1.9964	2,2
Zbtb46	Scin	0.93766	50.73	0.729	rgb(225, 78, 79)	1.9964	2,2
Zfp335	Ccdc107	-0.93766	50.73	-7.3E-01	rgb( 58,120,245)	1.9964	2,2
Zfp536	Gykl1	0.93766	50.73	0.728	rgb(225, 78, 79)	1.9964	2,2
Bhlhe40	Aldoc	-0.93351	50.72	-7.2E-01	rgb( 61,122,244)	1.9962	None
Bhlhe40	Znrf1	0.93351	50.72	0.724	rgb(225, 79, 80)	1.9962	None
Crem	Gpr97	0.93351	50.72	0.717	rgb(225, 80, 82)	1.9962	2,2
Hif1a	2310022B05Rik	0.93351	50.72	0.719	rgb(225, 80, 81)	1.9962	2,2
Hif3a	Ubash3a	-0.93351	50.72	-7.2E-01	rgb( 60,121,245)	1.9962	2,2
Rela	Nsun6	0.93351	50.72	0.725	rgb(225, 79, 80)	1.9962	None
Rfx3	Cetn4	0.93351	50.72	0.718	rgb(225, 80, 81)	1.9962	None
Stat2	Amigo2	0.93351	50.72	0.719	rgb(225, 80, 81)	1.9962	2,2
Trp53	Cd81	0.93351	50.72	0.72	rgb(225, 79, 81)	1.9962	None
Yy2	Cyb5rl	0.93351	50.72	0.719	rgb(225, 80, 81)	1.9962	None
Zbtb7b	Bend3	0.93351	50.72	0.722	rgb(225, 79, 81)	1.9962	None
Zscan10	Dctpp1	0.93351	50.72	0.719	rgb(225, 80, 81)	1.9962	None
Foxp2	Gpr101	0.93351	50.72	0.716	rgb(225, 80, 82)	1.9962	2,2
Sgsm2	Atxn1	0.93351	50.72	0.718	rgb(225, 80, 81)	1.9962	2,2
Zfp146	Ly9	0.93351	50.72	0.722	rgb(225, 79, 80)	1.9962	2,2
Zfp329	A230072C01Rik	0.93351	50.72	0.719	rgb(225, 80, 81)	1.9962	2,2
Zfp367	Dtl	0.93351	50.72	0.718	rgb(225, 80, 81)	1.9962	2,2
Zfp750	Ccdc159	0.93351	50.72	0.721	rgb(225, 79, 81)	1.9962	2,2
Zfp750	Prss42	0.93351	50.72	0.724	rgb(225, 79, 80)	1.9962	2,2
Zfp808	Pla2g4c	0.93351	50.72	0.724	rgb(225, 79, 80)	1.9962	2,2
Zfp948	Mtx3	0.93351	50.72	0.717	rgb(225, 80, 82)	1.9962	2,2
Cic	Samd1	0.92935	50.71	0.714	rgb(225, 81, 82)	1.996	None
Fli1	Tmem163	0.92935	50.71	0.714	rgb(225, 81, 82)	1.996	None
Foxf2	Rtn4	0.92935	50.71	0.71	rgb(225, 81, 83)	1.996	None
Hif1a	Egln3	0.92935	50.71	0.709	rgb(225, 82, 83)	1.996	None
Hif1a	Pdxp	0.92935	50.71	0.713	rgb(225, 81, 82)	1.996	2,2
Maff	Eif4ebp1	0.92935	50.71	0.71	rgb(225, 81, 83)	1.996	None
Rarg	Ermp1	-0.92935	50.71	-7.1E-01	rgb( 62,123,244)	1.996	2,2
Rfx1	Klf4	0.92935	50.71	0.706	rgb(225, 82, 84)	1.996	None
Sp2	Zfp592	-0.92935	50.71	-7.1E-01	rgb( 64,124,244)	1.996	None
Srf	Mt1	0.92935	50.71	0.71	rgb(225, 81, 83)	1.996	None
Stat4	Lama5	0.92935	50.71	0.71	rgb(225, 81, 83)	1.996	None
Zbtb3	Kif3a	0.92935	50.71	0.714	rgb(225, 81, 82)	1.996	2,2
Foxp2	Sh2d4a	0.92935	50.71	0.714	rgb(225, 81, 82)	1.996	2,2
Zbtb20	Mmp11	0.92935	50.71	0.705	rgb(225, 82, 84)	1.996	2,2
Zbtb46	Tmem120b	0.92935	50.71	0.71	rgb(225, 81, 83)	1.996	2,2
Zfp536	Tmem37	0.92935	50.71	0.706	rgb(225, 82, 84)	1.996	2,2
Bhlhe40	Cnnm3	0.9252	50.7	0.703	rgb(225, 83, 84)	1.9958	None
Bhlhe40	Spsb1	0.9252	50.7	0.701	rgb(225, 83, 85)	1.9958	None
Egr1	Sumf2	0.9252	50.7	0.701	rgb(225, 83, 84)	1.9958	None
Erf	Zfp146	0.9252	50.7	0.704	rgb(225, 83, 84)	1.9958	2,2
Etv6	Rpp14	0.9252	50.7	0.702	rgb(225, 83, 84)	1.9958	None
Gabpa	Pfas	0.9252	50.7	0.701	rgb(225, 83, 85)	1.9958	None
Hes1	Smpd3	0.9252	50.7	0.7	rgb(225, 83, 85)	1.9958	None
Hif1a	Fam71f2	0.9252	50.7	0.705	rgb(225, 82, 84)	1.9958	None
Hif1a	P4ha2	0.9252	50.7	0.697	rgb(225, 84, 85)	1.9958	2,2
Hif1a	Pfkp	0.9252	50.7	0.701	rgb(225, 83, 84)	1.9958	2,2
Irf9	Ifit3	0.9252	50.7	0.696	rgb(225, 84, 85)	1.9958	2,2
Klf8	S100a4	0.9252	50.7	0.695	rgb(225, 84, 86)	1.9958	None
Mnt	Klf11	-0.9252	50.7	-7.0E-01	rgb( 66,125,243)	1.9958	None
Mycn	Max	0.9252	50.7	0.699	rgb(225, 83, 85)	1.9958	None
Nr3c1	Ttll9	0.9252	50.7	0.703	rgb(225, 83, 84)	1.9958	None
Ovol1	Prdm1	0.9252	50.7	0.695	rgb(225, 84, 86)	1.9958	None
Prrx1	Fbxl22	-0.9252	50.7	-7.0E-01	rgb( 65,125,244)	1.9958	2,2
Sox4	Nxn	-0.9252	50.7	-7.0E-01	rgb( 65,125,244)	1.9958	2,2
Sp2	Ttc25	0.9252	50.7	0.705	rgb(225, 82, 84)	1.9958	None
Stat2	Gbp7	0.9252	50.7	0.705	rgb(225, 82, 84)	1.9958	None
Stat3	C3	-0.9252	50.7	-7.0E-01	rgb( 65,125,244)	1.9958	None
Tcf12	Cyp11a1	0.9252	50.7	0.704	rgb(225, 82, 84)	1.9958	None
Tead3	Srgn	0.9252	50.7	0.698	rgb(225, 84, 85)	1.9958	None
Yy2	Slc9a8	0.9252	50.7	0.695	rgb(225, 84, 86)	1.9958	None
Zfp260	Adarb1	-0.9252	50.7	-7.0E-01	rgb( 66,125,244)	1.9958	2,2
Zfp280b	Trib1	0.9252	50.7	0.696	rgb(225, 84, 86)	1.9958	2,2
Atf2	Dhcr24	-0.92104	50.69	-6.9E-01	rgb( 68,126,243)	1.9956	2,2
Bcl6b	Egr2	-0.92104	50.69	-6.9E-01	rgb( 68,126,243)	1.9956	None
Foxp3	Sema4f	0.92104	50.69	0.69	rgb(225, 85, 87)	1.9956	None
Hif1a	Aldoc	0.92104	50.69	0.693	rgb(225, 85, 86)	1.9956	2,2
Hif1a	Pygl	0.92104	50.69	0.687	rgb(225, 86, 87)	1.9956	2,2
Hsf1	Per2	0.92104	50.69	0.69	rgb(225, 85, 87)	1.9956	None
Klf5	Hmgn1	-0.92104	50.69	-6.9E-01	rgb( 67,126,243)	1.9956	None
Klf5	Trim3	0.92104	50.69	0.691	rgb(225, 85, 86)	1.9956	None
Nfe2	Ccr8	0.92104	50.69	0.694	rgb(225, 85, 86)	1.9956	None
Ppara	Neat1	0.92104	50.69	0.686	rgb(225, 86, 87)	1.9956	None
Rfx3	Sugt1	0.92104	50.69	0.693	rgb(225, 85, 86)	1.9956	None
Rorc	Ccdc63	0.92104	50.69	0.689	rgb(225, 85, 87)	1.9956	None
Rreb1	Vgll4	0.92104	50.69	0.691	rgb(225, 85, 86)	1.9956	None
Stat3	Bcl3	0.92104	50.69	0.686	rgb(225, 86, 87)	1.9956	None
Tcf12	Zdhhc2	0.92104	50.69	0.689	rgb(225, 85, 87)	1.9956	2,2
Tcf7l1	Eea1	0.92104	50.69	0.691	rgb(225, 85, 86)	1.9956	None
Thap1	Bcar1	-0.92104	50.69	-6.9E-01	rgb( 68,126,243)	1.9956	None
Trp53	Lactb	0.92104	50.69	0.692	rgb(225, 85, 86)	1.9956	None
Trp53	Tmem19	0.92104	50.69	0.689	rgb(225, 85, 87)	1.9956	None
Yy2	Syngr3	-0.92104	50.69	-6.9E-01	rgb( 68,126,243)	1.9956	None
Zbtb7b	Nfat5	0.92104	50.69	0.692	rgb(225, 85, 86)	1.9956	None
Ankzf1	Rgs11	0.92104	50.69	0.688	rgb(225, 86, 87)	1.9956	2,2
Scml4	4632428N05Rik	0.92104	50.69	0.694	rgb(225, 85, 86)	1.9956	2,2
Zfp318	Adc	-0.92104	50.69	-6.9E-01	rgb( 66,125,243)	1.9956	2,2
Zfp536	Lpin3	0.92104	50.69	0.69	rgb(225, 85, 87)	1.9956	2,2
Ascl2	Dip2b	0.91688	50.68	0.679	rgb(224, 87, 89)	1.9954	None
Bcl6	Fam131b	0.91688	50.68	0.676	rgb(224, 88, 89)	1.9954	None
Bhlhe40	Smagp	-0.91688	50.68	-6.8E-01	rgb( 70,127,243)	1.9954	None
E2f1	Smpd4	0.91688	50.68	0.682	rgb(225, 87, 88)	1.9954	None
E2f4	Wdr76	0.91688	50.68	0.68	rgb(224, 87, 89)	1.9954	2,2
Foxs1	E430016F16Rik	-0.91688	50.68	-6.8E-01	rgb( 70,127,243)	1.9954	None
Hif1a	Pgam1	0.91688	50.68	0.679	rgb(224, 87, 89)	1.9954	None
Jdp2	Mxi1	-0.91688	50.68	-6.8E-01	rgb( 69,127,243)	1.9954	None
Klf5	Tjp3	0.91688	50.68	0.684	rgb(225, 86, 88)	1.9954	None
Mafg	Fyn	0.91688	50.68	0.678	rgb(224, 88, 89)	1.9954	None
Mga	Nbl1	0.91688	50.68	0.676	rgb(224, 88, 89)	1.9954	2,2
Patz1	Hbs1l	-0.91688	50.68	-6.8E-01	rgb( 69,127,243)	1.9954	None
Stat1	Tgtp2	0.91688	50.68	0.677	rgb(224, 88, 89)	1.9954	None
Stat2	Gbp4	0.91688	50.68	0.676	rgb(224, 88, 89)	1.9954	None
Trp53	Aldh4a1	0.91688	50.68	0.68	rgb(224, 87, 88)	1.9954	None
Zbtb7b	Zfp609	0.91688	50.68	0.682	rgb(224, 87, 88)	1.9954	None
Zkscan1	Fgd6	0.91688	50.68	0.684	rgb(225, 86, 88)	1.9954	None
Dot1l	Ddx51	0.91688	50.68	0.676	rgb(224, 88, 89)	1.9954	2,2
Dpf1	Gipr	0.91688	50.68	0.683	rgb(225, 87, 88)	1.9954	2,2
Dpf1	Tead3	0.91688	50.68	0.68	rgb(224, 87, 89)	1.9954	2,2
Drap1	Ly6k	0.91688	50.68	0.679	rgb(224, 87, 89)	1.9954	2,2
Foxp2	Prokr2	0.91688	50.68	0.678	rgb(224, 87, 89)	1.9954	2,2
Satb1	Oxct1	-0.91688	50.68	-6.8E-01	rgb( 69,127,243)	1.9954	2,2
Tet2	Ccl9	-0.91688	50.68	-6.8E-01	rgb( 69,127,243)	1.9954	2,2
Zfp385a	Eng	0.91688	50.68	0.678	rgb(224, 88, 89)	1.9954	2,2
Zfp385a	Psrc1	0.91688	50.68	0.68	rgb(224, 87, 88)	1.9954	2,2
Zfp398	Dnmt3b	0.91688	50.68	0.676	rgb(224, 88, 89)	1.9954	2,2
Zfp568	Prodh	0.91688	50.68	0.683	rgb(225, 87, 88)	1.9954	2,2
Zfp777	Pdxp	0.91688	50.68	0.682	rgb(225, 87, 88)	1.9954	2,2
Ybx2	Map3k8	0.91688	50.68	0.63	rgb(224, 97, 98)	1.9954	None
Nr1h2	AI506816	0.91688	50.68	0.63	rgb(224, 97, 98)	1.9954	None
Batf3	Gtf2i	-0.91273	50.67	-6.7E-01	rgb( 71,128,243)	1.9952	None
Bhlhe40	Zfp820	-0.91273	50.67	-6.7E-01	rgb( 72,129,242)	1.9952	None
E2f4	Dars2	0.91273	50.67	0.666	rgb(224, 90, 91)	1.9952	None
Gabpa	Heatr1	0.91273	50.67	0.668	rgb(224, 90, 91)	1.9952	None
Hey1	Ankrd13c	0.91273	50.67	0.673	rgb(224, 89, 90)	1.9952	None
Hif1a	Agl	0.91273	50.67	0.668	rgb(224, 89, 91)	1.9952	2,2
Irf4	Rel	0.91273	50.67	0.674	rgb(224, 88, 90)	1.9952	None
Irf4	Smad3	-0.91273	50.67	-6.7E-01	rgb( 72,129,242)	1.9952	None
Irf5	C2cd4d	-0.91273	50.67	-6.7E-01	rgb( 71,128,243)	1.9952	2,2
Irf8	Serpinb9	0.91273	50.67	0.67	rgb(224, 89, 90)	1.9952	None
Jund	Alpk1	0.91273	50.67	0.666	rgb(224, 90, 91)	1.9952	None
Mxi1	Pomt2	0.91273	50.67	0.667	rgb(224, 90, 91)	1.9952	None
Mybl1	5830416P10Rik	-0.91273	50.67	-6.7E-01	rgb( 73,129,242)	1.9952	2,2
Myc	Dnajc12	-0.91273	50.67	-6.7E-01	rgb( 72,129,242)	1.9952	None
Nr1d1	Dab2	0.91273	50.67	0.669	rgb(224, 89, 91)	1.9952	None
Nr4a2	Lactb	0.91273	50.67	0.668	rgb(224, 89, 91)	1.9952	None
Pou2f2	1500009L16Rik	0.91273	50.67	0.674	rgb(224, 88, 90)	1.9952	None
Rarg	Traf3	0.91273	50.67	0.671	rgb(224, 89, 90)	1.9952	None
Rreb1	Mndal	0.91273	50.67	0.674	rgb(224, 88, 90)	1.9952	None
Sall4	1600014C10Rik	0.91273	50.67	0.672	rgb(224, 89, 90)	1.9952	2,2
Stat1	Dtx3l	0.91273	50.67	0.669	rgb(224, 89, 91)	1.9952	None
Stat1	Lgals3bp	0.91273	50.67	0.672	rgb(224, 89, 90)	1.9952	None
Zbtb7b	Tlk1	0.91273	50.67	0.666	rgb(224, 90, 91)	1.9952	None
Zfhx3	Fam20c	0.91273	50.67	0.666	rgb(224, 90, 91)	1.9952	2,2
Atmin	Eif4ebp1	0.91273	50.67	0.666	rgb(224, 90, 91)	1.9952	2,2
Foxp1	Adam9	-0.91273	50.67	-6.7E-01	rgb( 72,129,242)	1.9952	2,2
Mxd1	Icam1	0.91273	50.67	0.668	rgb(224, 89, 91)	1.9952	2,2
Scmh1	Rbms2	0.91273	50.67	0.669	rgb(224, 89, 91)	1.9952	2,2
Tal2	Snx11	0.91273	50.67	0.667	rgb(224, 90, 91)	1.9952	2,2
Zfp318	Cxcr3	-0.91273	50.67	-6.7E-01	rgb( 72,129,242)	1.9952	2,2
Zfp598	0610012G03Rik	-0.91273	50.67	-6.7E-01	rgb( 72,129,242)	1.9952	2,2
Zfp808	Rfwd3	0.91273	50.67	0.665	rgb(224, 90, 91)	1.9952	2,2
Zfp831	Zfp592	0.91273	50.67	0.668	rgb(224, 90, 91)	1.9952	2,2
Bhlhe40	Prex1	0.90857	50.66	0.659	rgb(224, 91, 92)	1.995	None
Cebpg	Nav2	0.90857	50.66	0.658	rgb(224, 91, 93)	1.995	None
E2f1	Samd1	0.90857	50.66	0.663	rgb(224, 90, 92)	1.995	None
E4f1	Lyl1	-0.90857	50.66	-6.6E-01	rgb( 73,129,242)	1.995	2,2
Esrra	Stx7	-0.90857	50.66	-6.6E-01	rgb( 73,130,242)	1.995	2,2
Fosl2	Epb4.1l1	0.90857	50.66	0.659	rgb(224, 91, 92)	1.995	2,2
Foxo1	Tbx6	0.90857	50.66	0.662	rgb(224, 91, 92)	1.995	None
Hif1a	H2-Ab1	0.90857	50.66	0.664	rgb(224, 90, 91)	1.995	2,2
Hif1a	Ier3	0.90857	50.66	0.665	rgb(224, 90, 91)	1.995	2,2
Irf8	Pdzk1ip1	0.90857	50.66	0.659	rgb(224, 91, 92)	1.995	None
Klf4	Ppm1j	0.90857	50.66	0.662	rgb(224, 91, 92)	1.995	None
Klf5	Als2cl	0.90857	50.66	0.659	rgb(224, 91, 92)	1.995	None
Mga	Entpd2	0.90857	50.66	0.664	rgb(224, 90, 92)	1.995	2,2
Myt1l	Stambp	0.90857	50.66	0.657	rgb(224, 92, 93)	1.995	2,2
Nr1d1	Impg2	0.90857	50.66	0.662	rgb(224, 91, 92)	1.995	None
Nr4a1	Fam129c	0.90857	50.66	0.656	rgb(224, 92, 93)	1.995	2,2
Nr4a3	Asb2	0.90857	50.66	0.659	rgb(224, 91, 93)	1.995	None
Sp2	Ddit4	0.90857	50.66	0.658	rgb(224, 91, 93)	1.995	None
Stat2	Gbp8	0.90857	50.66	0.661	rgb(224, 91, 92)	1.995	None
Stat3	Atp2b4	0.90857	50.66	0.665	rgb(224, 90, 91)	1.995	None
Stat3	Bcl11b	0.90857	50.66	0.664	rgb(224, 90, 92)	1.995	None
Stat3	Kdm2b	-0.90857	50.66	-6.6E-01	rgb( 75,130,242)	1.995	None
Stat5b	Pgs1	0.90857	50.66	0.663	rgb(224, 90, 92)	1.995	2,2
Tcf3	Bfsp2	0.90857	50.66	0.658	rgb(224, 91, 93)	1.995	None
Trp53	Dcxr	0.90857	50.66	0.657	rgb(224, 92, 93)	1.995	2,2
Vdr	Sept9	0.90857	50.66	0.657	rgb(224, 91, 93)	1.995	None
Vdr	Tab2	0.90857	50.66	0.658	rgb(224, 91, 93)	1.995	None
Zfp148	Map3k1	0.90857	50.66	0.657	rgb(224, 92, 93)	1.995	None
Zfp263	Bbs12	-0.90857	50.66	-6.6E-01	rgb( 74,130,242)	1.995	None
Zfp523	Angptl4	0.90857	50.66	0.66	rgb(224, 91, 92)	1.995	None
Zfp523	Pqlc1	-0.90857	50.66	-6.6E-01	rgb( 73,129,242)	1.995	2,2
Casz1	Myo10	0.90857	50.66	0.659	rgb(224, 91, 92)	1.995	2,2
Dach2	Ccr1	0.90857	50.66	0.658	rgb(224, 91, 93)	1.995	2,2
Dach2	Lilrb4	0.90857	50.66	0.663	rgb(224, 90, 92)	1.995	2,2
Dpf1	Zfp354c	0.90857	50.66	0.656	rgb(224, 92, 93)	1.995	2,2
Jazf1	Lgals7	0.90857	50.66	0.661	rgb(224, 91, 92)	1.995	2,2
Plscr1	Tmc3	-0.90857	50.66	-6.6E-01	rgb( 73,130,242)	1.995	2,2
Zeb2	Serpine1	0.90857	50.66	0.662	rgb(224, 91, 92)	1.995	2,2
Zfp277	Tmem35	0.90857	50.66	0.664	rgb(224, 90, 91)	1.995	2,2
Zfp385a	Zmat3	0.90857	50.66	0.663	rgb(224, 90, 92)	1.995	2,2
Zfp629	Zfp90	0.90857	50.66	0.659	rgb(224, 91, 92)	1.995	2,2
Zfp831	Egr3	0.90857	50.66	0.665	rgb(224, 90, 91)	1.995	2,2
Bcl6	Eef1a1	0.90442	50.65	0.652	rgb(224, 93, 94)	1.9948	None
E2f1	Anln	0.90442	50.65	0.652	rgb(224, 92, 94)	1.9948	None
E2f4	Slc4a8	0.90442	50.65	0.648	rgb(224, 93, 95)	1.9948	None
Egr2	Ahdc1	0.90442	50.65	0.653	rgb(224, 92, 94)	1.9948	2,2
Ets1	Cs	0.90442	50.65	0.652	rgb(224, 92, 94)	1.9948	None
Fosl1	Gfra1	0.90442	50.65	0.655	rgb(224, 92, 93)	1.9948	None
Foxf2	Ctla2a	-0.90442	50.65	-6.5E-01	rgb( 75,131,242)	1.9948	2,2
Foxo3	Stx2	0.90442	50.65	0.653	rgb(224, 92, 94)	1.9948	None
Hes1	Pank2	-0.90442	50.65	-6.5E-01	rgb( 76,131,242)	1.9948	None
Hif1a	P4hb	0.90442	50.65	0.65	rgb(224, 93, 94)	1.9948	2,2
Hif1a	Piga	0.90442	50.65	0.649	rgb(224, 93, 94)	1.9948	2,2
Hif1a	Unc13a	0.90442	50.65	0.646	rgb(224, 94, 95)	1.9948	2,2
Hmg20b	Abcd3	0.90442	50.65	0.649	rgb(224, 93, 94)	1.9948	None
Ikzf4	Cd200r1	-0.90442	50.65	-6.5E-01	rgb( 77,132,242)	1.9948	2,2
Irf2	Eomes	0.90442	50.65	0.646	rgb(224, 94, 95)	1.9948	2,2
Klf8	Bcl2l2	0.90442	50.65	0.651	rgb(224, 93, 94)	1.9948	None
Nfe2	Rasal1	-0.90442	50.65	-6.5E-01	rgb( 76,131,242)	1.9948	None
Nr1d2	Slc4a11	0.90442	50.65	0.648	rgb(224, 93, 94)	1.9948	None
Nr3c1	Rpp14	0.90442	50.65	0.652	rgb(224, 92, 94)	1.9948	None
Prdm1	Lst1	0.90442	50.65	0.654	rgb(224, 92, 93)	1.9948	None
Rest	Ndrg4	0.90442	50.65	0.649	rgb(224, 93, 94)	1.9948	None
Rreb1	Tsc22d1	0.90442	50.65	0.653	rgb(224, 92, 94)	1.9948	None
Six4	Gap43	0.90442	50.65	0.649	rgb(224, 93, 94)	1.9948	None
Smad3	Smtn	0.90442	50.65	0.647	rgb(224, 93, 95)	1.9948	2,2
Sp2	Fut7	0.90442	50.65	0.648	rgb(224, 93, 95)	1.9948	None
Sp3	Agl	0.90442	50.65	0.645	rgb(224, 94, 95)	1.9948	None
Srebf1	4932438H23Rik	0.90442	50.65	0.654	rgb(224, 92, 93)	1.9948	None
Srebf1	Ssbp4	0.90442	50.65	0.65	rgb(224, 93, 94)	1.9948	None
Stat3	Tor3a	-0.90442	50.65	-6.5E-01	rgb( 76,131,242)	1.9948	2,2
Stat5b	Malt1	0.90442	50.65	0.654	rgb(224, 92, 93)	1.9948	2,2
Tcf7l2	Dctpp1	-0.90442	50.65	-6.5E-01	rgb( 77,132,242)	1.9948	2,2
Tead1	Krt222	0.90442	50.65	0.653	rgb(224, 92, 94)	1.9948	2,2
Usf2	Xdh	0.90442	50.65	0.645	rgb(224, 94, 95)	1.9948	None
Zbtb7b	Pcmt1	-0.90442	50.65	-6.5E-01	rgb( 75,131,242)	1.9948	None
C030039L03Rik	Atp7b	0.90442	50.65	0.649	rgb(224, 93, 94)	1.9948	2,2
Zeb2	Srgap3	0.90442	50.65	0.653	rgb(224, 92, 94)	1.9948	2,2
Zfp184	Fads3	0.90442	50.65	0.648	rgb(224, 93, 95)	1.9948	2,2
Zfp280b	Zfp467	0.90442	50.65	0.648	rgb(224, 93, 94)	1.9948	2,2
Zfp367	Pknox1	-0.90442	50.65	-6.5E-01	rgb( 76,131,242)	1.9948	2,2
Zfp536	Mapk8ip1	0.90442	50.65	0.653	rgb(224, 92, 94)	1.9948	2,2
