TF	Target	confidence	rank	stroke	stroke-width	stroke-dasharray
Plag1	Qrich1	-0.32125	-0.61983	rgb( 82,135,241)	1.3328	2,2
Srebf2	Vps54	0.32115	0.66476	rgb(224, 90, 91)	1.6572	2,2
Spib	Trpv2	0.32105	0.60271	rgb(224,102,103)	1.6572	2,2
Sp5_Sp6	Cmas	0.32105	0.69187	rgb(225, 85, 86)	1.6572	2,2
Tigd2	Nefh	-0.32101	-0.66191	rgb( 73,130,242)	1.3329	2,2
Etv1	Soat2	0.321	0.72682	rgb(225, 78, 80)	1.6571	2,2
Zfp943	Zfp445	0.32098	0.54208	rgb(223,113,115)	1.6571	2,2
Ets1	Il2ra	0.32068	0.79387	rgb(226, 65, 67)	1.657	2,2
Myt1l	Abhd6	0.32065	0.78887	rgb(226, 66, 68)	1.657	2,2
Nfia	Sec24d	0.32058	0.65835	rgb(224, 91, 93)	1.6569	2,2
Creb1	Pacs1	-0.32052	-0.57632	rgb( 92,141,239)	1.3332	2,2
Nfkb2	Xpnpep1	0.32049	0.76248	rgb(225, 71, 73)	1.6569	2,2
Bhlhe40	Foxo1	0.32026	0.52639	rgb(223,116,118)	1.6568	2,2
Hbp1	Acad8	0.32025	0.61412	rgb(224,100,101)	1.6568	None
Batf	Rabgap1l	0.32014	0.58203	rgb(223,106,107)	1.6567	2,2
Gabpa	Clk3	-0.32007	-0.6719	rgb( 71,128,243)	1.3334	2,2
Irf7	Vamp2	-0.31996	-0.49929	rgb(109,151,236)	1.3335	2,2
Myc	Tes	-0.31989	-0.83809	rgb( 35,106,249)	1.3335	2,2
Naif1	Rpl14	-0.31988	-0.55849	rgb( 96,143,238)	1.3335	2,2
Terf1	Ptpre	0.31979	0.78887	rgb(226, 66, 68)	1.6565	2,2
Sp5_Sp6	Lactb	0.31975	0.55991	rgb(223,110,111)	1.6565	2,2
Nr4a1	Wwp1	-0.31972	-0.6933	rgb( 67,125,243)	1.3336	2,2
Sp3	Wwp1	0.31966	0.70328	rgb(225, 83, 84)	1.6565	2,2
Pou2f2	Tsc22d3	0.3195	0.57489	rgb(223,107,108)	1.6564	2,2
Zfp429	Klrd1	0.31946	0.75892	rgb(225, 72, 74)	1.6564	2,2
Satb1	Eno3	-0.31941	-0.68688	rgb( 68,126,243)	1.3338	2,2
E2f1	Brd3	0.31913	0.5271	rgb(223,116,117)	1.6562	2,2
Zeb1	Tmed3	0.31885	0.45292	rgb(222,130,131)	1.6561	2,2
Zbtb7c	Tmbim1	-0.31878	-0.68545	rgb( 68,127,243)	1.3341	2,2
Snai2	Bmyc	0.31855	0.59201	rgb(224,104,105)	1.6559	2,2
Egr1	Retsat	0.31855	0.73823	rgb(225, 76, 77)	1.6559	2,2
Irf7	Klf2	-0.31851	-0.65835	rgb( 74,130,242)	1.3342	2,2
Elk3	Foxp1	-0.31844	-0.76034	rgb( 52,117,246)	1.3342	2,2
Klf2	Retsat	-0.31842	-0.78388	rgb( 47,114,247)	1.3343	2,2
Egr3	Ostf1	-0.31838	-0.56205	rgb( 95,143,238)	1.3343	2,2
Zfp260	Ccng2	0.31835	0.49358	rgb(222,123,124)	1.6558	2,2
Gata1	Gem	0.31834	0.56491	rgb(223,109,110)	1.6558	2,2
Mef2d	Actn1	0.31812	0.77033	rgb(225, 70, 71)	1.6557	2,2
Rela	Furin	-0.3181	-0.66049	rgb( 74,130,242)	1.3344	2,2
Zfpm1	Thap4	0.31809	0.65407	rgb(224, 92, 93)	1.6557	2,2
Batf	Vim	0.31807	0.56277	rgb(223,110,111)	1.6557	2,2
Bcl6	Rap1gds1	0.31797	0.42796	rgb(222,135,136)	1.6556	2,2
Hif1a	Ndrg2	0.31783	0.44437	rgb(222,132,133)	1.6555	2,2
Zfp276	Trappc10	0.31771	0.38588	rgb(221,143,144)	1.6555	2,2
Zfp28	Acsbg1	0.31755	0.53994	rgb(223,114,115)	1.6554	2,2
Zfp800	Bmyc	-0.31752	-0.59272	rgb( 88,139,240)	1.3347	2,2
Zfp263	Gart	-0.31726	-0.4408	rgb(121,159,234)	1.3348	2,2
Zfp263	Rras	0.31724	0.43581	rgb(222,134,135)	1.6552	2,2
Terf1	Nudt4	0.31722	0.74536	rgb(225, 75, 76)	1.6552	2,2
Foxp2	Tnfrsf13c	0.31721	0.5428	rgb(223,113,114)	1.6552	2,2
Irf7	Cd47	0.31713	0.44579	rgb(222,132,133)	1.6552	2,2
Klf12	Papss1	0.317	0.58631	rgb(223,105,106)	1.6551	2,2
Klf7	Trip10	0.317	0.67118	rgb(224, 89, 90)	1.6551	2,2
Klf5	Nucks1	-0.317	-0.60984	rgb( 85,137,240)	1.335	2,2
Bbx	Tspan6	0.31699	0.71398	rgb(225, 81, 82)	1.6551	2,2
Fli1	Ahnak	-0.31695	-0.59772	rgb( 87,138,240)	1.335	2,2
Zfp871	Ptbp2	0.31683	0.62482	rgb(224, 98, 99)	1.655	2,2
Stat4	Plac8	0.3168	0.83167	rgb(226, 58, 60)	1.655	2,2
Stat3	Sema7a	0.3168	0.49857	rgb(222,122,123)	1.655	2,2
Rbck1	Srpk1	-0.31671	-0.78745	rgb( 46,113,247)	1.3351	2,2
Relb	Ermp1	-0.3166	-0.81455	rgb( 40,109,248)	1.3352	2,2
Egr2	Dcxr	-0.31659	-0.43652	rgb(122,159,234)	1.3352	2,2
Klf7	Aes	0.3165	0.66262	rgb(224, 90, 92)	1.6549	2,2
Elk3	Dgat1	0.31647	0.54351	rgb(223,113,114)	1.6548	2,2
Nkx3-1	Herc4	0.31642	0.89444	rgb(227, 46, 48)	1.6548	2,2
Tcf12	Fundc2	-0.31635	-0.51213	rgb(106,149,236)	1.3353	2,2
Zfp426	Igfbp4	-0.31626	-0.53994	rgb(100,146,238)	1.3353	2,2
Clock	Aes	-0.31621	-0.68046	rgb( 69,127,243)	1.3354	2,2
Zfp9	Fam114a2	0.31592	0.6883	rgb(225, 86, 87)	1.6546	2,2
Atmin	Ss18	-0.31589	-0.69401	rgb( 66,125,243)	1.3355	2,2
Creb3l1	Tpd52	0.31584	0.57846	rgb(223,107,108)	1.6545	2,2
Zbtb33	Rnf181	-0.31579	-0.53281	rgb(101,147,237)	1.3356	2,2
Hsf4	Jmjd6	0.31579	0.69116	rgb(225, 85, 86)	1.6545	2,2
Atf3	Tapbp	-0.31579	-0.6291	rgb( 80,134,241)	1.3356	2,2
Hoxb1	Trib2	0.31543	0.58987	rgb(223,104,106)	1.6543	2,2
Zbtb7a	Ssbp4	0.31534	0.63552	rgb(224, 96, 97)	1.6543	2,2
Zfp960	F2rl1	-0.3153	-0.76534	rgb( 51,116,246)	1.3358	2,2
Sox4	Arid3a	-0.31526	-0.61769	rgb( 83,135,240)	1.3359	2,2
Nr4a2	Egln3	-0.31525	-0.65121	rgb( 76,131,242)	1.3359	2,2
Thap3	Utp20	-0.31524	-0.45578	rgb(118,157,234)	1.3359	2,2
Sp5_Sp6	Akap12	-0.31518	-0.6883	rgb( 68,126,243)	1.3359	2,2
E4f1	Socs2	-0.31497	-0.90228	rgb( 21, 98,251)	1.336	2,2
Sox15	Slc29a3	0.31476	0.51854	rgb(223,118,119)	1.654	2,2
Bbx	Pgs1	0.31467	0.55064	rgb(223,112,113)	1.6539	2,2
Rfx1	Il17a	0.31464	0.68331	rgb(225, 86, 88)	1.6539	2,2
E2f4	Hemk1	0.3146	0.69829	rgb(225, 84, 85)	1.6539	2,2
Zfp362	Slc35d1	0.31442	0.77746	rgb(226, 69, 70)	1.6538	2,2
Gabpa	Bmp2k	-0.31437	-0.58845	rgb( 89,139,239)	1.3363	2,2
Myc	Opn3	0.31434	0.70328	rgb(225, 83, 84)	1.6538	2,2
Dach2	Grina	0.31432	0.65121	rgb(224, 93, 94)	1.6538	2,2
Rreb1	Smarca2	0.31431	0.56847	rgb(223,108,110)	1.6538	2,2
Atf2	Cmah	0.31419	0.8873	rgb(227, 48, 49)	1.6537	2,2
Nr3c2	Tfg	0.31417	0.85449	rgb(226, 54, 56)	1.6537	2,2
Rela	Klf10	-0.31401	-0.59201	rgb( 89,139,239)	1.3365	2,2
Tead3	Serpinb6b	0.31397	0.4893	rgb(222,124,125)	1.6536	2,2
Creb1	Plk2	0.31391	0.58417	rgb(223,105,107)	1.6536	2,2
Nr3c1	Sema4a	-0.3139	-0.69044	rgb( 67,126,243)	1.3365	2,2
Creb1	Ifnar1	0.31385	0.5699	rgb(223,108,109)	1.6535	2,2
Cenpt	Pafah1b3	0.31379	0.5428	rgb(223,113,114)	1.6535	2,2
Creb5	Wee1	-0.31378	-0.52354	rgb(103,148,237)	1.3366	2,2
Cic	Naga	0.31368	0.5806	rgb(223,106,107)	1.6534	2,2
Fosl1	Agpat3	0.31366	0.50642	rgb(223,120,121)	1.6534	2,2
Hmg20b	Serpinb6b	0.31365	0.53495	rgb(223,115,116)	1.6534	2,2
Irf1	Agpat3	-0.31345	-0.50927	rgb(106,150,236)	1.3368	2,2
Trp53	Igf2r	0.31342	0.84308	rgb(226, 56, 58)	1.6533	2,2
Zfp146	Rnh1	-0.3134	-0.62054	rgb( 82,135,241)	1.3368	2,2
Xbp1	Gpr65	0.31339	0.71541	rgb(225, 80, 82)	1.6533	2,2
Zfp629	Ubiad1	-0.31338	-0.69757	rgb( 66,125,244)	1.3368	2,2
Tcf12	Dhcr7	0.31319	0.65835	rgb(224, 91, 93)	1.6532	2,2
Mybl1	Vim	0.31316	0.55563	rgb(223,111,112)	1.6532	2,2
Rarg	Igtp	-0.31316	-0.64979	rgb( 76,131,242)	1.3369	2,2
Spib	Ifnar1	0.31306	0.58345	rgb(223,106,107)	1.6531	2,2
Batf	Fez2	0.31305	0.81027	rgb(226, 62, 64)	1.6531	2,2
Ppara	Flot1	0.31303	0.56134	rgb(223,110,111)	1.6531	2,2
Zfp365	Slc19a2	0.31299	0.69686	rgb(225, 84, 85)	1.6531	2,2
Vdr	Sema4f	0.31286	0.61127	rgb(224,100,101)	1.653	2,2
Nfe2l2	Ssbp4	0.31283	0.64265	rgb(224, 94, 96)	1.653	2,2
E2f1	Erc1	0.31277	0.55278	rgb(223,111,113)	1.653	2,2
Cxxc5	Nsg2	0.31276	0.84379	rgb(226, 56, 58)	1.653	2,2
Dr1	Rexo4	-0.3127	-0.58773	rgb( 89,139,239)	1.3371	2,2
Zbtb7a	Mapk7	0.31269	0.50143	rgb(223,121,122)	1.6529	2,2
Ncoa1	Sorl1	0.31264	0.81027	rgb(226, 62, 64)	1.6529	2,2
Akna	Pde8a	0.31257	0.6933	rgb(225, 85, 86)	1.6529	2,2
Klf4	Chst12	0.31253	0.52068	rgb(223,118,119)	1.6529	2,2
Zfp281	Acvr1b	0.31246	0.64479	rgb(224, 94, 95)	1.6528	2,2
Myc	Hexb	-0.31242	-0.53067	rgb(102,147,237)	1.3373	2,2
Creb3l1	Hopx	0.31241	0.62625	rgb(224, 97, 99)	1.6528	2,2
Zfp882	Ethe1	-0.31217	-0.60342	rgb( 86,137,240)	1.3374	2,2
Hsf2	Pgam1	0.31203	0.73466	rgb(225, 77, 78)	1.6526	2,2
Stat1	Arid5a	0.31197	0.53852	rgb(223,114,115)	1.6526	2,2
Skil	Acvr1b	0.31193	0.62197	rgb(224, 98, 99)	1.6526	2,2
Atf6	Fbxo18	-0.31186	-0.50785	rgb(107,150,236)	1.3376	2,2
Satb1	Rrad	0.31177	0.69544	rgb(225, 84, 86)	1.6525	2,2
Nr2f1	Rasgrp2	-0.31177	-0.75464	rgb( 53,117,246)	1.3376	2,2
Rfx1	Lmna	0.31176	0.86305	rgb(226, 52, 54)	1.6525	2,2
Zfp869	Slc2a1	-0.31173	-0.51926	rgb(104,148,237)	1.3376	2,2
Foxp3	BC021614	0.31168	0.66548	rgb(224, 90, 91)	1.6524	2,2
Nr1d2	Cysltr1	0.31151	0.42725	rgb(222,135,136)	1.6523	2,2
Glis1	Ccl20	0.31146	0.699	rgb(225, 83, 85)	1.6523	2,2
Zbtb10	Rtp4	0.31142	0.71897	rgb(225, 80, 81)	1.6523	2,2
Zfp263	Ndrg1	0.31142	0.47504	rgb(222,126,127)	1.6523	2,2
Phf1	L1cam	0.31139	0.6883	rgb(225, 86, 87)	1.6523	2,2
Dmtf1	Zfp445	0.31133	0.50713	rgb(223,120,121)	1.6523	2,2
Klf12	Ccnd3	0.31133	0.55706	rgb(223,111,112)	1.6523	2,2
Zfp707	Sult2b1	0.31129	0.48573	rgb(222,124,125)	1.6522	2,2
Cebpb	Ifi203	0.31126	0.55777	rgb(223,110,112)	1.6522	2,2
Csda_Ybx2	Rbm15	0.31125	0.82168	rgb(226, 60, 62)	1.6522	2,2
Sp2	Rps14	0.31109	0.57989	rgb(223,106,107)	1.6521	2,2
Myc	Smyd5	0.31108	0.41726	rgb(222,137,138)	1.6521	2,2
Runx3	Cstf2t	0.31106	0.66191	rgb(224, 91, 92)	1.6521	2,2
Zfp341	Tnfsf4	-0.31103	-0.49929	rgb(109,151,236)	1.338	2,2
Meis1	Wdr1	0.31078	0.65977	rgb(224, 91, 92)	1.652	2,2
Rbpj	Trim12a	0.31077	0.6184	rgb(224, 99,100)	1.652	2,2
Irf9	Rsad2	0.31076	0.48716	rgb(222,124,125)	1.652	2,2
Zfp263	Samsn1	0.31074	0.53281	rgb(223,115,116)	1.652	2,2
Klf4	Lgals1	0.31067	0.57347	rgb(223,107,109)	1.6519	2,2
Vdr	Il2ra	0.31063	0.70613	rgb(225, 82, 84)	1.6519	2,2
Hmga1_Hmga1-rs1	Nfat5	0.31059	0.59914	rgb(224,103,104)	1.6519	2,2
Bhlhe40	Osbpl2	0.31054	0.88088	rgb(227, 49, 51)	1.6519	2,2
Nfkb2	Ahnak	0.31053	0.59201	rgb(224,104,105)	1.6518	2,2
Cebpg	Acsl4	0.31037	0.49929	rgb(222,122,123)	1.6518	2,2
Fosl1	Fbxo11	-0.31034	-0.71184	rgb( 63,123,244)	1.3383	2,2
Sp2	Nfil3	0.31031	0.56705	rgb(223,109,110)	1.6517	2,2
Fosl1	Cyp11a1	0.3103	0.6398	rgb(224, 95, 96)	1.6517	2,2
Creb1	Tsc22d3	0.31027	0.56776	rgb(223,109,110)	1.6517	2,2
Prrx1	Rbms2	0.31025	0.60699	rgb(224,101,102)	1.6517	2,2
Elf1	Notch1	-0.31021	-0.50713	rgb(107,150,236)	1.3384	2,2
Mef2d	Inhba	-0.31005	-0.69615	rgb( 66,125,243)	1.3385	2,2
Irf7	Pde7a	0.30999	0.76605	rgb(225, 71, 72)	1.6516	2,2
Tigd2	Spry1	-0.30988	-0.71969	rgb( 61,122,244)	1.3386	2,2
Hbp1	Ephx1	0.30967	0.51427	rgb(223,119,120)	1.6514	2,2
Ikzf4	Socs1	-0.30962	-0.78245	rgb( 47,114,247)	1.3387	2,2
Sp2	Larp4b	-0.30959	-0.56134	rgb( 95,143,238)	1.3387	2,2
Zfp354c	Cog6	0.30954	0.7796	rgb(226, 68, 70)	1.6513	2,2
Jdp2	Tyw1	0.3095	0.77247	rgb(225, 69, 71)	1.6513	2,2
Runx2	Rorc	-0.30943	-0.56491	rgb( 94,142,238)	1.3388	2,2
Etv2	Itpr3	-0.3094	-0.44294	rgb(121,159,234)	1.3388	2,2
Stat1	Il12rb2	0.30927	0.44009	rgb(222,133,134)	1.6512	2,2
Nfe2	Padi2	0.30922	0.75749	rgb(225, 72, 74)	1.6512	2,2
Nr4a1	Ubiad1	0.30918	0.73538	rgb(225, 77, 78)	1.6512	2,2
Plag1	Rara	0.30918	0.51712	rgb(223,118,119)	1.6512	2,2
Zfp219	Gimap7	0.30918	0.58131	rgb(223,106,107)	1.6512	2,2
Zfp703	Cdc25b	0.30916	0.43509	rgb(222,134,135)	1.6512	2,2
Fli1	Pla2g12a	0.30916	0.64907	rgb(224, 93, 94)	1.6512	2,2
Mef2d	Sf3b3	0.30911	0.43438	rgb(222,134,135)	1.6511	2,2
Ets1	Anxa2	0.30899	0.53852	rgb(223,114,115)	1.6511	2,2
Sp3	Adam9	0.30899	0.57418	rgb(223,107,108)	1.6511	2,2
Sox6	Wdr1	0.30894	0.69187	rgb(225, 85, 86)	1.651	2,2
Foxo3	Eif4e3	0.30882	0.66476	rgb(224, 90, 91)	1.651	2,2
Egr1	Tapbpl	0.30878	0.72825	rgb(225, 78, 79)	1.651	2,2
Nfe2	Nfkbie	-0.30868	-0.81598	rgb( 40,109,248)	1.3392	2,2
Sp3	Ndrg2	0.30857	0.43509	rgb(222,134,135)	1.6509	2,2
Hif1a	Bmpr1a	0.30849	0.56419	rgb(223,109,110)	1.6508	2,2
Meis3	Pkp4	0.30825	0.6127	rgb(224,100,101)	1.6507	2,2
Zfp652	Igtp	0.30822	0.64622	rgb(224, 94, 95)	1.6507	2,2
Vdr	Sh2b1	0.30821	0.47432	rgb(222,126,127)	1.6507	2,2
Myc	Cdk5	-0.3081	-0.50143	rgb(108,151,236)	1.3395	2,2
Bcl6	Sh3bp1	0.30809	0.60842	rgb(224,101,102)	1.6506	2,2
Batf	Dusp2	-0.30795	-0.76034	rgb( 52,117,246)	1.3395	2,2
Sp2	Ypel3	0.30786	0.41655	rgb(222,137,138)	1.6505	2,2
Rest	Tmed3	0.30776	0.42297	rgb(222,136,137)	1.6504	2,2
Tbx21	Erc1	0.30768	0.57775	rgb(223,107,108)	1.6504	2,2
Stat4	Tnfsf11	-0.30765	-0.73252	rgb( 58,120,245)	1.3397	2,2
Msc	Prickle1	0.3076	0.78887	rgb(226, 66, 68)	1.6504	2,2
Ppara	Idh1	0.30759	0.5806	rgb(223,106,107)	1.6504	2,2
Hey1	Tnrc6a	0.30756	0.50571	rgb(223,120,121)	1.6503	2,2
Egr1	Bmyc	0.30752	0.57632	rgb(223,107,108)	1.6503	2,2
Bcl6	Il17a	0.30747	0.62126	rgb(224, 98,100)	1.6503	2,2
Fosb	Reps1	0.30746	0.63837	rgb(224, 95, 96)	1.6503	2,2
Nfkb2	Sun1	0.30736	0.65264	rgb(224, 92, 94)	1.6502	2,2
Sox6	Gap43	0.30723	0.71541	rgb(225, 80, 82)	1.6502	2,2
Klf2	Ivd	-0.30714	-0.79957	rgb( 43,111,247)	1.34	2,2
Nfe2	Capg	0.30702	0.699	rgb(225, 83, 85)	1.6501	2,2
Trp53	Aste1	0.30702	0.81954	rgb(226, 60, 62)	1.6501	2,2
Myc	Pstpip1	-0.30701	-0.53638	rgb(101,146,237)	1.34	2,2
Irf5	Chchd7	0.30699	0.51926	rgb(223,118,119)	1.6501	2,2
Myc	Gsn	-0.30694	-0.57703	rgb( 92,141,239)	1.3401	2,2
Gata1	Acad9	-0.30691	-0.73466	rgb( 58,120,245)	1.3401	2,2
Atmin	Ick	0.30685	0.52639	rgb(223,116,118)	1.65	2,2
Ankzf1	Bnip3	0.30654	0.41583	rgb(222,138,138)	1.6498	2,2
Zfp184	Gpr83	-0.30646	-0.69472	rgb( 66,125,243)	1.3403	2,2
Irf9	Hist1h1c	0.30644	0.38873	rgb(221,143,144)	1.6498	2,2
Atf3	Lbh	-0.30635	-0.64836	rgb( 76,131,242)	1.3404	2,2
Cux1	Ormdl1	0.30619	0.76248	rgb(225, 71, 73)	1.6497	2,2
Maff	Atp6v1d	0.30616	0.50499	rgb(223,121,122)	1.6496	None
Gabpa	Tnfrsf1a	-0.30593	-0.699	rgb( 65,125,244)	1.3406	2,2
Gli3	Uqcrq	-0.3059	-0.61341	rgb( 84,136,240)	1.3406	2,2
Myt1l	Slc29a3	0.3059	0.52282	rgb(223,117,118)	1.6495	2,2
Nfia	Il3	0.30568	0.68046	rgb(224, 87, 88)	1.6494	2,2
Zfp9	Ifitm1	0.30561	0.66405	rgb(224, 90, 91)	1.6494	2,2
Fosl1	Pltp	0.30558	0.79529	rgb(226, 65, 67)	1.6494	2,2
Tef	Slc25a30	0.30557	0.67261	rgb(224, 89, 90)	1.6493	2,2
Klf4	Rbmx	-0.30554	-0.6505	rgb( 76,131,242)	1.3408	2,2
Mlxipl	Lime1	-0.30552	-0.51498	rgb(105,149,237)	1.3408	2,2
Bcl6	Nsf	0.30545	0.60128	rgb(224,102,103)	1.6493	2,2
Tal2	Ccl4	0.3053	0.65193	rgb(224, 92, 94)	1.6492	2,2
Fosl1	Prpsap2	-0.30524	-0.54565	rgb( 99,145,238)	1.3409	2,2
Rreb1	Sox4	0.30521	0.72539	rgb(225, 78, 80)	1.6492	2,2
Sp3	Rnh1	0.30511	0.60842	rgb(224,101,102)	1.6491	2,2
Pou2f2	Wrnip1	-0.30509	-0.58987	rgb( 89,139,239)	1.341	2,2
Klf7	Sertad3	0.30509	0.43367	rgb(222,134,135)	1.6491	2,2
Etv5	C2cd2l	0.305	0.43153	rgb(222,135,135)	1.6491	2,2
Foxn2	Traf3	-0.30499	-0.49073	rgb(111,152,236)	1.341	2,2
Srebf2	Itpk1	0.30498	0.42582	rgb(222,136,137)	1.649	2,2
Stat3	Trib2	0.30496	0.58345	rgb(223,106,107)	1.649	2,2
Zkscan1	Tex15	0.30494	0.86377	rgb(227, 52, 54)	1.649	2,2
Tcf12	Rabgap1l	0.30469	0.58702	rgb(223,105,106)	1.6489	2,2
Tal2	Nppc	0.30462	0.65335	rgb(224, 92, 94)	1.6489	2,2
Nr3c1	Creb3l2	-0.30461	-0.67118	rgb( 71,128,243)	1.3412	2,2
Tef	Pfkp	0.30457	0.63552	rgb(224, 96, 97)	1.6488	2,2
Dbp	Nedd9	0.30446	0.7311	rgb(225, 77, 79)	1.6488	2,2
Bcl6	Pgrmc1	-0.30441	-0.5592	rgb( 96,143,238)	1.3413	2,2
Hey1	Il10rb	-0.30433	-0.59201	rgb( 89,139,239)	1.3414	2,2
E2f4	Kdelc1	0.30405	0.54636	rgb(223,113,114)	1.6486	2,2
Dbp	Fap	0.30397	0.73324	rgb(225, 77, 78)	1.6485	2,2
Sp2	Mfge8	0.30389	0.59201	rgb(224,104,105)	1.6485	2,2
Satb1	Tgoln1	0.30383	0.70328	rgb(225, 83, 84)	1.6485	2,2
Nkx3-1	Fut8	0.30382	0.72611	rgb(225, 78, 80)	1.6485	2,2
Ets1	Vegfb	0.30382	0.58203	rgb(223,106,107)	1.6485	2,2
Lef1	Pxn	0.30366	0.72967	rgb(225, 78, 79)	1.6484	2,2
Fli1	Rabggta	0.30362	0.78031	rgb(226, 68, 70)	1.6484	2,2
Zic2	Nfatc1	0.30357	0.61341	rgb(224,100,101)	1.6483	2,2
Irf2	Tcf12	0.30353	0.64123	rgb(224, 95, 96)	1.6483	2,2
Rara	Gata3	0.30339	0.57061	rgb(223,108,109)	1.6482	2,2
Homez	Pgs1	-0.30333	-0.5	rgb(109,151,236)	1.3419	2,2
Stat4	Flt3l	0.3032	0.49215	rgb(222,123,124)	1.6481	2,2
Fosl1	Ubtd1	0.30316	0.54636	rgb(223,113,114)	1.6481	2,2
Thap2	Zfp426	0.30313	0.65335	rgb(224, 92, 94)	1.6481	2,2
Irf7	Anln	0.303	0.33595	rgb(221,153,154)	1.648	2,2
Zfp385a	Slc19a2	0.30294	0.73181	rgb(225, 77, 79)	1.648	2,2
Meis1	Dusp1	-0.30285	-0.63552	rgb( 79,133,241)	1.3421	2,2
Gabpa	Rgs14	-0.30283	-0.69187	rgb( 67,126,243)	1.3421	2,2
Zfp68	Gusb	-0.30281	-0.62482	rgb( 81,135,241)	1.3421	2,2
Rreb1	Prkcd	0.30276	0.65407	rgb(224, 92, 93)	1.6479	2,2
Pparg	Gart	0.30272	0.43295	rgb(222,134,135)	1.6479	2,2
Casz1	Maff	0.3027	0.65335	rgb(224, 92, 94)	1.6479	2,2
Zfp280d	Fau	-0.30259	-0.48359	rgb(112,153,235)	1.3422	2,2
Lcor	Rnf113a1	0.30259	0.58131	rgb(223,106,107)	1.6478	2,2
Foxf2	Dlst	0.30253	0.73894	rgb(225, 76, 77)	1.6478	2,2
Ovol1	H1f0	-0.30252	-0.62197	rgb( 82,135,241)	1.3423	2,2
E4f1	Trpv2	-0.30248	-0.54565	rgb( 99,145,238)	1.3423	2,2
Irf5	Taf7	0.30239	0.602	rgb(224,102,103)	1.6477	2,2
Nfia	Ccr7	0.30239	0.7903	rgb(226, 66, 68)	1.6477	2,2
Klf12	Skap2	0.30236	0.36805	rgb(221,147,147)	1.6477	2,2
Maf	Ppp3cc	0.30236	0.63195	rgb(224, 96, 98)	1.6477	2,2
Runx2	Kctd12	0.30222	0.72111	rgb(225, 79, 81)	1.6477	2,2
Nr2f1	Ncs1	0.30213	0.6719	rgb(224, 89, 90)	1.6476	2,2
Tef	Ifi203	-0.30211	-0.55492	rgb( 97,144,238)	1.3425	2,2
Zfp263	Rtn4	0.30208	0.56491	rgb(223,109,110)	1.6476	2,2
Hif1a	Vdac1	0.30205	0.7368	rgb(225, 76, 78)	1.6476	2,2
Ikzf5	Il1r1	0.30197	0.5806	rgb(223,106,107)	1.6475	2,2
Pparg	Tg	-0.30195	-0.76177	rgb( 52,116,246)	1.3426	2,2
Zfp169	Smg5	0.30183	0.4622	rgb(222,129,130)	1.6475	2,2
Sp3	Cxcr4	0.30182	0.62981	rgb(224, 97, 98)	1.6475	2,2
Hey1	Clybl	-0.30182	-0.42582	rgb(125,161,233)	1.3426	2,2
Pcgf2	Tulp3	0.3018	0.50999	rgb(223,120,121)	1.6474	2,2
Mlxipl	Sra1	-0.30178	-0.51997	rgb(104,148,237)	1.3427	2,2
Zfp429	Kifc3	-0.30165	-0.74322	rgb( 56,119,245)	1.3427	2,2
E2f1	Ctnna1	0.30136	0.58488	rgb(223,105,106)	1.6472	2,2
Stat3	Prickle1	-0.30134	-0.78959	rgb( 46,113,247)	1.3429	2,2
Sp2	Auh	0.30132	0.52068	rgb(223,118,119)	1.6472	2,2
Sp5_Sp6	Pts	0.30129	0.60057	rgb(224,102,103)	1.6472	2,2
AU041133	Fyco1	0.30112	0.4408	rgb(222,133,134)	1.6471	2,2
Atf2	Tspyl4	0.30106	0.79601	rgb(226, 65, 67)	1.6471	2,2
Hbp1	Slc6a6	-0.30095	-0.80171	rgb( 43,111,247)	1.3431	2,2
Sgsm2	Rgs16	-0.30095	-0.90942	rgb( 20, 97,252)	1.3431	2,2
Fos	Tnfsf9	0.30083	0.63338	rgb(224, 96, 97)	1.6469	2,2
Rest	Nme4	0.30075	0.65121	rgb(224, 93, 94)	1.6469	2,2
Jund	Ppcdc	0.30067	0.49215	rgb(222,123,124)	1.6469	2,2
Zfp329	Gripap1	0.30048	0.64836	rgb(224, 93, 94)	1.6468	2,2
Elf1	Plaur	0.30034	0.73181	rgb(225, 77, 79)	1.6467	2,2
Bcl6	Pcbp4	0.30023	0.50856	rgb(223,120,121)	1.6466	2,2
Msx2	Smg5	0.30019	0.49001	rgb(222,123,124)	1.6466	2,2
Foxo3	Igf2r	0.30017	0.82953	rgb(226, 59, 60)	1.6466	2,2
Nr1i3	Glipr1	-0.30013	-0.53566	rgb(101,146,237)	1.3435	2,2
Tcf3	Cox7a2l	0.30012	0.49857	rgb(222,122,123)	1.6466	2,2
Lhx6	Nucb2	0.30006	0.78459	rgb(226, 67, 69)	1.6466	2,2
Zfp608	Pten	0.30006	0.69472	rgb(225, 84, 86)	1.6466	2,2
Klf5	Ebag9	-0.30001	-0.58702	rgb( 90,140,239)	1.3436	2,2
Cebpb	Tnfsf4	0.29997	0.52568	rgb(223,117,118)	1.6465	2,2
Irf5	Tspan5	-0.2999	-0.61626	rgb( 83,136,240)	1.3436	2,2
Zeb2	Adora2a	0.29977	0.74465	rgb(225, 75, 76)	1.6464	2,2
Bhlhe40	Rcan3	0.29952	0.58916	rgb(223,104,106)	1.6463	2,2
Zbtb33	Cmah	-0.29945	-0.79886	rgb( 44,112,247)	1.3438	2,2
Zzz3	Sra1	-0.29941	-0.40656	rgb(129,163,232)	1.3439	2,2
