TF	Target	confidence	rank	stroke	stroke-width	stroke-dasharray
Foxb1	Ms4a4c	0.055277	0.090129	rgb(218,200,200)	1.5251	2,2
Lhx2	Trp53i13	0.055274	0.11803	rgb(218,194,195)	1.5251	2,2
Six1	Socs2	0.05526	0.10086	rgb(218,198,198)	1.5251	None
Foxc1	Agpat3	-0.055255	-0.083691	rgb(199,206,220)	1.4695	2,2
Usf2	Dctn4	-0.055254	-0.12232	rgb(190,201,222)	1.4695	2,2
Klf4	Eif4ebp1	0.055126	0.075107	rgb(218,203,203)	1.525	2,2
Egr2	Zfp36l2	0.055098	0.090129	rgb(218,200,200)	1.525	2,2
Nr3c2	Vamp2	0.05509	0.081545	rgb(218,201,202)	1.525	2,2
Pknox1	Slc9a3r1	-0.055086	-0.12232	rgb(190,201,222)	1.4696	2,2
Trp53	Serpinc1	0.055086	0.092275	rgb(218,199,200)	1.525	2,2
Nfe2l2	Arid5a	0.055078	0.051502	rgb(218,207,207)	1.525	2,2
Rreb1	Il12rb1	-0.055073	-0.064378	rgb(203,209,219)	1.4696	2,2
Thrb	Vav1	-0.055066	-0.1867	rgb(176,192,224)	1.4696	2,2
Irf1	Foxo1	0.055055	0.098712	rgb(218,198,198)	1.5249	2,2
Sp3	Nln	-0.055041	-0.14378	rgb(186,198,222)	1.4696	2,2
Zfhx3	Smg5	0.055033	0.12446	rgb(218,193,193)	1.5249	None
Irf7	Ifi203	0.05501	0.10515	rgb(218,197,197)	1.5249	2,2
Etv5	Cdk6	0.054981	0.13305	rgb(218,192,192)	1.5249	2,2
Rreb1	Exoc4	-0.054974	-0.18455	rgb(177,193,224)	1.4696	2,2
Mitf	Rab21	0.054965	0.15665	rgb(219,187,187)	1.5249	2,2
Foxb1	Cd79b	0.054958	0.13734	rgb(219,191,191)	1.5249	None
Foxb1	Arhgdig	-0.054943	-0.092275	rgb(197,205,221)	1.4697	2,2
Nr1i3	Cndp2	0.054932	0.10515	rgb(218,197,197)	1.5249	2,2
Nr4a1	Gpr146	0.05491	0.13519	rgb(218,191,191)	1.5249	2,2
Snai3	Cish	0.054903	0.16524	rgb(219,185,186)	1.5249	2,2
Runx3	Fbxw2	0.054892	0.083691	rgb(218,201,201)	1.5249	2,2
Foxj1	Slc4a8	-0.054887	-0.103	rgb(195,203,221)	1.4697	2,2
Hmx3	Stat4	0.054848	0.13305	rgb(218,192,192)	1.5248	2,2
Klf4	Pmm1	0.054835	0.081545	rgb(218,201,202)	1.5248	2,2
Sox21	Bcl2l1	-0.054831	-0.1073	rgb(194,203,221)	1.4697	2,2
Sp4	Ankmy2	0.054818	0.090129	rgb(218,200,200)	1.5248	2,2
Rfx3	Cln6	0.05477	0.15021	rgb(219,188,189)	1.5248	2,2
Myc	Nsmaf	0.054751	0.13305	rgb(218,192,192)	1.5248	2,2
Zfp219	Tex15	0.054741	0.1073	rgb(218,197,197)	1.5248	2,2
Pou2f2	Rasgrp1	0.054707	0.12876	rgb(218,192,193)	1.5248	2,2
Prrx1	Ecm1	-0.0547	-0.14592	rgb(185,198,223)	1.4698	2,2
Hif3a	Hmgcr	-0.054683	-0.15665	rgb(183,196,223)	1.4698	2,2
Sp3	Lbh	0.054676	0.21674	rgb(219,176,176)	1.5248	2,2
Irf5	Mbp	0.05467	0.079399	rgb(218,202,202)	1.5248	2,2
Sp2	Rreb1	-0.054669	-0.079399	rgb(200,207,220)	1.4698	2,2
Sp4	Ulk2	0.054662	0.13734	rgb(219,191,191)	1.5248	2,2
Nr4a3	Nme4	0.054646	0.11159	rgb(218,196,196)	1.5247	2,2
Fli1	Lta	-0.054632	-0.103	rgb(195,203,221)	1.4698	2,2
Fli1	Eef1a1	0.054609	0.1824	rgb(219,182,183)	1.5247	2,2
Zfp263	Tnfrsf25	-0.054585	-0.16738	rgb(181,195,223)	1.4698	2,2
Cebpb	0610007P14Rik	-0.054585	-0.092275	rgb(197,205,221)	1.4698	2,2
Jun	Nt5e	-0.054565	-0.17382	rgb(179,194,224)	1.4698	2,2
Klf7	Mfge8	-0.054531	-0.14378	rgb(186,198,222)	1.4699	2,2
Zbtb7a	Pim1	0.05449	0.103	rgb(218,197,198)	1.5247	2,2
Sp2	Dtl	0.054481	0.070815	rgb(218,203,204)	1.5247	2,2
Zfp263	Xpnpep1	0.054461	0.11159	rgb(218,196,196)	1.5247	2,2
Junb	Ubtd1	0.05444	0.16738	rgb(219,185,185)	1.5246	2,2
Irf2	Runx1	-0.054436	-0.14807	rgb(185,197,223)	1.4699	2,2
Pknox1	Pvt1	0.054415	0.085837	rgb(218,201,201)	1.5246	2,2
Trps1	Minpp1	-0.054403	-0.096567	rgb(196,204,221)	1.4699	2,2
Zbtb6	Sec14l1	0.054403	0.14378	rgb(219,190,190)	1.5246	2,2
Sp5_Sp6	Arhgap12	-0.054395	-0.11159	rgb(193,202,221)	1.4699	2,2
Sp2	Tgm2	0.054377	0.075107	rgb(218,203,203)	1.5246	2,2
Tbx21	Cdk6	0.05437	0.12232	rgb(218,194,194)	1.5246	2,2
Cebpb	Sult2b1	0.054367	0.083691	rgb(218,201,201)	1.5246	2,2
Hhex	Dctn4	-0.054346	-0.12232	rgb(190,201,222)	1.47	2,2
Cebpb	Il1rn	-0.054335	-0.103	rgb(195,203,221)	1.47	2,2
Rora	Phlda3	-0.054329	-0.10515	rgb(194,203,221)	1.47	2,2
Mycn	Sav1	-0.054328	-0.11159	rgb(193,202,221)	1.47	2,2
Rora	Dbt	-0.054317	-0.13519	rgb(188,199,222)	1.47	2,2
Csda_Ybx2	Map3k8	0.05431	0.13948	rgb(219,190,191)	1.5246	2,2
Gli1	Lif	0.054289	0.066524	rgb(218,204,204)	1.5246	2,2
Runx2	Snx9	0.054283	0.079399	rgb(218,202,202)	1.5246	2,2
Nfatc1	Tle1	0.054271	0.15665	rgb(219,187,187)	1.5246	2,2
Meis1	Lmna	0.054267	0.13734	rgb(219,191,191)	1.5246	2,2
Foxo3	Ptprj	0.054263	0.10944	rgb(218,196,196)	1.5246	2,2
Sox13	Akr1c13	-0.054261	-0.13305	rgb(188,199,222)	1.47	2,2
Gabpa	Slc9a8	-0.05426	-0.098712	rgb(196,204,221)	1.47	2,2
Zfx	Slc14a1	0.054213	0.077253	rgb(218,202,202)	1.5245	2,2
Batf	Lgals3	0.054196	0.103	rgb(218,197,198)	1.5245	2,2
Sox6	Nefh	-0.054192	-0.10086	rgb(195,204,221)	1.47	2,2
Zfp281	BC021614	-0.054167	-0.1309	rgb(189,200,222)	1.47	None
Hdx	Ms4a4c	-0.054164	-0.081545	rgb(199,206,220)	1.47	2,2
Zfp105	Cnot1	-0.05416	-0.16738	rgb(181,195,223)	1.47	2,2
Sp3	Stx7	0.054154	0.10086	rgb(218,198,198)	1.5245	2,2
Foxo3	Tex2	0.054141	0.11588	rgb(218,195,195)	1.5245	2,2
Lcor	Rxra	0.054138	0.10515	rgb(218,197,197)	1.5245	2,2
Stat3	Rap2b	-0.054129	-0.12876	rgb(189,200,222)	1.4701	2,2
Nr1h2_Nr1h3	Chd7	-0.054121	-0.081545	rgb(199,206,220)	1.4701	2,2
Stat4	Ddr1	0.054113	0.092275	rgb(218,199,200)	1.5245	2,2
Rfx3	Plk2	-0.054064	-0.22318	rgb(169,188,225)	1.4701	2,2
E2f1	Slc2a1	0.054055	0.079399	rgb(218,202,202)	1.5244	2,2
Elf1	Ddit3	-0.054052	-0.15236	rgb(184,197,223)	1.4701	2,2
Rfx2	Qars	0.05404	0.13948	rgb(219,190,191)	1.5244	2,2
Bbx	Pvt1	-0.05404	-0.103	rgb(195,203,221)	1.4701	2,2
Srf	Fosl2	0.054031	0.12017	rgb(218,194,194)	1.5244	2,2
Zfx	Acss1	0.054005	0.096567	rgb(218,199,199)	1.5244	2,2
Atf3	Il17a	0.053997	0.087983	rgb(218,200,200)	1.5244	2,2
Foxf2	Gpr83	-0.053955	-0.098712	rgb(196,204,221)	1.4701	2,2
Hmg20b	Papss1	-0.05394	-0.098712	rgb(196,204,221)	1.4702	2,2
Sp2	Pde7a	0.053889	0.13305	rgb(218,192,192)	1.5244	2,2
Fos	Cxcr6	0.053883	0.13734	rgb(219,191,191)	1.5244	2,2
Ebf1	Gem	-0.053882	-0.11159	rgb(193,202,221)	1.4702	2,2
Etv6	Mettl8	0.053861	0.12876	rgb(218,192,193)	1.5243	2,2
Hmx3	Ly9	0.053844	0.18884	rgb(219,181,181)	1.5243	2,2
Elk3	Anxa11	0.053831	0.11373	rgb(218,195,196)	1.5243	2,2
Crem	Trib1	0.053818	0.094421	rgb(218,199,199)	1.5243	2,2
Arid2	Plekho1	-0.053802	-0.12446	rgb(190,201,222)	1.4702	2,2
Etv6	1110057K04Rik	0.053794	0.13519	rgb(218,191,191)	1.5243	2,2
Plag1	Lactb	0.053751	0.15021	rgb(219,188,189)	1.5243	2,2
Sp3	Srxn1	-0.053749	-0.19528	rgb(175,191,224)	1.4703	2,2
Hbp1	Runx1	0.053748	0.13519	rgb(218,191,191)	1.5243	2,2
Zfp148	Gabbr1	0.053748	0.05794	rgb(218,206,206)	1.5243	2,2
Rora	Ubtd1	0.053747	0.1867	rgb(219,181,182)	1.5243	2,2
Nr4a1	Vps37b	0.053738	0.092275	rgb(218,199,200)	1.5243	2,2
Insm1	Fbxo21	-0.053712	-0.13305	rgb(188,199,222)	1.4703	2,2
Zbtb7c	Phldb1	0.053686	0.11159	rgb(218,196,196)	1.5243	2,2
Fos	Ppp1r10	0.053635	0.15236	rgb(219,188,188)	1.5242	2,2
Zfp110_Zfp369	Traf6	-0.053634	-0.16524	rgb(181,195,223)	1.4703	2,2
Erg	Lgals1	-0.053629	-0.081545	rgb(199,206,220)	1.4703	2,2
Ahctf1	Anxa11	-0.053616	-0.103	rgb(195,203,221)	1.4703	2,2
Ets1	Wdr1	0.053607	0.14378	rgb(219,190,190)	1.5242	2,2
Irf4	Egr2	0.053591	0.10515	rgb(218,197,197)	1.5242	2,2
Irf8	Frmd4b	0.053582	0.10944	rgb(218,196,196)	1.5242	2,2
Smad3	Sorl1	-0.053553	-0.081545	rgb(199,206,220)	1.4703	2,2
Foxo3	Xrcc5	-0.053542	-0.096567	rgb(196,204,221)	1.4704	2,2
Sp2	Eef1a1	-0.053537	-0.25107	rgb(163,184,227)	1.4704	2,2
Foxs1	Lpp	0.053536	0.098712	rgb(218,198,198)	1.5242	2,2
Fos	Dynll2	-0.053516	-0.072961	rgb(201,207,220)	1.4704	2,2
Zbtb7b	Rab4b	0.05351	0.090129	rgb(218,200,200)	1.5242	2,2
Egr4	Exosc8	0.053491	0.16953	rgb(219,185,185)	1.5242	2,2
Fos	Sell	0.053489	0.087983	rgb(218,200,200)	1.5242	2,2
Nfil3	Gltscr2	0.053483	0.10086	rgb(218,198,198)	1.5242	2,2
Elf1	P4hb	-0.053444	-0.13519	rgb(188,199,222)	1.4704	2,2
Foxo1	Tbxa2r	0.053444	0.12446	rgb(218,193,193)	1.5241	2,2
Vdr	Sh3bp5	-0.053431	-0.11373	rgb(192,202,221)	1.4704	2,2
Zfp263	Casp3	0.053423	0.12232	rgb(218,194,194)	1.5241	2,2
Tet1	Pafah1b3	-0.053388	-0.094421	rgb(197,205,221)	1.4704	2,2
Six1	Ramp3	-0.053333	-0.11803	rgb(191,201,221)	1.4705	2,2
Fos	Egln1	-0.053318	-0.1588	rgb(183,196,223)	1.4705	2,2
Foxa1	Runx2	-0.053294	-0.14807	rgb(185,197,223)	1.4705	2,2
Fosl1	Dcxr	-0.053288	-0.11803	rgb(191,201,221)	1.4705	2,2
Zbtb4	Tulp3	0.053285	0.081545	rgb(218,201,202)	1.5241	2,2
Irf4	Gap43	-0.053275	-0.070815	rgb(202,208,220)	1.4705	2,2
Sox5	Ptpn2	-0.053266	-0.15665	rgb(183,196,223)	1.4705	2,2
Rora	Nfe2l2	0.05326	0.11159	rgb(218,196,196)	1.524	2,2
Pknox1	H2afx	-0.053233	-0.070815	rgb(202,208,220)	1.4705	2,2
Klf2	Myd88	0.05323	0.13305	rgb(218,192,192)	1.524	2,2
Fos	Rps6ka3	0.053209	0.13305	rgb(218,192,192)	1.524	2,2
Klf5	Mapk3	-0.053185	-0.10515	rgb(194,203,221)	1.4705	2,2
Nfe2l2	Ets1	0.053184	0.13948	rgb(219,190,191)	1.524	2,2
Dmrta2	Nupr1	0.053164	0.17167	rgb(219,184,185)	1.524	2,2
Fli1	Dyx1c1	-0.05316	-0.079399	rgb(200,207,220)	1.4705	2,2
Ikzf2	Cst3	-0.05316	-0.13948	rgb(187,199,222)	1.4705	2,2
Nfkb1	Tnfrsf1a	-0.053155	-0.11588	rgb(192,202,221)	1.4705	2,2
Klf9	Eef1a1	0.053153	0.21245	rgb(219,176,177)	1.524	2,2
Batf3	Tm9sf4	-0.053152	-0.1073	rgb(194,203,221)	1.4706	2,2
Zbtb6	Flot1	0.053126	0.094421	rgb(218,199,199)	1.524	2,2
Bhlhe40	Utp20	-0.053122	-0.085837	rgb(198,206,220)	1.4706	2,2
Sall3	Cd4	-0.053107	-0.079399	rgb(200,207,220)	1.4706	2,2
Thra	Eno3	0.053093	0.11588	rgb(218,195,195)	1.524	2,2
Nr3c1	Qser1	0.053051	0.12232	rgb(218,194,194)	1.5239	2,2
Gli3	Arhgef3	0.053032	0.077253	rgb(218,202,202)	1.5239	2,2
Sp2	Igfbp7	0.052991	0.1073	rgb(218,197,197)	1.5239	2,2
Sp7_Sp8...	Nsmaf	0.052988	0.1824	rgb(219,182,183)	1.5239	2,2
Rxrb	Tmtc4	-0.052969	-0.087983	rgb(198,205,220)	1.4706	2,2
Zfp263	Litaf	0.052948	0.13519	rgb(218,191,191)	1.5239	2,2
Prdm1	Nsg2	-0.052931	-0.085837	rgb(198,206,220)	1.4707	2,2
Zfp281	Tiparp	-0.052919	-0.085837	rgb(198,206,220)	1.4707	2,2
Irf8	Slfn2	-0.05291	-0.13305	rgb(188,199,222)	1.4707	2,2
Jund	Cltb	0.052893	0.13305	rgb(218,192,192)	1.5239	2,2
Lcor	Tnf	-0.052892	-0.10086	rgb(195,204,221)	1.4707	2,2
Hhex	Ifitm3	-0.052874	-0.13948	rgb(187,199,222)	1.4707	None
Elf1	Marcks	0.052858	0.1588	rgb(219,187,187)	1.5238	2,2
Stat2	Cog6	-0.052848	-0.096567	rgb(196,204,221)	1.4707	2,2
Tead1	St7	0.052834	0.13305	rgb(218,192,192)	1.5238	2,2
Egr1	Lgals3	0.052812	0.12446	rgb(218,193,193)	1.5238	2,2
Gli3	Etv6	-0.052766	-0.11803	rgb(191,201,221)	1.4707	2,2
Myc	Prkd3	-0.052764	-0.094421	rgb(197,205,221)	1.4707	2,2
Nr3c2	Vapb	-0.052761	-0.21459	rgb(170,189,225)	1.4707	2,2
Klf5	Hspg2	0.052761	0.14163	rgb(219,190,190)	1.5238	2,2
Zfp105	Pltp	0.052734	0.13305	rgb(218,192,192)	1.5238	2,2
Ddit3	Ulk2	0.052717	0.11588	rgb(218,195,195)	1.5238	2,2
Bcl6	Chst12	0.052715	0.081545	rgb(218,201,202)	1.5238	2,2
Runx2	Ninj1	-0.052712	-0.1309	rgb(189,200,222)	1.4708	2,2
Etv2	Nudt8	-0.052706	-0.12661	rgb(190,200,222)	1.4708	2,2
Rfx3	Atp6v1g1	-0.052687	-0.16953	rgb(180,195,223)	1.4708	2,2
Glis3	9030617O03Rik	0.052641	0.18455	rgb(219,182,182)	1.5237	2,2
Ebf1	Opn3	0.052637	0.13305	rgb(218,192,192)	1.5237	2,2
Jund	Npc2	0.052581	0.051502	rgb(218,207,207)	1.5237	2,2
Foxo1	Bid	-0.052578	-0.075107	rgb(201,207,220)	1.4708	2,2
Six5	Utrn	-0.052567	-0.049356	rgb(206,210,219)	1.4708	2,2
Mypop	Krtcap2	-0.052556	-0.11588	rgb(192,202,221)	1.4709	2,2
Fosl1	Rnf130	0.052554	0.15665	rgb(219,187,187)	1.5237	2,2
Foxc1	Arhgdig	-0.052545	-0.092275	rgb(197,205,221)	1.4709	2,2
Runx1	Trim24	0.052523	0.1588	rgb(219,187,187)	1.5237	2,2
Bhlhe41	Il18r1	0.052516	0.12446	rgb(218,193,193)	1.5237	2,2
Bcl11b	Tnfaip8	0.052516	0.15451	rgb(219,187,188)	1.5237	2,2
Klf5	Fau	0.052513	0.094421	rgb(218,199,199)	1.5237	2,2
Rel	Hook2	0.052504	0.1309	rgb(218,192,192)	1.5237	2,2
Jun	Bbc3	-0.052498	-0.090129	rgb(197,205,220)	1.4709	2,2
Irf9	Plac8	0.052489	0.077253	rgb(218,202,202)	1.5237	None
Klf9	Inpp1	-0.052483	-0.085837	rgb(198,206,220)	1.4709	2,2
Hesx1	Ms4a4c	-0.052469	-0.081545	rgb(199,206,220)	1.4709	2,2
Stat3	Ddx19b	-0.052428	-0.15451	rgb(183,197,223)	1.4709	2,2
Klf9	Dffb	0.052395	0.16309	rgb(219,186,186)	1.5236	2,2
Batf	Rhebl1	0.052376	0.14592	rgb(219,189,189)	1.5236	2,2
Egr2	Cdkn2d	0.052373	0.06867	rgb(218,204,204)	1.5236	2,2
Arnt2	Bcl2l1	0.052372	0.12876	rgb(218,192,193)	1.5236	2,2
Gtf2ird1	Gadd45g	-0.052364	-0.090129	rgb(197,205,220)	1.4709	2,2
Fosl2	Wdr1	0.052362	0.18455	rgb(219,182,182)	1.5236	2,2
Msx2	Slc1a4	0.052357	0.14807	rgb(219,189,189)	1.5236	2,2
Patz1	Hbs1l	-0.052353	-0.12876	rgb(189,200,222)	1.471	2,2
Irf7	Cyr61	0.052346	0.11588	rgb(218,195,195)	1.5236	2,2
Zfp281	Sh3kbp1	-0.052334	-0.081545	rgb(199,206,220)	1.471	2,2
Ar	Stat4	-0.052325	-0.11373	rgb(192,202,221)	1.471	2,2
Sox12	Rpl14	0.052303	0.15451	rgb(219,187,188)	1.5236	2,2
Nr3c1	Narf	0.052291	0.12232	rgb(218,194,194)	1.5236	2,2
Klf5	Angptl4	-0.052285	-0.049356	rgb(206,210,219)	1.471	2,2
Sp2	Oxct1	0.052282	0.090129	rgb(218,200,200)	1.5236	2,2
Zeb1	Adora2a	-0.052243	-0.14378	rgb(186,198,222)	1.471	2,2
Zbtb7b	Map4k4	0.05224	0.094421	rgb(218,199,199)	1.5235	2,2
Meis3	Sqstm1	0.05223	0.096567	rgb(218,199,199)	1.5235	2,2
Zfp148	Ptprcap	-0.052225	-0.081545	rgb(199,206,220)	1.471	2,2
Rorc	Akr1c12	-0.052224	-0.103	rgb(195,203,221)	1.471	2,2
Gata3	Ccng2	0.052208	0.1073	rgb(218,197,197)	1.5235	2,2
Foxk2_Foxp1...	Xpnpep1	-0.052198	-0.13305	rgb(188,199,222)	1.471	2,2
Klf4	Dhcr7	0.052182	0.103	rgb(218,197,198)	1.5235	2,2
Mafb	Krtcap2	0.052163	0.10944	rgb(218,196,196)	1.5235	None
Klf12	Tnfrsf12a	-0.05215	-0.19313	rgb(175,192,224)	1.4711	2,2
Stat1	Hexb	0.052148	0.075107	rgb(218,203,203)	1.5235	2,2
Nr3c2	Aste1	0.052147	0.11588	rgb(218,195,195)	1.5235	2,2
Gli1	Ift57	0.052115	0.10086	rgb(218,198,198)	1.5235	2,2
Bcl6b	Fndc3a	-0.052082	-0.070815	rgb(202,208,220)	1.4711	2,2
Klf4	Zfp36	-0.052075	-0.05794	rgb(204,209,219)	1.4711	2,2
Stat1	Mmachc	-0.052073	-0.064378	rgb(203,209,219)	1.4711	2,2
Rxra	Tspan3	0.052058	0.092275	rgb(218,199,200)	1.5234	2,2
Rfx2	Lpin2	-0.052057	-0.103	rgb(195,203,221)	1.4711	2,2
Nr3c1	Ncf1	0.052049	0.098712	rgb(218,198,198)	1.5234	2,2
Esr1	Tmem19	0.052026	0.1309	rgb(218,192,192)	1.5234	2,2
Erf	Rraga	-0.05199	-0.18455	rgb(177,193,224)	1.4711	2,2
Rreb1	Tulp3	-0.051946	-0.070815	rgb(202,208,220)	1.4712	2,2
Tcf12	Cebpg	-0.051907	-0.14378	rgb(186,198,222)	1.4712	2,2
Pou2f2	Hmgn1	-0.051906	-0.10086	rgb(195,204,221)	1.4712	2,2
Srf	Klf13	0.051877	0.077253	rgb(218,202,202)	1.5234	2,2
Foxc1	Arhgef3	0.051867	0.092275	rgb(218,199,200)	1.5233	2,2
Tcf12	Mmd	0.051841	0.14378	rgb(219,190,190)	1.5233	2,2
Lyl1_Tal2	Bid	0.05183	0.10515	rgb(218,197,197)	1.5233	None
Litaf	Zfp7	-0.051821	-0.16524	rgb(181,195,223)	1.4712	2,2
Nr2f1	Grina	0.051799	0.077253	rgb(218,202,202)	1.5233	2,2
Foxh1	Stat4	0.05179	0.12017	rgb(218,194,194)	1.5233	2,2
Maf	Nrip1	-0.051782	-0.079399	rgb(200,207,220)	1.4712	2,2
Thra	Icam1	0.051743	0.20601	rgb(219,178,178)	1.5233	2,2
Sp4	Ing2	0.051708	0.12661	rgb(218,193,193)	1.5233	2,2
Bach1	Itm2a	0.051697	0.064378	rgb(218,205,205)	1.5233	2,2
Irf7	Bzw2	0.051696	0.096567	rgb(218,199,199)	1.5233	2,2
Srebf1	Il1rn	0.051695	0.098712	rgb(218,198,198)	1.5233	2,2
Trp53	Pde7a	0.051678	0.12446	rgb(218,193,193)	1.5233	2,2
Srebf1	Zfpm1	-0.051655	-0.085837	rgb(198,206,220)	1.4713	2,2
Atf3	Ptpn11	-0.051609	-0.070815	rgb(202,208,220)	1.4713	2,2
Stat3	Gap43	0.051601	0.083691	rgb(218,201,201)	1.5232	2,2
Rreb1	Dnajc12	-0.051601	-0.10515	rgb(194,203,221)	1.4713	2,2
Rxra	Arrb2	-0.051597	-0.11373	rgb(192,202,221)	1.4713	2,2
Mxi1	Cd2	-0.051592	-0.098712	rgb(196,204,221)	1.4713	2,2
Xbp1	Cdk5r1	0.051591	0.090129	rgb(218,200,200)	1.5232	2,2
Srebf1	Eif4ebp1	0.051583	0.096567	rgb(218,199,199)	1.5232	2,2
Egr1	Vamp2	-0.051556	-0.051502	rgb(206,210,219)	1.4714	2,2
Ets2	Gyk	0.051547	0.1309	rgb(218,192,192)	1.5232	2,2
Zfp202	Plxnd1	-0.05149	-0.16524	rgb(181,195,223)	1.4714	2,2
Arnt2	Trps1	-0.051488	-0.13305	rgb(188,199,222)	1.4714	2,2
Zbtb7b	Nln	-0.05147	-0.094421	rgb(197,205,221)	1.4714	2,2
Mafg	Nrip1	0.051447	0.072961	rgb(218,203,203)	1.5231	2,2
Hmga1_Hmga1-rs1	Il12rb2	0.051436	0.1309	rgb(218,192,192)	1.5231	2,2
Zfp263	Evi2a	0.051426	0.11373	rgb(218,195,196)	1.5231	2,2
Maf	Aim1	0.051422	0.11373	rgb(218,195,196)	1.5231	2,2
Sp4	Tec	-0.051412	-0.079399	rgb(200,207,220)	1.4714	2,2
Foxh1	Stard5	-0.051351	-0.15021	rgb(184,197,223)	1.4715	2,2
Irf7	Hsd17b7	0.051349	0.11588	rgb(218,195,195)	1.5231	2,2
Lcor	Vps54	-0.051347	-0.13305	rgb(188,199,222)	1.4715	2,2
Zfp263	Fbxo18	0.051304	0.11803	rgb(218,194,195)	1.5231	2,2
Fosl1	Antxr2	-0.051293	-0.16738	rgb(181,195,223)	1.4715	2,2
Plag1	Gzmb	-0.051287	-0.16094	rgb(182,196,223)	1.4715	2,2
Zbtb1	Mettl8	-0.051283	-0.096567	rgb(196,204,221)	1.4715	2,2
Rarg	Ppic	-0.051281	-0.079399	rgb(200,207,220)	1.4715	2,2
Junb	Il9	0.051279	0.055794	rgb(218,206,206)	1.5231	2,2
Trp73	Nsmaf	0.051278	0.15021	rgb(219,188,189)	1.5231	2,2
Pou6f1	Fut8	0.051269	0.18026	rgb(219,183,183)	1.523	2,2
Nfe2	Sema7a	0.051221	0.090129	rgb(218,200,200)	1.523	2,2
Zbtb7b	Acox1	0.051215	0.12876	rgb(218,192,193)	1.523	2,2
Egr4	Smyd5	-0.051213	-0.053648	rgb(205,210,219)	1.4715	2,2
Zeb1	Ltb	-0.051205	-0.15021	rgb(184,197,223)	1.4715	2,2
Sp5_Sp6	Cyp1b1	-0.051155	-0.13734	rgb(187,199,222)	1.4716	2,2
Prdm1	Ptprj	0.051128	0.090129	rgb(218,200,200)	1.523	2,2
Trp53	Tspan3	0.05111	0.1073	rgb(218,197,197)	1.523	2,2
Ebf1	Cpox	-0.051107	-0.10515	rgb(194,203,221)	1.4716	2,2
Zbtb3	Marcksl1	0.051104	0.13734	rgb(219,191,191)	1.523	2,2
Runx1	Impa2	-0.051104	-0.15665	rgb(183,196,223)	1.4716	2,2
Arid3a	St3gal1	0.051094	0.11803	rgb(218,194,195)	1.523	2,2
Hey1	Rab4b	0.051082	0.12232	rgb(218,194,194)	1.523	2,2
Zbtb7a	Klf4	0.051071	0.10086	rgb(218,198,198)	1.5229	2,2
Jdp2	Dusp2	0.05106	0.094421	rgb(218,199,199)	1.5229	2,2
Egr2	Pafah1b3	0.051055	0.081545	rgb(218,201,202)	1.5229	2,2
Meis3	Zadh2	-0.051052	-0.12017	rgb(191,201,222)	1.4716	2,2
Satb1_Satb2	Cd84	-0.051044	-0.096567	rgb(196,204,221)	1.4716	2,2
Rreb1	Rgs1	-0.051015	-0.070815	rgb(202,208,220)	1.4716	2,2
Sp2	Creb1	-0.051001	-0.1588	rgb(183,196,223)	1.4716	2,2
Tcf12	Ltb	-0.050979	-0.20815	rgb(172,190,225)	1.4716	2,2
Tcf12	Naca	0.050967	0.15451	rgb(219,187,188)	1.5229	2,2
Ebf1	Uros	0.050966	0.1588	rgb(219,187,187)	1.5229	2,2
Creb3l2	9030617O03Rik	0.050958	0.16524	rgb(219,185,186)	1.5229	2,2
Zfp105	Mapk11	-0.050953	-0.103	rgb(195,203,221)	1.4717	2,2
Bcl6	Zscan21	-0.05095	-0.085837	rgb(198,206,220)	1.4717	2,2
Arid3a	Acsl4	-0.050946	-0.098712	rgb(196,204,221)	1.4717	2,2
Irf2	Nrp1	0.05092	0.1309	rgb(218,192,192)	1.5229	2,2
Srebf1	Slc4a8	0.050854	0.072961	rgb(218,203,203)	1.5228	2,2
Gabpa	Sra1	-0.050841	-0.17382	rgb(179,194,224)	1.4717	2,2
Elf1	Parp9	0.050833	0.13948	rgb(219,190,191)	1.5228	2,2
Thra	Lilrb4	-0.05083	-0.14163	rgb(186,198,222)	1.4717	2,2
Myc	Epsti1	0.0508	0.103	rgb(218,197,198)	1.5228	2,2
Hmg20b	Tnnt2	0.050783	0.15021	rgb(219,188,189)	1.5228	2,2
Gabpa	Ube2v1	-0.050781	-0.15021	rgb(184,197,223)	1.4717	2,2
Creb5	B4galt1	-0.050762	-0.081545	rgb(199,206,220)	1.4718	2,2
Rxra	Pim1	-0.050761	-0.10086	rgb(195,204,221)	1.4718	2,2
Zbtb7c	Tnfsf9	0.05076	0.096567	rgb(218,199,199)	1.5228	2,2
Sox5	Kctd14	-0.050738	-0.070815	rgb(202,208,220)	1.4718	2,2
Fosb	Ifitm2	-0.050735	-0.05794	rgb(204,209,219)	1.4718	2,2
Klf5	Dock9	0.050692	0.14807	rgb(219,189,189)	1.5228	2,2
E4f1	E330009J07Rik	-0.05065	-0.12232	rgb(190,201,222)	1.4718	2,2
Zfp148	Zadh2	-0.050643	-0.11803	rgb(191,201,221)	1.4718	2,2
Sp3	Kcnmb4	0.05064	0.12876	rgb(218,192,193)	1.5227	2,2
Stat1	Bid	-0.050637	-0.087983	rgb(198,205,220)	1.4718	2,2
Nr3c1	Prickle1	0.050631	0.12017	rgb(218,194,194)	1.5227	2,2
Zbtb33	Il15ra	-0.05063	-0.10515	rgb(194,203,221)	1.4718	2,2
Fos	Mbp	0.050629	0.064378	rgb(218,205,205)	1.5227	2,2
