TF	Target	combined_confidence
Tbx21	Ddit4	0.49935611426320536
Relb	Pqlc1	0.4993523267000477
Zfp202	Spry1	0.4993523267000477
Ets2	Trpv2	0.4993485391368901
Arid2	Dlst	0.4993447515737325
Nfkb2	Sqle	0.4993409640105749
Phf20	Fbxo21	0.4993409640105749
Tcf4	Ankmy2	0.49933717644741726
Hif1a	Dusp22	0.49933338888425965
Pknox1	Aldoa	0.49932960132110205
Zbtb48	Cd28	0.49932581375794444
Zfp445	Brd3	0.49932581375794444
Zeb2	Tmem71	0.49931823863162916
Rest	Lad1	0.49931445106847155
Ncoa1	Lad1	0.49930687594215634
Cebpz	Kcna3	0.4993030883789987
Ankzf1	Cyfip2	0.4992993008158411
Atf5	Rpl36al	0.4992993008158411
Zfp101	Slamf7	0.4992955132526835
Stat5b	Lbh	0.4992917256895259
Crem	Taf7	0.499280363000053
Ahr	Phlda3	0.4992765754368954
Jun	Ssbp4	0.4992727878737378
Klf10	Timp1	0.4992652127474226
Maff	Lif	0.4992652127474226
Kdm5b	Cd274	0.4992576376211073
Rel	Slc1a4	0.4992576376211073
Gata3	Dclre1a	0.4992538500579497
Hif1a	Gpr83	0.49923869980531926
Zfp202	Anapc1	0.49923491224216165
Drap1	Rpl24	0.49923112467900405
Relb	Piga	0.4992273371158464
Fosl1	Srxn1	0.4992235495526888
Cic	Anxa4	0.49921976198953116
Zbtb17	Slc29a3	0.49921218686321595
Cdc5l	Stat3	0.49920839930005834
Hif3a	Lsp1	0.49919324904742784
Irf1	Fads2	0.49918946148427024
Tcf4	Marcksl1	0.49918946148427024
Ddit3	Per2	0.4991856739211126
Irf2	B4galnt1	0.4991780987947974
Stat5b	Myb	0.4991743112316398
Mtf2	Nts	0.4991667361053246
Zfp90	Creb1	0.4991629485421669
Fosb	Slc9a8	0.4991591609790093
Foxn2	Tmem71	0.4991591609790093
Foxp1	Actn1	0.4991553734158517
Hif1a	Creb3l2	0.4991515858526941
Tbx21	Sh3bp5	0.4991515858526941
Zfp869	Zscan21	0.4991477982895365
Snapc2	Pex19	0.49914022316322126
Cebpb	Nts	0.499132648036906
Klf6	Lgals1	0.49912128534743316
Zbtb17	Sf3b3	0.49911749778427555
Litaf	Lad1	0.49911371022111795
Zfp101	Oxct1	0.49911371022111795
Klf2	Tnf	0.49910234753164506
Gata3	Csf2	0.49909855996848745
Sp100	Nfkb2	0.49909855996848745
Ahctf1	Egln1	0.49909098484217224
Arid3a	Ccdc50	0.4990871972790146
Zbtb22	Igf2bp3	0.4990871972790146
Gata3	Ece1	0.499083409715857
Zbtb1	Tlcd1	0.4990796221526994
Rorc	Pgrmc1	0.4990720470263842
Sp100	Pde7a	0.4990720470263842
Hmgb3	Pde7a	0.4990682594632265
Klf9	Slc16a6	0.4990568967737537
Zfp160	Cstf2t	0.4990568967737537
Lef1	Ccl5	0.4990531092105961
Gm6710	Psph	0.4990493216474385
Nr4a2	Tlcd1	0.4990493216474385
Mbd6	Rabgap1l	0.4990455340842809
Phf20	Marcksl1	0.4990379589579656
Zfp202	Rnf130	0.49902280870533516
Pou6f1	Ripk3	0.49901902114217755
Fosl2	B4galt1	0.49901523357901995
Tulp3	Crtam	0.49901523357901995
Stat5b	Il2rb	0.49901144601586234
Irf7	Igf2bp3	0.49900765845270467
Cdc5l	Parp9	0.49900387088954706
Zbtb44	Aldoa	0.49900387088954706
Skil	Nln	0.49900008332638945
Zfp574	Pcmt1	0.49900008332638945
Zbtb7a	Abcd3	0.49899250820007424
Phf1	Trim26	0.4989887206369166
Aebp2	Hspa4l	0.498984933073759
Sp100	Tacc2	0.4989811455106014
Litaf	Tapbp	0.4989659952579709
Rel	Nfkb2	0.4989622076948133
Batf	Cyfip2	0.4989584201316557
Atf5	Cdk5r1	0.4989546325684981
Dzip1	Sorl1	0.4989546325684981
Klf10	Hook2	0.4989394823158676
Rora	Stk4	0.4989394823158676
Foxn2	Parp9	0.49893569475271
Cic	Plxnc1	0.4989319071895524
Sp100	Batf	0.4989319071895524
Egr2	Phlda3	0.4989281196263948
Sp100	B4galnt1	0.49892054450007955
Mxi1	Trmt5	0.49890918181060673
Arid2	Acsl6	0.49890539424744906
Atf5	Tbc1d14	0.49890160668429145
Mga	Mapk11	0.49889781912113385
Nfe2l2	Tsc22d1	0.4988902439948186
E4f1	Spry1	0.4988826688685034
Hif1a	Plod2	0.49887888130534574
Phf20	Igf2bp3	0.49887509374218814
Kdm2b	Slamf7	0.4988713061790305
Zfp329	Acad8	0.4988675186158729
Zfp277	Uros	0.4988637310527153
Irf1	Gfi1	0.4988599434895577
Zbtb44	Icam1	0.4988447932369272
Tsc22d1	Tspan6	0.4988410056737696
Zbtb1	Mvp	0.4988410056737696
Zbtb22	Klf7	0.4988296429842968
Tcf12	Crip1	0.49882585542113916
Jun	Flot1	0.49882206785798155
Satb1	Pxn	0.4988182802948239
Foxn2	Sfmbt2	0.4988144927316663
Ankzf1	Slc19a2	0.49880691760535106
Zfp87	Tyw1	0.49880691760535106
Erf	Rpl36al	0.49879934247903585
Nr4a2	Cd84	0.49879934247903585
Zbtb1	Furin	0.4987917673527206
Arid5a	Stk39	0.498787979789563
Irf9	Mapk7	0.498787979789563
Zfpm1	Cdc42ep3	0.49878419222640535
Egr1	Tmed3	0.49878040466324775
Creb3l2	Sf3b3	0.49877661710009014
Sp100	Sox4	0.4987728295369325
Dzip1	Ifit2	0.4987690419737749
Usf2	Fli1	0.4987690419737749
Zbtb17	Pou2f2	0.4987652544106173
Scml4	Klf3	0.4987576792843021
Zfp91	Slc9a8	0.4987538917211444
Zbtb22	Asnsd1	0.4987501041579868
Ets2	Frmd4b	0.4987463165948292
Phf1	Znrf1	0.4987425290316716
Zbtb32	Fes	0.498738741468514
Foxn2	Tapbp	0.4987349539053564
Hbp1	Taf7	0.4987311663421988
Pou6f1	Zmat3	0.4987311663421988
Pou6f1	Map3k5	0.49872737877904116
Satb1	Ccl1	0.49872737877904116
Zbtb1	Pim1	0.4987235912158835
Zbtb44	Stat5b	0.4987235912158835
Zfp386	Nfkb1	0.4987160160895683
Zfp160	Pdcd1	0.4987122285264107
Zfp598	Mdn1	0.4987122285264107
Nhlh1	Sh3bp5	0.49870844096325306
Atf2	Igfbp7	0.49870465340009545
Zmiz2	Dgat1	0.49870465340009545
Gtf2ird1	Taf7	0.49870086583693785
Nfkb1	Map3k5	0.49869707827378024
Stat3	Pla2g12a	0.49869329071062257
Erf	St7	0.49868571558430735
Phf20	Parp6	0.49868571558430735
Mnt	Mecr	0.49868192802114975
Bcl11b	Pde7a	0.4986705653316769
Phf20	Bambi	0.4986705653316769
Zfp35	Sf3b3	0.4986629902053617
Nfe2l2	Sqle	0.49865920264220404
Tcf4	Dffb	0.49865920264220404
Zfp703	Dusp6	0.4986554150790464
Foxn2	Ppcdc	0.4986516275158888
Ddit3	Sh2d3c	0.4986440523895736
Fosl2	Gpr65	0.4986440523895736
Gata3	Tprkb	0.498640264826416
Zfp703	Clic4	0.4986326897001008
Rreb1	Akr1c13	0.4986251145737855
Usf2	Sidt1	0.4986251145737855
Zfp703	Ssbp4	0.4986175394474703
Satb1	Creb3l2	0.49860996432115506
Zbtb7b	Psrc1	0.49860996432115506
Ddit3	Abcd3	0.49860238919483985
Zfp87	Sap30	0.4985986016316822
Zfp617	Nfyb	0.49859481406852457
Plagl2	Csnk1e	0.49859102650536696
Rel	Stat3	0.49858723894220935
Ncoa1	Bzw2	0.49858345137905175
Gpbp1	Rassf3	0.49857966381589414
Hif3a	Il18r1	0.4985758762527365
Aebp2	Nfe2l2	0.4985720886895789
Zfp52	Rxra	0.4985683011264213
Cebpg	Pik3ca	0.49856451356326364
Stat2	Klf4	0.4985569384369484
Zfp90	Sgip1	0.4985569384369484
Dzip1	Vgll4	0.4985531508737908
Mbd6	Dynll2	0.4985455757474756
Tsc22d1	Cdadc1	0.4985380006211604
Zhx1	Id1	0.4985342130580027
Mtf2	Tnfsf4	0.4985304254948451
Zfp617	Rdh10	0.4985266379316875
Nr1h2	Tpm1	0.4985152752422147
Atf6	Trib1	0.49851148767905706
Zfp275	Glcci1	0.49851148767905706
Zfp472	Igf2bp3	0.4985039125527418
Fosl2	Nrp1	0.4985001249895842
Rora	Marveld1	0.49848876230011135
Zbtb44	Cltb	0.49848497473695375
Stat3	Chic2	0.49848118717379614
Maff	Trib1	0.4984773996106385
Nfic	Brd3	0.4984773996106385
Myc	Ethe1	0.4984736120474809
Zfp35	Zscan21	0.49846982448432325
Zfp202	Slamf7	0.49846603692116564
E2f1	Ephx1	0.49846224935800804
Ncoa1	Herc4	0.4984584617948504
Zbtb20	Klf3	0.4984584617948504
Zbtb17	Sh3gl3	0.4984546742316928
Zfp598	Igf2bp3	0.4984508866685352
Nfkb1	Tnf	0.4984470991053776
Zfp202	Rps6	0.4984470991053776
Nfkb1	Pacsin1	0.49844331154222
Klf10	Rab20	0.4984395239790623
Zfp617	Dtl	0.4984395239790623
Irf9	L1cam	0.4984281612895895
Stat5b	Plagl1	0.4984281612895895
Arid3a	Trib1	0.4984243737264319
Trps1	Cxcr3	0.4984205861632743
Atf3	Aes	0.49841301103695906
Plagl1	Ass1	0.4984092234738014
Zkscan1	Myo18a	0.4984092234738014
Plagl1	Plekhf2	0.4984054359106438
Zfp574	Gpr65	0.4984054359106438
Zfp35	Sdc3	0.4984016483474862
Atf6b	Dbt	0.49839407322117096
Kdm2b	Gfi1	0.49839407322117096
Zbtb7b	Phlda3	0.49839028565801335
Gata3	Nrp1	0.49838649809485575
Nr3c1	Rab4b	0.49838271053169814
Runx2	Slc29a3	0.4983789229685405
Nr1d2	Acsl6	0.49836756027906765
Stat5b	Sfmbt1	0.49836377271591004
Foxn2	Stab1	0.4983599851527524
Cic	Tspan6	0.4983561975895948
Satb1	Ctla2a	0.4983410473369643
Kdm2b	Sf3b3	0.4983334722106491
Scml4	Hk2	0.4983258970843339
Klf2	Got1	0.498314534394861
Srebf2	Cltb	0.4983107468317034
Zfpm1	Mgst3	0.4983069592685458
Zfp275	Tubb6	0.4982993841422306
Ncoa1	Slc39a1	0.49829559657907296
Zhx1	Pfkp	0.49829559657907296
Klf9	Nme4	0.49829180901591535
Zfp35	Gemin6	0.49829180901591535
Klf3	Tmc6	0.49828802145275775
Nr4a2	Rtp4	0.49828802145275775
Mxi1	Mecr	0.49827665876328486
Rel	Arrb2	0.49827287120012725
Zfp62	Tnf	0.49827287120012725
Nr4a3	Psmd8	0.49826908363696965
Ski	Fundc2	0.49826908363696965
Pbx2	Creb1	0.49826529607381204
Srebf2	Bbc3	0.4982615085106544
Atf3	Chst12	0.4982539333843392
Xbp1	Per2	0.4982539333843392
Zfp160	Cd4	0.49825014582118154
Zfp280c	Rpl24	0.49824635825802394
Zkscan1	Slc39a1	0.49824635825802394
Rxrb	Ppic	0.4982425706948663
Zfp52	Herc4	0.4982387831317087
Klf7	Zfp36l1	0.4982349955685511
Gfi1	Cyp1b1	0.4982312080053935
Zbtb32	Dusp22	0.4982312080053935
Cbx2	Rnf149	0.4982274204422359
Bcl11b	Itpr1	0.4982236328790783
Cic	Itm2a	0.4982198453159206
Creb1	Ripk1	0.4982198453159206
Cbx2	Ppme1	0.498216057752763
Zbtb7b	Gabbr1	0.498216057752763
Zfp35	Creb1	0.4982122701896054
Ddit3	Tgoln1	0.4982084826264478
Zfp160	Zfp426	0.4982046950632902
Phf1	Srpk1	0.4982009075001326
Zbtb7b	Pacs1	0.4982009075001326
Ski	Eea1	0.49819333237381735
Runx2	Ms4a6c	0.49817818212118686
Runx2	Tcf12	0.49817439455802925
Nr4a3	Adipor2	0.4981592443053988
Zfp277	Ppp1r10	0.49815545674224115
Zfp35	Moap1	0.49815545674224115
Nfil3	Eea1	0.49815166917908354
Cebpg	Tpst1	0.49814788161592594
Bcl11b	Sirt2	0.4981440940527683
Irf1	Hemk1	0.4981403064896107
Zbtb22	Clk3	0.4981365189264531
Tbx21	Il21	0.4981327313632955
Stat3	Sidt1	0.4981251562369802
Tbx21	Nfyb	0.4981251562369802
Fosl1	St7l	0.4981213686738226
Foxn2	Vrk2	0.498117581110665
Myc	Stk4	0.498117581110665
Gtf2ird1	Nucb2	0.4981137935475074
Stat2	Cd9	0.4981137935475074
Cdc5l	Stat2	0.4981100059843498
Topors	Bnip3	0.4981100059843498
Bcl11b	Ing2	0.4981062184211922
Lef1	Maff	0.4981024308580346
Atf6	Nr4a3	0.49809864329487696
Cbx2	Stard5	0.4980948557317193
Satb1	Ramp3	0.4980910681685617
Zfp277	Minpp1	0.4980910681685617
Stat3	Dhcr7	0.4980872806054041
Phf20	Pacs1	0.4980834930422465
Runx1	Gypc	0.49807970547908886
Dzip1	Ppcdc	0.49807591791593125
Elk3	Klf7	0.49807213035277365
Klf6	Il18r1	0.49806834278961604
Stat3	Stk4	0.49806834278961604
Zeb2	Cnn2	0.4980645552264584
Nfkb1	Trps1	0.49806076766330076
Maff	Bcl11b	0.49805698010014315
Kdm2b	Mettl8	0.49805319253698555
Irf1	Gatm	0.49804940497382794
Klf10	Il2rb	0.49804940497382794
Nfe2l2	Pxn	0.4980456174106703
Hbp1	Sf3b3	0.4980418298475127
Zbtb17	Gfi1	0.4980418298475127
Klf6	Tacc2	0.4980380422843551
Hbp1	Rasgrp1	0.49803046715803984
Zfp574	Anxa11	0.49803046715803984
Mef2d	Ets2	0.4980266795948822
Zhx1	Ddit4	0.4980228920317246
Zfp68	Ppp1cc	0.498019104468567
Egr2	Znrf1	0.4980153169054094
Stat2	Pts	0.4980115293422518
Pbx2	Stat3	0.4980077417790942
Ahctf1	Ctsb	0.4980039542159366
Zhx1	Ldlrap1	0.4980001666527789
Zfp62	Stx1a	0.4979925915264637
Atf6	Lgals3bp	0.4979888039633061
Creb1	Srxn1	0.4979888039633061
Klf6	Acin1	0.4979850164001485
Mafg	Tlcd1	0.4979850164001485
Egr3	Crip1	0.49798122883699086
Mtf2	Nudt4	0.49797744127383325
Stat5b	Cd28	0.49797744127383325
Foxn2	Ctss	0.49797365371067565
Zfp598	Rtn4	0.49796986614751804
Atf5	Exosc8	0.49796607858436037
Cdc5l	Sult2b1	0.49796229102120276
Zbtb44	Rap1gds1	0.49795471589488755
Zbtb17	Sptlc1	0.49795092833172994
Zfpm1	Ncf1	0.49795092833172994
Zbtb7b	Pex19	0.4979433532054147
Bcl11b	Cmah	0.4979395656422571
Ankzf1	Ets1	0.49793199051594184
Cc2d1a	Ndst1	0.4979244153896266
Tbx21	Rora	0.4979244153896266
Zbtb17	Mbp	0.4979168402633114
Zhx1	Ly9	0.4979168402633114
Zfp35	Nupr1	0.4979130527001538
Hbp1	Mdn1	0.4979092651369962
Zfp472	Skil	0.4979092651369962
Jun	Ell2	0.4979016900106809
Phf20	Rps6ka2	0.4978979024475233
Zbtb1	Ivd	0.4978941148843657
Zbtb7b	Retsat	0.4978941148843657
Cc2d1a	Plk2	0.4978903273212081
Trps1	Ell2	0.4978865397580505
Zfp703	Pknox1	0.49787138950542
Zfp574	Cd44	0.49786760194226237
Zbtb45	Pnkd	0.49786381437910476
Zfp644	Pde6d	0.49786381437910476
Bcl11b	Abcg2	0.49786002681594715
Jun	Casp6	0.49786002681594715
Fosl1	Irf4	0.49785623925278955
Zfp617	Pxn	0.49785623925278955
Mef2d	BC021614	0.49785245168963194
Rel	Adora2a	0.49785245168963194
Pou6f1	Kifc3	0.4978448765633167
Atf6	Prnp	0.49784108900015905
Aebp2	Adam9	0.49783730143700144
Zbtb17	Skap2	0.49783730143700144
Rest	Minpp1	0.49783351387384384
Tef	Litaf	0.49783351387384384
Bbx	Ddr1	0.4978259387475286
Foxp1	Atf6	0.497822151184371
Zfp322a	Ifit1	0.497822151184371
Arid5a	Capg	0.4978145760580558
Fli1	Opn3	0.4978032133685829
Mbd6	Srpk1	0.4977994258054253
Nr4a2	Clec2i	0.4977880631159525
Phf20	Gabbr1	0.4977880631159525
Ddit3	Nfyb	0.49778427555279486
Zbed4	Ccl1	0.49778048798963725
Srebf1	Inpp5b	0.4977767004264796
Atf2	Nts	0.4977691253001644
Zfp296	Rasgrp2	0.4977691253001644
Bcl11b	Slc19a2	0.49776533773700676
Irf1	Anxa4	0.49776155017384915
Relb	Arid5a	0.49776155017384915
Hif1a	Cyp1b1	0.49775776261069155
Mxd4	Smarca2	0.49775397504753394
Runx1	Creb3l2	0.4977501874843763
Zeb2	Nln	0.49774261235806105
Bbx	Flot1	0.49773882479490344
Bhlhe40	Nfyb	0.49773503723174584
Irf7	Cd47	0.49773503723174584
Zfp62	Pcmt1	0.4977312496685882
Cux1	Rab21	0.4977274621054306
Atf2	Pcmt1	0.497723674542273
Klf6	Pdlim4	0.4977198869791154
Sp110	Itgb7	0.49771609941595774
Zfp260	Smyd5	0.4977123118528001
Cbx2	Ascc1	0.4977047367264849
Zfpm1	Enah	0.4977009491633273
Nfe2l2	Ndst1	0.4976971616001697
Stat1	Vim	0.4976971616001697
Plagl1	Timp1	0.4976933740370121
Cenpb	Gne	0.4976857989106968
Nr1h2	Slc25a30	0.4976857989106968
Zbtb17	Ppp1r10	0.4976820113475392
Bcl11b	Rora	0.4976782237843816
E4f1	Plagl1	0.4976706486580664
Plagl2	Ppcdc	0.49766686109490876
Arid2	Ero1l	0.49766307353175115
Hbp1	Slc9a8	0.49765928596859355
Sp100	Mmd	0.49765549840543594
Klf10	Emp1	0.49765171084227827
Relb	Gmfg	0.49764792327912066
Phf1	Tmem71	0.49764034815280545
Zbtb32	H1f0	0.4976327730264902
Zbtb44	Frmd4b	0.4976327730264902
Hes6	Tpd52	0.4976289854633326
Nhlh1	L1cam	0.497625197900175
Myb	Vim	0.49762141033701734
Zfp598	Tnfrsf21	0.49762141033701734
Erf	Foxp1	0.4976100476475445
Zfp426	Rgs19	0.4976100476475445
Irf2	Ptp4a1	0.4976062600843869
Cggbp1	Adipor2	0.4975948973949141
Crem	Rrad	0.4975948973949141
Bhlhe40	Slc14a1	0.4975911098317564
Erf	Slc16a6	0.4975911098317564
Klf10	Ankmy2	0.4975873222685988
Foxn2	Max	0.4975721720159684
Drap1	Ece1	0.49756459688965315
Zbtb48	Nfil3	0.49756459688965315
Mef2d	Ece1	0.49756080932649555
Wiz	Dhcr24	0.49755323420018027
Zbtb44	Txk	0.49754944663702266
Mga	S100a13	0.49754565907386505
Nfkb2	Cd7	0.49754187151070745
Nr4a3	Rasgrp2	0.49754187151070745
Nr4a2	Ccr7	0.49753808394754984
Zfp445	Acin1	0.4975342963843922
Fos	Dyx1c1	0.4975305088212346
Runx2	Vrk2	0.49752672125807695
Irf7	Tbx21	0.49752293369491934
Zfp654	Ephx1	0.49752293369491934
Atf2	Glipr1	0.4975153585686041
Irf2	Mapk3	0.4975153585686041
Myc	Kctd12	0.4975115710054465
Skil	Rnf149	0.4975077834422889
Arid3b	Ddx51	0.4975002083159737
Arid5a	Ormdl1	0.497496420752816
Mef2d	Nr4a3	0.4974926331896584
Mxi1	Tyw1	0.4974888456265008
Rest	Dnmt3b	0.4974888456265008
Rel	Ccl5	0.4974850580633432
Zbed4	Ncdn	0.4974850580633432
Mga	Dctn4	0.4974812705001856
Fosl2	Il12rb1	0.497477482937028
Ski	Slc9a3r1	0.497477482937028
Cbx2	Mapk14	0.49746990781071276
Zfpm1	Ccl5	0.49746612024755515
Cic	Rel	0.4974623326843975
Zbed4	Ripk1	0.4974623326843975
Skil	Map3k14	0.4974585451212399
Patz1	Twsg1	0.49744718243176705
Tulp3	Galnt3	0.4974358197422942
Hbp1	Sh3gl3	0.49743203217913656
Irf7	Pter	0.49742824461597895
Klf9	Map3k5	0.49742445705282134
Zbtb32	Gzmb	0.49742066948966374
Skil	Pik3ca	0.4974130943633485
Stat3	Rassf3	0.4974130943633485
Skil	Zfp426	0.4974093068001909
Nr4a2	Ankmy2	0.4974055192370333
Ski	Ass1	0.497397944110718
Relb	Ppm1d	0.4973941565475604
Phf1	Eps8l1	0.4973903689844028
Terf1	Cttn	0.4973903689844028
Zfp322a	Ets2	0.4973865814212452
Mef2d	Ccl4	0.4973827938580876
Foxp1	Galnt3	0.49737900629493
Tcf4	Tbx21	0.4973752187317724
Dzip1	Rasgrp2	0.4973600684791419
Kdm5b	Slc1a4	0.49734870578966905
Plagl1	Foxo1	0.49734870578966905
Cux1	Got1	0.49734491822651145
Rorc	Adam9	0.49734491822651145
Mtf2	Bpnt1	0.49734113066335384
Foxp1	Ift57	0.49733734310019617
Hif1a	Icam2	0.49733355553703856
Zfp426	Stat3	0.49733355553703856
Phf1	Prf1	0.49732976797388095
Foxn2	Runx1	0.49732598041072335
Cic	Spry1	0.49732219284756574
Zfp568	Guca1b	0.49732219284756574
Junb	Gemin6	0.4973184052844081
Ets2	Slc39a1	0.49729946746862
Rest	Eif4e3	0.49729946746862
Zfp277	Ncdn	0.4972956799054624
Nr3c1	Arrb1	0.497280529652832
Zfp160	Tbx21	0.497280529652832
Klf10	Tes	0.4972767420896744
Zfp426	Cd160	0.4972767420896744
Sp3	Gsn	0.4972691669633591
Tcf4	Pbx2	0.4972691669633591
Atf6b	Rpl36al	0.4972615918370439
Mga	Cd79b	0.4972578042738863
Zbtb44	Tnfrsf18	0.4972578042738863
Fli1	Lime1	0.49725401671072866
Tcf3	Rgs11	0.49725401671072866
Klf6	Plekhf2	0.49725022914757105
Atf6	Rgs1	0.49724644158441345
Zfp35	Pde8a	0.49724644158441345
Sp4	Chic2	0.4972426540212558
Zfpm1	Lsp1	0.49723886645809817
Sp3	Myo10	0.49723507889494056
Zfp91	Tef	0.49723507889494056
Mtf2	Slc35d1	0.49723129133178295
Ncoa1	Frmd4b	0.49722750376862535
Aebp2	Krtcap2	0.4972199286423101
Zfp280c	Cltb	0.4972199286423101
Pou6f1	Cyfip2	0.4972161410791525
Zfp644	Rreb1	0.49720856595283724
Zfp688	Cd81	0.4971896281370492
Zfp52	Gpr65	0.4971858405738916
Bhlhe40	Rnf149	0.4971782654475763
Cdc5l	Cysltr1	0.4971782654475763
Zfp101	Mcoln2	0.4971744778844187
Terf1	Nudt4	0.4971669027581035
Ahr	Rnf113a1	0.4971631151949459
Hmgb1	Klf2	0.4971593276317883
Rela	Rab20	0.4971593276317883
Klf6	Tnfrsf12a	0.49715175250547305
Irf1	Grn	0.4971479649423154
Zfp280c	Phtf2	0.4971479649423154
Irf1	Ifit1	0.4971441773791578
Atf6b	Ubiad1	0.49714038981600017
Hmgb3	Ehd4	0.49713281468968495
Nfatc1	Tax1bp3	0.49713281468968495
Usf2	Trim13	0.4971214520002121
Pbx2	Pou2f2	0.49711766443705446
Zfp280c	Srpk1	0.49711766443705446
Sox4	Agpat3	0.49711387687389685
Atf6	Ppp1r10	0.49711008931073924
Gabpa	Rgs16	0.49710630174758164
Zfp568	Sf3b3	0.49710630174758164
Gata3	Plagl1	0.4970949390581088
Mtf2	Tspan3	0.4970949390581088
Relb	Rara	0.4970911514949512
Bcl11b	Acsl6	0.49708736393179354
Nr3c1	Gimap7	0.49708736393179354
Cebpz	Sfmbt1	0.4970684261160055
Litaf	Cd84	0.4970684261160055
Rorc	Tle1	0.4970646385528479
Zfp62	Anxa11	0.4970608509896903
Zfp90	Dhrs1	0.4970608509896903
Egr3	Dhrs1	0.49705706342653266
Sp110	Icam2	0.497053275863375
Nr4a2	Icam2	0.4970494883002174
Klf2	Ivd	0.4970419131739022
Rest	Atp6v1d	0.4970419131739022
Zmiz2	Bbc3	0.49703055048442935
Zfp329	Pik3ca	0.49701161266864124
Cbx2	Arrb2	0.49700782510548364
Cebpb	Cyr61	0.497004037542326
Zzz3	Mdn1	0.497004037542326
Zfp281	Gabbr1	0.4970002499791684
Sp100	Tmem19	0.4969964624160108
Zfp51	Ivd	0.4969964624160108
Nr4a3	Opn3	0.49699267485285314
Klf10	Itgb1	0.4969850997265379
Pbx2	Extl3	0.4969813121633803
Mga	Stra6	0.4969775246002227
Zfx	Cst3	0.4969775246002227
Zfp617	Ormdl1	0.4969737370370651
Mxi1	Pex19	0.4969699494739075
Plagl2	Ptprcap	0.4969661619107499
Zbtb44	Pqlc1	0.4969623743475923
Maff	Dnajc12	0.496954799221277
Zfpm1	Lpin2	0.496954799221277
Cic	Psme2	0.4969510116581194
Nr4a1	Ubiad1	0.4969510116581194
Hmgb3	Uros	0.4969472240949618
Nhlh1	Thoc3	0.4969472240949618
Ncoa1	Ccl1	0.4969434365318042
Ncoa3	Gemin6	0.49693964896864656
Zfp160	Sec14l1	0.49693586140548895
Zhx1	Stra6	0.49693586140548895
Zfp160	Abcb9	0.4969282862791737
Thap7	Cmah	0.49692449871601607
Zfp707	Tbxa2r	0.49692449871601607
Zbtb7a	Evi2a	0.49692071115285846
Zfp62	Rdh11	0.49692071115285846
Nr1h2	Piga	0.49691313602654325
Dzip1	Pacs1	0.49690934846338564
Jun	Picalm	0.49690934846338564
Nfe2l2	Tacc2	0.496905560900228
Foxn2	Sytl3	0.49689798577391275
Atf2	Plxnc1	0.49689419821075514
Tcf3	Lime1	0.49689041064759754
Klf2	Sema7a	0.4968866230844399
Zfp275	Ggta1	0.4968866230844399
Atf2	Dnajc12	0.4968828355212823
Rorc	Basp1	0.4968828355212823
Nfatc1	Slc3a2	0.4968790479581247
Nhlh1	Spsb1	0.4968752603949671
Runx2	Rpl24	0.4968752603949671
Foxp1	Nfkbia	0.4968714728318095
Pou6f1	Adrb2	0.4968638977054942
Zfp445	Runx1	0.496856322579179
Nfkb1	S100a13	0.4968525350160214
Tef	Fli1	0.4968525350160214
Cebpg	Klrd1	0.4968487474528638
Atf6	Mettl8	0.4968449598897062
Fosl1	Gpr83	0.49684117232654856
Zfp472	Trip10	0.49684117232654856
Irf9	Ifitm1	0.4968298096370757
Bbx	Srpk2	0.49682602207391807
Relb	Plekho1	0.49682223451076046
Arid2	Dhcr24	0.49681844694760285
Mnt	Npc2	0.49681465938444525
Tef	Ahnak	0.49681087182128764
Irf1	Trip10	0.49680708425813
Mafg	Max	0.49680329669497236
Ahr	Pcmt1	0.49679193400549954
Zeb2	Ero1l	0.4967881464423419
Zfp101	Rpn1	0.4967881464423419
Egr3	Nucb2	0.4967843588791843
Nr4a2	Il12rb1	0.4967805713160267
E2f1	Slc25a30	0.4967767837528691
Zfp91	Smg5	0.4967767837528691
Bcl11b	Gadd45g	0.4967729961897115
Tbx21	Nudt4	0.4967729961897115
Fosl2	Map3k8	0.4967654210633962
Hbp1	Kcna3	0.4967654210633962
Tbx21	Rab20	0.4967616335002386
Stat3	Emp1	0.496757845937081
Irf8	Ada	0.4967540583739234
Zbtb17	Pgs1	0.4967540583739234
Nr1d2	Acad8	0.4967502708107658
Tcf12	Bpnt1	0.49674269568445056
Arid3b	Kcnmb4	0.4967389081212929
Irf4	App	0.4967389081212929
Rel	Tns1	0.4967351205581353
Zeb1	Naca	0.4967351205581353
Egr2	Cmah	0.4967313329949777
Aebp2	Ms4a4c	0.49672754543182007
Skil	Acsl5	0.49672375786866246
Sp100	Lgals3bp	0.49672375786866246
Cebpb	Cndp2	0.49671997030550485
Fosl1	Plekho1	0.49671618274234725
Zfp90	St7l	0.49671618274234725
Hbp1	Dnmt3a	0.49671239517918964
Hif3a	Lpin2	0.49671239517918964
Plagl1	Igfbp4	0.49670860761603197
Zbtb45	Nxn	0.49670482005287436
Bcl11b	Dyx1c1	0.49669724492655914
Nfkb2	Plxnd1	0.49669724492655914
Foxn2	Slc19a2	0.49669345736340154
Tcf3	Dpp4	0.4966896698002439
Zbtb22	Tpd52	0.4966858822370863
Zfp35	Hif1a	0.4966858822370863
Nfkb2	Xpnpep1	0.49667830711077104
Atf6	Rnf130	0.49667451954761344
Irf9	Cd79b	0.49667451954761344
Atf2	Vrk2	0.4966669444212982
Mtf2	Serpinc1	0.4966669444212982
