TF	Target	combined_confidence
Zbtb32	Tmbim1	0.49285665588473687
Zfp426	Hif1a	0.49285286832157926
Zfp90	Pkp4	0.49285286832157926
Ahctf1	Ctss	0.49284908075842165
Rest	Slc9a8	0.49284908075842165
Aebp2	Sox4	0.49284529319526404
Mbd3	Hbs1l	0.49284529319526404
Elk3	Skil	0.49284150563210644
Drap1	Ltb	0.49283393050579116
Tcf4	Mapk7	0.49283014294263355
Zfp426	St3gal1	0.49283014294263355
Atf6	Akr1c12	0.49282635537947594
Zfp101	Hexim1	0.49282256781631834
Cc2d1a	Rreb1	0.4928187802531607
Zfp574	Naca	0.49280363000053024
Litaf	Fyn	0.4927998424373726
Atf2	Trim24	0.492796054874215
Plagl2	Inpp5b	0.4927922673110574
Satb1	Gmfg	0.4927884797478998
Nfe2l2	Ltb	0.4927846921847422
Klf6	Lrrfip1	0.4927809046215846
Zfp277	Socs5	0.4927809046215846
Aebp2	Clic4	0.49277711705842697
Mga	Crip1	0.4927733294952693
Zfp617	Tmem38b	0.4927733294952693
Relb	Slc16a6	0.4927695419321117
Runx2	Plxnc1	0.4927657543689541
Klf6	Ahnak	0.4927619668057965
Ankzf1	Piga	0.49275817924263887
Hmga1	Bbc3	0.49275817924263887
Ncoa1	Prkca	0.49275439167948126
Bcl11b	Ramp3	0.49275060411632365
Trps1	Cyfip2	0.49275060411632365
Runx2	Ltb	0.49274681655316604
Sp110	Pdlim4	0.49274681655316604
Klf3	Socs5	0.49274302899000844
Zbtb1	Acad8	0.49273924142685077
Zbtb22	Bmp2k	0.49273924142685077
Etv6	Klf2	0.49273545386369316
Satb1	Bzw2	0.49273545386369316
Atf2	Rdh10	0.49273166630053555
Maff	Ada	0.49273166630053555
Litaf	Trib1	0.49272787873737794
Ets1	App	0.49272409117422034
Mafg	Vav3	0.4927203036110627
Adnp	Nfatc1	0.4927165160479051
Maff	Rpl36al	0.4927165160479051
Nr1d2	Clec2i	0.49270894092158984
Runx2	Klf4	0.49270515335843224
Sp3	Hemk1	0.49270515335843224
Dzip1	Tsc22d1	0.492697578232117
Irf9	Sema4a	0.4926937906689594
Zhx1	Slc39a14	0.4926900031058018
Bhlhe40	Dffb	0.4926862155426442
Aebp2	Ptger2	0.4926824279794866
E4f1	Ptbp2	0.4926824279794866
Dzip1	Ptpre	0.4926786404163289
Tbx21	Nck2	0.4926748528531713
Zkscan1	Nt5e	0.4926710652900137
Atf6b	Atp1a1	0.4926672777268561
Jun	Rbm15	0.4926672777268561
Ikzf4	Rdh11	0.4926634901636985
Zfp35	Map3k5	0.4926634901636985
Klf10	Adam10	0.49265970260054087
Ets1	Prkcd	0.49265591503738326
Irf9	Pgs1	0.492648339911068
Pou6f1	Slc19a2	0.492648339911068
Aebp2	Myo6	0.4926445523479104
Bhlhe40	Tex15	0.49264076478475277
Gabpa	Ethe1	0.49263697722159516
E2f1	Arhgdig	0.49263318965843755
Cic	Ifi203	0.49262940209527994
Phf20	Padi2	0.49262940209527994
Bhlhe40	Ccl3	0.49262561453212234
Zbed4	Zfp568	0.4926218269689647
Son	Higd1a	0.4926180394058071
Stat3	Sla2	0.4926180394058071
Nfil3	Dph1	0.49261425184264945
Ski	Gzmb	0.49261425184264945
Klf3	Nck2	0.49260667671633424
Runx1	Igf2bp3	0.4926028891531766
Nfe2l2	Ppm1d	0.492599101590019
Klf13	Ankmy2	0.4925953140268614
Sp3	Nfil3	0.4925953140268614
Runx1	Mmd	0.4925877389005462
Zbtb7a	Ormdl1	0.4925877389005462
Myc	Pgm1	0.4925839513373885
Mxd4	Syf2	0.4925801637742309
Zbtb22	Sertad1	0.4925801637742309
Litaf	Ifitm2	0.4925763762110733
Mafg	Il1rn	0.4925725886479157
Tcf4	Gne	0.4925725886479157
Foxo3	Slc29a3	0.4925688010847581
Irf9	Tprkb	0.4925650135216005
Tbx21	Timp1	0.4925650135216005
Irf1	Marcks	0.49256122595844287
Zhx1	Mapk7	0.49255743839528526
Scml4	Aste1	0.4925536508321276
Zfp62	Adam10	0.49254986326897
Foxn2	Tapbpl	0.4925460757058124
Zfp53	Gnpda1	0.49254228814265477
Eea1	Alcam	0.49253850057949716
Cc2d1a	Qprt	0.49253471301633955
Foxo1	Slc39a1	0.49253092545318194
Zfp568	St3gal1	0.49253092545318194
Klf10	Acsl5	0.4925233503268667
Zfp654	Usp22	0.49251198763739384
Fosl1	Ccl4	0.49250820007423624
Gm6710	Cep68	0.49250820007423624
Phf20	Plaur	0.4925044125110786
Satb1	Il21	0.4925044125110786
Rel	Csf2	0.492500624947921
Hif1a	Riok3	0.4924930498216058
Satb1	Casp6	0.4924930498216058
Creb3l2	Dgat1	0.49248926225844813
Nr1h2	Nucks1	0.49248926225844813
Klf2	Rgs19	0.4924854746952905
Zfp202	Gap43	0.4924854746952905
Cebpg	Igfbp4	0.4924816871321329
Foxn2	Hmgcr	0.4924816871321329
Plagl2	Gadd45g	0.4924778995689753
Ankzf1	Rgs19	0.4924741120058177
Mef2d	Tnf	0.4924741120058177
Srebf2	Trmt5	0.4924665368795025
Bhlhe40	Igtp	0.49246274931634487
Ets2	Ctss	0.49246274931634487
Cux1	Capn2	0.4924589617531872
Zfp654	Arhgdig	0.4924551741900296
Fli1	Pter	0.492451386626872
Irf1	Smox	0.492451386626872
Cebpb	Itgb1	0.4924475990637144
Mbd6	Vamp2	0.4924475990637144
Cic	Pgm1	0.49244381150055677
Zfp322a	Sptlc1	0.49244381150055677
Son	Pknox1	0.49244002393739916
Zkscan1	Trps1	0.49244002393739916
Creb1	Uros	0.49243623637424155
Hif3a	Gimap7	0.49243244881108394
Zfp426	Ahr	0.49243244881108394
Zfp472	Afp	0.49242487368476867
Irf9	Ly6a	0.49242108612161106
Jun	Samsn1	0.49241729855845345
Zfp296	Wdr82	0.49241729855845345
Ahr	Tacc2	0.49241351099529584
Batf	Tax1bp3	0.49241351099529584
Cdc5l	Lpin2	0.49240972343213824
Cc2d1a	Zfp7	0.492402148305823
Foxp1	Grn	0.492402148305823
Mafg	Egln3	0.4923983607426654
Nfat5	Ostf1	0.4923983607426654
Stat5b	Herc4	0.49239457317950774
Zfp202	Rbms2	0.49239457317950774
Mtf2	Acsl6	0.49239078561635014
Zeb2	Ski	0.49239078561635014
Klf6	Arid5a	0.4923869980531925
Atf6b	Naca	0.4923832104900349
Irf9	Igtp	0.4923832104900349
Sp3	Bmpr1a	0.4923794229268773
Atf2	Slamf6	0.4923756353637197
Cbx2	Brd3	0.4923756353637197
Zfp568	Cdkn1b	0.4923718478005621
Zfpm1	Psme1	0.4923680602374045
Runx1	Ecm1	0.4923642726742468
Zfp426	Batf	0.4923642726742468
Phf20	Ppm1d	0.4923604851110892
Dzip1	Cdk6	0.4923491224216164
Gata3	Rai14	0.4923491224216164
Irf4	Cdc25b	0.49234533485845877
Zeb2	Plk2	0.49234154729530116
Elk3	Gemin6	0.49233775973214355
Nfil3	Uqcrq	0.49233397216898594
Mef2d	Tnfaip8	0.4923301846058283
Tbx21	Tnfaip8	0.49232639704267067
Cebpg	Osbpl2	0.49232260947951306
Stat3	Myo6	0.49231882191635545
Aebp2	Smox	0.49231503435319784
Clock	Lgals1	0.492303671663725
Zfp574	Ostf1	0.492303671663725
Ncoa3	Chchd7	0.49229988410056735
Nfkb2	Brd3	0.49229988410056735
Irf8	Nedd9	0.49229609653740974
Drap1	Snx19	0.49229230897425214
Mga	Arrb1	0.49229230897425214
Aebp2	Psrc1	0.4922885214110945
Zfp426	Mllt3	0.4922885214110945
Zfp280c	Zadh2	0.4922847338479369
Atf3	Ppp1cc	0.4922809462847793
Fosl1	Ndrg1	0.4922771587216217
Klf10	Ppic	0.4922771587216217
Atf6b	Slc39a1	0.4922733711584641
Zfp35	Nxn	0.4922733711584641
Atf2	Tox	0.4922695835953064
Zbtb7b	Fap	0.4922695835953064
Litaf	Aste1	0.4922657960321488
Nfil3	Itpr3	0.4922657960321488
Irf2	Dffb	0.4922620084689912
Stat3	Cmah	0.4922620084689912
Etv6	Mical1	0.492254433342676
Zfp91	Dusp1	0.492254433342676
Erf	Rhbdf1	0.4922506457795184
Plagl2	Tnk2	0.4922506457795184
Stat1	Map3k8	0.49224685821636077
Tef	Clic4	0.49223928309004555
Usf2	Pim1	0.4922354955268879
Zbtb22	Pgs1	0.4922354955268879
Irf1	Trib3	0.49222792040057267
Runx1	Tpd52	0.49222792040057267
Cux1	Cd4	0.49222413283741506
Pbx2	Sav1	0.49222034527425745
Irf8	Tapbp	0.49221655771109984
Ahctf1	Map3k8	0.49221277014794224
Sp3	Rap1gds1	0.49221277014794224
Zfp426	Tm9sf4	0.4922089825847846
Zfp568	Dusp6	0.4922089825847846
Atf6b	Tyw1	0.49220519502162696
Klf10	Traf6	0.49220519502162696
Bcl11b	Got1	0.49219761989531174
Rela	Polr3gl	0.49219761989531174
Irf1	Lgals7	0.49219383233215414
Zfp280c	Tes	0.4921900447689965
Fosl1	Kctd17	0.4921862572058389
Plagl2	Prf1	0.4921862572058389
Atf6	Slamf7	0.4921786820795237
Nfil3	Mllt3	0.49217489451636603
Zfp688	Ccl5	0.49217489451636603
Plagl2	Pde7a	0.4921711069532084
Atf6	Zfp426	0.4921673193900508
Zeb1	Trim24	0.4921635318268932
Zkscan1	Eea1	0.4921635318268932
Atf6	Pgrmc1	0.4921597442637356
Nfkb1	Calcrl	0.4921597442637356
Mtf2	Nr4a3	0.492155956700578
E2f1	Vamp2	0.4921521691374204
Irf7	Fads2	0.49214838157426277
Nhlh1	Cnn2	0.4921445940111051
Cic	Frmd4b	0.4921408064479475
Hif1a	Hmgcl	0.4921370188847899
Zbtb44	Csnk1e	0.4921370188847899
Zfp472	Csnk1e	0.4921332313216323
Zzz3	Tspan13	0.4921332313216323
Fos	Parp6	0.49212944375847467
Snapc2	Ankrd13c	0.49212565619531706
Irf1	Il12rb2	0.49212186863215945
Srf	Pqlc1	0.49212186863215945
Klf9	Mapk6	0.49211808106900184
Wiz	Wee1	0.49211808106900184
Srebf2	Retsat	0.49211050594268657
Phf20	Glipr1	0.49210671837952896
Pou2af1	Cpox	0.49210293081637135
Zhx1	Ebag9	0.49210293081637135
Zbtb1	Calcrl	0.4920915681268985
Mxi1	Wrnip1	0.4920877805637409
Zeb2	Vapb	0.4920877805637409
Zfp52	Rgs14	0.4920839930005833
Cebpg	Tiparp	0.49208020543742564
Tcf4	Ercc5	0.49207641787426804
Fosl1	Litaf	0.4920726303111104
Runx1	Trim24	0.4920688427479528
Phf1	Acsl5	0.4920612676216376
Aebp2	Ptpre	0.49205748005848
Mga	Enah	0.49205748005848
Clock	Il10	0.4920499049321647
Skil	Mmd	0.4920461173690071
Nr4a1	Tmem19	0.4920385422426919
Sp110	Stra6	0.4920347546795343
Atf5	Mllt6	0.49203096711637667
Atf2	Ccl3	0.49202717955321906
Atf5	Rbms2	0.49201960442690384
Cic	Zfp426	0.49201960442690384
Rreb1	Rap1gds1	0.4920158168637462
Ets2	Abcb9	0.49201202930058857
Cdc5l	Tnfsf4	0.49200824173743096
Zeb1	Rorc	0.49200824173743096
Snapc2	Ercc5	0.49200445417427335
Zfp62	Gcnt2	0.49200066661111574
Sp3	Zfp7	0.49199687904795814
Zfp202	Socs5	0.49199687904795814
Plscr1	Asns	0.4919930914848005
Sp3	Ssbp4	0.4919893039216429
Klf2	Socs5	0.49198551635848525
Myc	Tgoln1	0.49198551635848525
Clock	Plekho1	0.49198172879532764
Zbtb32	Cyr61	0.49198172879532764
Cdc5l	Mapk7	0.49197794123217004
Hes6	Mgat4b	0.49197794123217004
Zhx1	Sdc3	0.4919741536690124
Pou2af1	Ephx1	0.4919665785426972
Zfpm1	Serpinf1	0.4919665785426972
Irf9	Znrf1	0.491959003416382
Mafg	Basp1	0.491959003416382
Klf13	Abcb1b	0.4919552158532243
Zfp644	Rnf113a1	0.4919514282900667
Atf2	Ctss	0.4919476407269091
Zkscan1	Rpl14	0.4919476407269091
Rel	Ldlrap1	0.4919438531637515
Klf3	Eea1	0.4919400656005939
Zfp617	Pccb	0.4919400656005939
Gata3	Hmgcr	0.4919362780374363
Lef1	Litaf	0.4919362780374363
Foxp1	Ms4a4b	0.49193249047427867
Nfkb1	Slc1a4	0.49193249047427867
Zbtb7a	Rtn4	0.49192870291112106
Zfp68	Rgs19	0.49192491534796345
Tef	Igtp	0.4919211277848058
Fosl1	Nucks1	0.49191355265849057
Snapc2	Ms4a6c	0.49191355265849057
Rbpj	Adrb2	0.49190976509533296
Zfp688	Sptlc1	0.49190976509533296
Trps1	Tns1	0.49190597753217535
Zbtb32	Acsl6	0.49190218996901774
Hbp1	Litaf	0.49189840240586014
Zfp703	Pnkd	0.49189082727954486
Cux1	Tnfrsf12a	0.49188703971638725
Zfp280c	Stard5	0.49188703971638725
Zbtb7b	Dcxr	0.49188325215322964
Klf7	Sars	0.4918756770269144
Thap7	Psmd8	0.4918756770269144
Zfp703	Stra6	0.4918718894637568
Nfil3	Gadd45g	0.4918681019005992
Zfp617	Pcmt1	0.4918681019005992
Atf6b	Nxn	0.49186052677428393
Mxd4	Dgat1	0.49186052677428393
Rara	Gabbr1	0.4918567392111263
Plagl2	Socs5	0.4918529516479687
Zbtb44	Rpl14	0.4918529516479687
Pou6f1	Nt5e	0.4918453765216535
Mga	Rgs11	0.4918415889584959
Lef1	Papolg	0.4918378013953383
Plagl2	Gbp4	0.4918378013953383
Zbtb32	Nupr1	0.49183401383218067
Zbtb48	Inpp5a	0.49183401383218067
Cdc5l	Fbxo21	0.49183022626902306
Aebp2	Creb3l2	0.4918226511427078
Nfat5	Ankrd13c	0.4918226511427078
Sp3	Wdr82	0.4918188635795502
Trps1	Ccl1	0.4918188635795502
Nfil3	Sema4a	0.49181128845323496
Erf	Cyp11a1	0.49180750089007735
Stat3	Cish	0.49180750089007735
Drap1	Max	0.49180371332691974
Sox4	Icam1	0.49179992576376214
Gata3	Cd28	0.49179235063744686
Cic	Arid5a	0.49178856307428925
Stat3	Irf4	0.49178856307428925
Hif3a	Slc14a1	0.49178098794797404
Pou6f1	Gne	0.4917772003848164
Pou2af1	Asns	0.4917734128216588
Cux1	Nudt4	0.4917696252585012
Zbed4	Usp22	0.4917696252585012
Maff	Marcksl1	0.49176583769534354
Adnp	Egr3	0.49176205013218593
Atf5	Psme1	0.49176205013218593
Mbd6	Tacc2	0.4917582625690283
Nfe2l2	Max	0.4917544750058707
Sp110	Lif	0.4917544750058707
Sp100	Marcksl1	0.4917506874427131
Stat5b	Tlcd1	0.4917506874427131
Tcf12	Gadd45g	0.4917431123163979
Gata3	Cd44	0.491731749626925
Cbx2	Dtl	0.4917279620637674
Myc	Tiparp	0.4917279620637674
Aebp2	Ltb	0.4917241745006098
Batf	Aes	0.4917203869374522
Gabpa	Trpv2	0.49171659937429457
Mnt	Hist1h1c	0.49171281181113696
Plagl1	Cebpb	0.49171281181113696
Ski	Rhbdf1	0.49170902424797935
Nhlh1	Cebpb	0.49170523668482174
Batf	Dusp2	0.4917014491216641
Topors	Agpat3	0.4917014491216641
Litaf	Igtp	0.49169766155850647
Hes6	Nxn	0.49169008643219125
Atf2	Slc16a6	0.49168629886903364
Lef1	Adipor2	0.4916787237427184
Cdc5l	Slc25a30	0.4916749361795608
Pou6f1	Tnfsf8	0.49167114861640315
Zfp703	Chac1	0.49166736105324554
Zfp707	Slc39a1	0.49166736105324554
Sp3	Slc2a1	0.49166357349008794
Cggbp1	Tle4	0.4916597859269303
Zfp445	Ass1	0.4916559983637727
Cic	Gpr65	0.4916522108006151
Fosl2	Snx10	0.4916522108006151
Srebf1	Rabgap1l	0.4916484232374575
Zfp644	Zadh2	0.4916408481111422
Nfkb2	Sorl1	0.4916370605479846
Phf20	Cln5	0.4916294854216694
Hes6	Ptp4a3	0.4916256978585118
Ski	Zfp426	0.4916256978585118
Ahctf1	Nme4	0.4916219102953542
Klf13	Rps6ka2	0.4916219102953542
Scml4	Rpn1	0.49161812273219657
Sp100	Tbc1d14	0.49161433516903896
Zfp568	Cnnm3	0.49161433516903896
Mafg	B4galnt1	0.49161054760588135
Pou6f1	Ehd4	0.49161054760588135
Creb1	Eef1a1	0.4916067600427237
Rara	Rps6	0.4916029724795661
Hbp1	Slc29a3	0.49159160979009325
Myc	Acsl5	0.4915802471006204
Irf1	Cdc25b	0.49157267197430515
Tbx21	Hvcn1	0.49156509684798994
Ankzf1	Pde6d	0.4915613092848323
Sp110	Sidt1	0.4915575217216747
Atf5	Ercc5	0.4915537341585171
Tcf4	Abhd6	0.4915537341585171
Gata3	Tmtc4	0.4915499465953595
Cbx2	Exo1	0.49154615903220183
Irf2	Trat1	0.4915423714690442
Rel	Nfatc1	0.4915385839058866
Creb1	Fcgr2b	0.4915272212164138
Adnp	Fau	0.4915234336532562
Ikzf4	Gart	0.4915234336532562
Cic	Pcbp4	0.49151964609009857
Drap1	Tacc2	0.49151585852694096
Kdm5b	Map3k5	0.49151585852694096
Bbx	Pten	0.4915120709637833
Atf3	Mapk3	0.4915082834006257
Nfkb2	Tpst1	0.4915082834006257
Foxo3	Helb	0.4915044958374681
Zbtb1	Sult2b1	0.4915044958374681
Rorc	Tnni1	0.49150070827431047
Rxra	Prf1	0.49149692071115286
Egr3	Heatr1	0.49149313314799525
Atf5	Sytl2	0.49148555802168004
Tef	Ccl20	0.49148555802168004
Mtf2	Itgb1	0.4914628326427343
Nfe2l2	Id1	0.4914590450795767
E2f1	Anln	0.4914552575164191
Mnt	Trim13	0.4914552575164191
Cdc5l	Ada	0.49145146995326144
Tulp3	Glipr1	0.49144768239010383
Atf5	Igfbp4	0.4914438948269462
Maff	Nt5e	0.4914401072637886
Irf2	Kif3a	0.491436319700631
Mafg	L1cam	0.491436319700631
Aebp2	Mafg	0.4914325321374734
Zbtb17	Spry1	0.4914287445743158
Cux1	Arf1	0.49142116944800057
Satb1	Foxp1	0.49142116944800057
Bcl11b	Sdcbp2	0.4914173818848429
Mga	Ddr1	0.4914173818848429
Mtf2	Tes	0.4914135943216853
Nr1h2	Lbh	0.4914098067585277
Relb	Ripk1	0.4914060191953701
Ddit3	Gcnt2	0.49139844406905486
Aebp2	Trat1	0.49139465650589725
Zeb2	Slc19a2	0.49139465650589725
Mga	Ssbp4	0.491387081379582
Patz1	Sra1	0.49138329381642437
Ash1l	Sox4	0.49137950625326676
Hes6	Ddx19b	0.49137193112695154
Nfic	Sav1	0.49137193112695154
Rorc	BC029722	0.49136814356379394
Rreb1	Nfyb	0.49136814356379394
Batf	Ptprj	0.4913643560006363
Klf10	Kcnmb4	0.4913643560006363
Mxd4	Abcg2	0.49135678087432105
Zfp703	Zfpm1	0.49135678087432105
Ets1	Ppp3ca	0.49135299331116344
Zfp445	Trib1	0.49135299331116344
Zfp281	Rpp14	0.4913454181848482
Zfp568	Riok3	0.4913416306216906
Gata3	Rora	0.491337843058533
Zbed4	Ppp3cc	0.4913340554953754
Cdc5l	Pccb	0.4913302679322178
Tbx21	Pacsin1	0.4913264803690602
Cebpz	Zfp426	0.4913226928059025
Pou6f1	Hexim1	0.4913226928059025
Hif1a	Mxi1	0.4913189052427449
Zfp35	Dusp12	0.4913151176795873
Rel	Cxcl10	0.4913113301164297
Pbx2	Adam10	0.49130375499011447
Topors	Csf2	0.49129996742695686
Zbtb20	Tmtc4	0.49129617986379925
Scml4	Rab8b	0.4912923923006416
Nhlh1	Klrd1	0.491288604737484
Rel	Plk2	0.49128481717432637
Mef2d	Plxnd1	0.49127724204801115
Relb	St7	0.49127345448485354
Sp3	Procr	0.49127345448485354
Cggbp1	Rassf3	0.49126966692169594
Smad4	Cpox	0.49126966692169594
Zfp574	Pxn	0.4912658793585383
Zfp62	Zfpm1	0.4912658793585383
Nfkb1	Nupr1	0.49126209179538066
Rxrb	Pkp4	0.49125830423222305
Sox4	Mllt3	0.49125830423222305
Irf9	Lactb	0.49125451666906544
E4f1	Nfkb1	0.4912469415427502
Zzz3	Pts	0.491239366416435
Sox4	Nxn	0.4912317912901198
Zfp68	Nsmaf	0.4912280037269621
Cebpb	H2afx	0.4912204286006469
Klf10	Vapb	0.4912166410374893
Rorc	Ece1	0.4912166410374893
Zfp87	Pqlc1	0.4912128534743317
Cc2d1a	Arl4c	0.4912090659111741
Fosl2	Tgoln1	0.4912090659111741
Bcl11b	Pfkp	0.49120149078485886
Jun	Rora	0.4911977032217012
Zeb2	Lpin2	0.4911977032217012
Batf	Picalm	0.4911939156585436
Zfp426	Tnfsf8	0.4911939156585436
Zbtb7b	Rps6ka2	0.491190128095386
Purb	Pck2	0.49118255296907076
Klf6	Rabgap1l	0.49117876540591315
Relb	Tpst1	0.49117497784275554
Zfp329	Cd79b	0.49117497784275554
Mga	Tgm2	0.49117119027959794
Zfp277	Prkca	0.49117119027959794
Zfp277	Bid	0.49116740271644027
Ahctf1	Tprkb	0.49116361515328266
Irf8	Hist1h1c	0.49115982759012505
Arid5a	Opn3	0.49115604002696744
Srf	Cd9	0.4911446773374946
Ddit3	Ppp1r10	0.49113710221117934
Clock	Piga	0.49113331464802173
Terf1	S100a13	0.4911219519585489
Zfp35	Trib3	0.4911219519585489
Myc	Pdlim4	0.4911181643953913
Irf1	Procr	0.4911143768322337
Zfp51	Cd44	0.4911143768322337
Bcl11b	Lpxn	0.4911105892690761
Irf4	Irf7	0.4911105892690761
Hbp1	Papolg	0.49110680170591847
Foxp1	Aldh3a2	0.4911030141427608
Pbx2	Nme4	0.4910992265796032
Arid5a	Trim24	0.49108786389013037
Ddit3	Map4k4	0.49108407632697276
Trps1	Sh3bp5	0.49108028876381515
Hes6	Ercc5	0.49107650120065754
Cebpb	Fbxo18	0.4910727136374999
E4f1	Sult2b1	0.49106892607434227
Foxo1	Mgat4b	0.49106892607434227
Mbd6	Inpp5a	0.49106135094802705
Hes6	Vav3	0.49105756338486944
Relb	Ifitm1	0.49105756338486944
Atf5	Rpl14	0.49105377582171184
Jun	Tnfrsf12a	0.4910499882585542
Cdc5l	Wdr82	0.4910462006953966
Nr1d2	Tnfsf8	0.4910462006953966
Zeb2	Slc39a14	0.49104241313223895
Aebp2	Sdcbp2	0.49103862556908134
Zfp275	Ank1	0.49103862556908134
Zfp688	Pigc	0.49103483800592373
Bcl11b	Frmd4b	0.4910310504427661
Zfp202	Ndst1	0.4910310504427661
Adnp	Fbxo11	0.4910272628796085
Zbtb44	Nudt4	0.4910272628796085
Atf5	Pgm1	0.4910234753164509
Klf7	Pknox1	0.4910196877532933
Satb1	Mxi1	0.4910196877532933
Atf2	Csnk1e	0.4910159001901357
Pbx2	Rad52	0.4910159001901357
Cic	Il2rb	0.4910121126269781
Egr3	Lgals1	0.4910083250638204
Rara	Csnk1e	0.4910007499375052
Xbp1	Zadh2	0.4910007499375052
Klf9	Rps6ka3	0.4909969623743476
Rela	Myb	0.49099317481119
Zbtb17	Psme1	0.49098938724803237
Zfp617	Vapb	0.49098559968487476
Hmgb3	Nxn	0.49098181212171715
Satb1	Galm	0.49098181212171715
Ankzf1	Rabgap1l	0.4909780245585595
Hbp1	Spry1	0.49097044943224427
Pou2f2	Tmem71	0.49097044943224427
Nr4a2	Adarb1	0.49096666186908666
Nr4a1	Cd7	0.49096287430592905
Hmga1	Wee1	0.49095908674277144
Zbtb44	Egr2	0.49095908674277144
Nr1h2	Pim1	0.49095529917961384
Nr4a2	Tubgcp5	0.49095529917961384
Klf4	Asns	0.4909515116164562
Zhx1	Ccr7	0.49094393649014095
Zfp160	Mta3	0.49094014892698334
Litaf	Aqp3	0.49093636136382574
Zfp90	Tyw1	0.49093636136382574
Ncoa1	Opn3	0.4909287862375105
Atf5	Mgat4b	0.4909212111111953
Ncoa3	Snx11	0.4909212111111953
Mef2d	Aste1	0.4909174235480377
Terf1	Rab21	0.4909174235480377
Fosl1	Tfg	0.49091363598488
Phf20	Fndc3a	0.49091363598488
Zbtb32	Abcb1b	0.4909098484217224
Cdc5l	Nfatc1	0.4909060608585648
Fosl1	Rdh10	0.4908984857322496
Irf9	Rbm15	0.490894698169092
Smad4	Rpl24	0.49089091060593437
Zbtb48	Hexb	0.49089091060593437
Bcl11b	Dpp4	0.49088712304277676
Ets2	Aste1	0.4908833354796191
Zfp280c	Rdh10	0.4908833354796191
Atf5	Adarb1	0.4908795479164615
Zfp426	Pter	0.4908757603533039
Thap7	Tubgcp5	0.49087197279014627
Zfp688	Trim24	0.49087197279014627
Atf3	Cnn2	0.49086818522698866
Zfp426	Sh2d3c	0.49086818522698866
Cic	Creb1	0.49086439766383105
Snapc2	Igf2bp3	0.49086061010067344
Jun	Plekho1	0.49085682253751584
Litaf	Ms4a4b	0.49085303497435817
Rorc	Igtp	0.49085303497435817
Fosl2	Tcf12	0.49084167228488534
Erf	Akr1c13	0.49083788472172774
Rel	Fbxo11	0.49083788472172774
Cebpz	BC021614	0.4908303095954125
Zfp202	Snx11	0.4908303095954125
Ankzf1	Osbpl2	0.4908265220322549
Phf20	Oasl2	0.4908227344690973
Stat3	Mapkbp1	0.490815159342782
Xbp1	Acad8	0.490815159342782
Atf3	Lgals1	0.4908113717796244
Klf6	Ethe1	0.4908075842164668
Plagl1	Creb3l2	0.4908000090901516
Zfp62	Plscr3	0.490796221526994
Atf6b	Snx11	0.49079243396383637
Zeb2	Csf2	0.49079243396383637
Cbx2	Vegfb	0.4907886464006787
Bbx	Plaur	0.4907848588375211
Srebf1	Slc2a1	0.4907810712743635
Pbx2	Osbpl2	0.4907772837112059
Srf	Ifitm1	0.4907772837112059
Foxn2	Dpp4	0.49077349614804827
Zeb2	Ifitm3	0.49076970858489066
Egr3	Snx10	0.49076592102173305
Mxi1	Slc16a6	0.49076213345857544
Foxp1	Nedd9	0.4907583458954178
Mafg	Nfat5	0.4907583458954178
Litaf	Notch2	0.49075455833226017
Stat2	Tnk2	0.49075455833226017
Mtf2	Rras	0.49074698320594495
Mxd4	Mpp1	0.49074698320594495
Klf13	Map3k5	0.49074319564278734
Atf6	Dpp4	0.49073940807962974
Cic	Nrip1	0.49073940807962974
Irf4	Iqgap2	0.4907356205164721
Trps1	Lta	0.4907356205164721
Mnt	Edem1	0.4907318329533145
Hes6	Nfil3	0.4907280453901569
Hif1a	Anxa4	0.49072425782699924
Pou2af1	Ppp3ca	0.49072047026384163
Rest	Nedd4	0.490716682700684
Cbx2	Pgm1	0.4907128951375264
Klf6	Lgals3bp	0.4907128951375264
Litaf	St7l	0.4907053200112112
Runx2	Creb1	0.490697744884896
Smad4	Dst	0.490697744884896
Xbp1	Ramp3	0.4906901697585807
Fli1	Gadd45g	0.4906863821954231
Nr1d2	Il17a	0.4906863821954231
Rbpj	Myo18a	0.4906825946322655
Atf2	Pten	0.4906788070691079
Dzip1	Ercc5	0.49066744437963505
Zfp472	Nfe2l2	0.4906636568164774
Zfp62	Chst12	0.49065608169016217
Phf20	Fbxw2	0.49065229412700456
Zfp688	Pde8a	0.49065229412700456
Irf1	Mgll	0.49064850656384695
Rreb1	Psph	0.49064471900068934
Zkscan1	Plagl1	0.49064471900068934
Cbx2	Impa2	0.49064093143753174
Zfp426	Lad1	0.49064093143753174
Mga	Eif4e3	0.4906371438743741
Cenpb	Trim24	0.49063335631121646
Runx1	Basp1	0.49062956874805885
Thap7	Prkd3	0.49062578118490124
Zfp101	Tspan13	0.49062578118490124
Klf13	Cd44	0.49062199362174364
Sp100	Cndp2	0.49062199362174364
Zfp202	Dlst	0.490618206058586
Patz1	Bcl11b	0.4906106309322708
Zbtb7a	Sfmbt1	0.4906106309322708
Zfp202	Pcmt1	0.4906068433691132
Zfpm1	Serpinb6b	0.4906068433691132
Erf	Casp6	0.4905992682427979
Junb	Foxo1	0.4905916931164827
Nfat5	Map4k4	0.4905916931164827
Batf	Acox1	0.4905879055533251
Bhlhe40	Pacs1	0.4905803304270099
Drap1	Cln5	0.4905803304270099
